Time (UTCG),Semi-major Axis (km),Apogee Altitude (km),Period (sec),,,
03:00.0,6767.319035,394.486245,5540.334,7380,0.085416667,0.000233858
04:00.0,6767.853046,395.247924,5540.99,7440,0.086111111,0.000235759
05:00.0,6768.425014,396.18973,5541.692,7500,0.086805556,0.000237661
06:00.0,6769.02127,397.272969,5542.425,7560,0.0875,0.000239562
07:00.0,6769.627079,398.449203,5543.169,7620,0.088194444,0.000241463
08:00.0,6770.229763,399.673155,5543.909,7680,0.088888889,0.000243365
09:00.0,6770.819242,400.90806,5544.633,7740,0.089583333,0.000245266
10:00.0,6771.385936,402.122459,5545.329,7800,0.090277778,0.000247167
11:00.0,6771.919199,403.286087,5545.984,7860,0.090972222,0.000249068
12:00.0,6772.408434,404.370935,5546.585,7920,0.091666667,0.00025097
13:00.0,6772.845242,405.355009,5547.122,7980,0.092361111,0.000252871
14:00.0,6773.223482,406.222325,5547.587,8040,0.093055556,0.000254772
15:00.0,6773.536969,406.958044,5547.972,8100,0.09375,0.000256674
16:00.0,6773.777672,407.544395,5548.267,8160,0.094444444,0.000258575
17:00.0,6773.936652,407.962095,5548.463,8220,0.095138889,0.000260476
18:00.0,6774.00653,408.195075,5548.549,8280,0.095833333,0.000262377
19:00.0,6773.9828,408.233105,5548.519,8340,0.096527778,0.000264279
20:00.0,6773.863426,408.07099,5548.373,8400,0.097222222,0.00026618
21:00.0,6773.648607,407.708043,5548.109,8460,0.097916667,0.000268081
22:00.0,6773.341867,407.15026,5547.732,8520,0.098611111,0.000269983
23:00.0,6772.951025,406.412385,5547.252,8580,0.099305556,0.000271884
24:00.0,6772.486937,405.515574,5546.682,8640,0.1,0.000273785
25:00.0,6771.96018,404.480884,5546.035,8700,0.100694444,0.000275686
26:00.0,6771.379296,403.3258,5545.321,8760,0.101388889,0.000277588
27:00.0,6770.751909,402.066597,5544.55,8820,0.102083333,0.000279489
28:00.0,6770.0873,400.723878,5543.734,8880,0.102777778,0.00028139
29:00.0,6769.398724,399.32776,5542.888,8940,0.103472222,0.000283292
30:00.0,6768.702217,397.916071,5542.033,9000,0.104166667,0.000285193
31:00.0,6768.013003,396.527701,5541.186,9060,0.104861111,0.000287094
32:00.0,6767.342571,395.197497,5540.363,9120,0.105555556,0.000288995
33:00.0,6766.698959,393.958016,5539.573,9180,0.10625,0.000290897
34:00.0,6766.089918,392.846585,5538.825,9240,0.106944444,0.000292798
35:00.0,6765.525899,391.908595,5538.132,9300,0.107638889,0.000294699
36:00.0,6765.019824,391.187641,5537.511,9360,0.108333333,0.000296601
37:00.0,6764.583622,390.705568,5536.975,9420,0.109027778,0.000298502
38:00.0,6764.224809,390.451039,5536.535,9480,0.109722222,0.000300403
39:00.0,6763.946394,390.389203,5536.193,9540,0.110416667,0.000302304
40:00.0,6763.749917,390.48083,5535.952,9600,0.111111111,0.000304206
41:00.0,6763.63829,390.693567,5535.815,9660,0.111805556,0.000306107
42:00.0,6763.61559,391.002509,5535.787,9720,0.1125,0.000308008
43:00.0,6763.684435,391.386864,5535.871,9780,0.113194444,0.000309909
44:00.0,6763.843874,391.828086,5536.067,9840,0.113888889,0.000311811
45:00.0,6764.089574,392.310095,5536.369,9900,0.114583333,0.000313712
46:00.0,6764.415421,392.819773,5536.769,9960,0.115277778,0.000315613
47:00.0,6764.814648,393.346479,5537.259,10020,0.115972222,0.000317515
48:00.0,6765.27984,393.880897,5537.83,10080,0.116666667,0.000319416
49:00.0,6765.802517,394.414082,5538.472,10140,0.117361111,0.000321317
50:00.0,6766.372964,394.93704,5539.172,10200,0.118055556,0.000323218
51:00.0,6766.980329,395.440621,5539.918,10260,0.11875,0.00032512
52:00.0,6767.612885,395.915591,5540.695,10320,0.119444444,0.000327021
53:00.0,6768.258487,396.352879,5541.488,10380,0.120138889,0.000328922
54:00.0,6768.905032,396.743688,5542.282,10440,0.120833333,0.000330824
55:00.0,6769.54041,397.079131,5543.062,10500,0.121527778,0.000332725
56:00.0,6770.152008,397.349688,5543.813,10560,0.122222222,0.000334626
57:00.0,6770.726676,397.545428,5544.519,10620,0.122916667,0.000336527
58:00.0,6771.251849,397.657386,5545.164,10680,0.123611111,0.000338429
59:00.0,6771.717108,397.679057,5545.736,10740,0.124305556,0.00034033
00:00.0,6772.114686,397.606586,5546.224,10800,0.125,0.000342231
01:00.0,6772.438267,397.437379,5546.622,10860,0.125694444,0.000344133
02:00.0,6772.683157,397.170888,5546.923,10920,0.126388889,0.000346034
03:00.0,6772.845109,396.808932,5547.122,10980,0.127083333,0.000347935
04:00.0,6772.921397,396.36032,5547.215,11040,0.127777778,0.000349836
05:00.0,6772.910678,395.853386,5547.202,11100,0.128472222,0.000351738
06:00.0,6772.811839,395.39305,5547.081,11160,0.129166667,0.000353639
07:00.0,6772.623268,395.247464,5546.849,11220,0.129861111,0.00035554
08:00.0,6772.343892,395.386567,5546.506,11280,0.130555556,0.000357442
09:00.0,6771.975458,395.56225,5546.053,11340,0.13125,0.000359343
10:00.0,6771.524235,395.692123,5545.499,11400,0.131944444,0.000361244
11:00.0,6771.000939,395.757862,5544.856,11460,0.132638889,0.000363145
12:00.0,6770.419213,395.758067,5544.142,11520,0.133333333,0.000365047
13:00.0,6769.793736,395.696779,5543.373,11580,0.134027778,0.000366948
14:00.0,6769.138674,395.579624,5542.569,11640,0.134722222,0.000368849
15:00.0,6768.46679,395.412201,5541.744,11700,0.135416667,0.000370751
16:00.0,6767.789372,395.19955,5540.912,11760,0.136111111,0.000372652
17:00.0,6767.116906,394.946364,5540.086,11820,0.136805556,0.000374553
18:00.0,6766.459916,394.657563,5539.279,11880,0.1375,0.000376454
19:00.0,6765.829158,394.338683,5538.505,11940,0.138194444,0.000378356
20:00.0,6765.234893,393.995723,5537.775,12000,0.138888889,0.000380257
21:00.0,6764.685876,393.634575,5537.101,12060,0.139583333,0.000382158
22:00.0,6764.18897,393.260529,5536.491,12120,0.140277778,0.00038406
23:00.0,6763.749839,392.878302,5535.952,12180,0.140972222,0.000385961
24:00.0,6763.374263,392.492735,5535.491,12240,0.141666667,0.000387862
25:00.0,6763.06904,392.109852,5535.116,12300,0.142361111,0.000389763
26:00.0,6762.84163,391.737728,5534.837,12360,0.143055556,0.000391665
27:00.0,6762.69864,391.386718,5534.661,12420,0.14375,0.000393566
28:00.0,6762.644191,391.069209,5534.594,12480,0.144444444,0.000395467
29:00.0,6762.679271,390.79949,5534.637,12540,0.145138889,0.000397369
30:00.0,6762.802149,390.594291,5534.788,12600,0.145833333,0.00039927
31:00.0,6763.00903,390.473832,5535.042,12660,0.146527778,0.000401171
32:00.0,6763.294457,390.462585,5535.393,12720,0.147222222,0.000403072
33:00.0,6763.651805,390.588932,5535.831,12780,0.147916667,0.000404974
34:00.0,6764.074097,390.882815,5536.35,12840,0.148611111,0.000406875
35:00.0,6764.554294,391.369862,5536.939,12900,0.149305556,0.000408776
36:00.0,6765.084149,392.061368,5537.59,12960,0.15,0.000410678
37:00.0,6765.652453,392.944681,5538.288,13020,0.150694444,0.000412579
38:00.0,6766.245044,393.983034,5539.015,13080,0.151388889,0.00041448
39:00.0,6766.847474,395.127649,5539.755,13140,0.152083333,0.000416381
40:00.0,6767.448002,396.332717,5540.493,13200,0.152777778,0.000418283
41:00.0,6768.037637,397.561492,5541.217,13260,0.153472222,0.000420184
42:00.0,6768.607142,398.781863,5541.916,13320,0.154166667,0.000422085
43:00.0,6769.144538,399.960153,5542.576,13380,0.154861111,0.000423987
44:00.0,6769.63609,401.061425,5543.18,13440,0.155555556,0.000425888
45:00.0,6770.069646,402.055314,5543.712,13500,0.15625,0.000427789
46:00.0,6770.436714,402.920074,5544.163,13560,0.156944444,0.00042969
47:00.0,6770.731694,403.640987,5544.526,13620,0.157638889,0.000431592
48:00.0,6770.950106,404.206564,5544.794,13680,0.158333333,0.000433493
49:00.0,6771.088147,404.607246,5544.963,13740,0.159027778,0.000435394
50:00.0,6771.143381,404.836539,5545.031,13800,0.159722222,0.000437296
51:00.0,6771.114892,404.891242,5544.996,13860,0.160416667,0.000439197
52:00.0,6771.002475,404.769774,5544.858,13920,0.161111111,0.000441098
53:00.0,6770.806114,404.47105,5544.617,13980,0.161805556,0.000442999
54:00.0,6770.526583,403.995577,5544.274,14040,0.1625,0.000444901
55:00.0,6770.166394,403.347375,5543.831,14100,0.163194444,0.000446802
56:00.0,6769.730157,402.534747,5543.295,14160,0.163888889,0.000448703
57:00.0,6769.224432,401.570071,5542.674,14220,0.164583333,0.000450605
58:00.0,6768.657618,400.469726,5541.978,14280,0.165277778,0.000452506
59:00.0,6768.040947,399.256271,5541.221,14340,0.165972222,0.000454407
00:00.0,6767.38666,397.955118,5540.417,14400,0.166666667,0.000456308
01:00.0,6766.707268,396.593413,5539.583,14460,0.167361111,0.00045821
02:00.0,6766.014994,395.199428,5538.733,14520,0.168055556,0.000460111
03:00.0,6765.322087,393.803962,5537.882,14580,0.16875,0.000462012
04:00.0,6764.641133,392.442012,5537.046,14640,0.169444444,0.000463914
05:00.0,6763.984752,391.153309,5536.24,14700,0.170138889,0.000465815
06:00.0,6763.365113,389.982104,5535.479,14760,0.170833333,0.000467716
07:00.0,6762.793775,388.975614,5534.778,14820,0.171527778,0.000469617
08:00.0,6762.281337,388.17742,5534.149,14880,0.172222222,0.000471519
09:00.0,6761.836403,387.614317,5533.603,14940,0.172916667,0.00047342
10:00.0,6761.464858,387.285487,5533.147,15000,0.173611111,0.000475321
11:00.0,6761.170881,387.165905,5532.786,15060,0.174305556,0.000477223
12:00.0,6760.959121,387.22056,5532.526,15120,0.175,0.000479124
13:00.0,6760.835348,387.415372,5532.374,15180,0.175694444,0.000481025
14:00.0,6760.804174,387.719917,5532.336,15240,0.176388889,0.000482926
15:00.0,6760.866022,388.107119,5532.411,15300,0.177083333,0.000484828
16:00.0,6761.016784,388.554273,5532.597,15360,0.177777778,0.000486729
17:00.0,6761.250564,389.044629,5532.884,15420,0.178472222,0.00048863
18:00.0,6761.562302,389.566922,5533.266,15480,0.179166667,0.000490532
19:00.0,6761.947538,390.112451,5533.739,15540,0.179861111,0.000492433
20:00.0,6762.400242,390.672161,5534.295,15600,0.180555556,0.000494334
21:00.0,6762.911661,391.23598,5534.923,15660,0.18125,0.000496235
22:00.0,6763.471289,391.793942,5535.61,15720,0.181944444,0.000498137
23:00.0,6764.068325,392.337007,5536.343,15780,0.182638889,0.000500038
24:00.0,6764.691898,392.856544,5537.108,15840,0.183333333,0.000501939
25:00.0,6765.330426,393.343418,5537.892,15900,0.184027778,0.000503841
26:00.0,6765.971494,393.787963,5538.679,15960,0.184722222,0.000505742
27:00.0,6766.602634,394.180722,5539.454,16020,0.185416667,0.000507643
28:00.0,6767.21208,394.512936,5540.203,16080,0.186111111,0.000509544
29:00.0,6767.788807,394.776272,5540.911,16140,0.186805556,0.000511446
30:00.0,6768.322062,394.96224,5541.566,16200,0.1875,0.000513347
31:00.0,6768.80105,395.062003,5542.154,16260,0.188194444,0.000515248
32:00.0,6769.215178,395.066916,5542.663,16320,0.188888889,0.00051715
33:00.0,6769.554569,394.969378,5543.08,16380,0.189583333,0.000519051
34:00.0,6769.812108,394.76549,5543.396,16440,0.190277778,0.000520952
35:00.0,6769.983367,394.455596,5543.606,16500,0.190972222,0.000522853
36:00.0,6770.066111,394.044964,5543.708,16560,0.191666667,0.000524755
37:00.0,6770.059435,393.546918,5543.7,16620,0.192361111,0.000526656
38:00.0,6769.963588,392.996828,5543.582,16680,0.193055556,0.000528557
39:00.0,6769.780743,392.500747,5543.357,16740,0.19375,0.000530459
40:00.0,6769.515193,392.265035,5543.031,16800,0.194444444,0.00053236
41:00.0,6769.171868,392.284076,5542.61,16860,0.195138889,0.000534261
42:00.0,6768.754568,392.37059,5542.097,16920,0.195833333,0.000536162
43:00.0,6768.26652,392.436192,5541.498,16980,0.196527778,0.000538064
44:00.0,6767.713381,392.452586,5540.818,17040,0.197222222,0.000539965
45:00.0,6767.105485,392.412475,5540.072,17100,0.197916667,0.000541866
46:00.0,6766.456534,392.317352,5539.275,17160,0.198611111,0.000543768
47:00.0,6765.780065,392.171591,5538.444,17220,0.199305556,0.000545669
48:00.0,6765.087617,391.979291,5537.594,17280,0.2,0.00054757
49:00.0,6764.390283,391.744046,5536.738,17340,0.200694444,0.000549471
50:00.0,6763.701111,391.47039,5535.892,17400,0.201388889,0.000551373
51:00.0,6763.035097,391.164619,5535.074,17460,0.202083333,0.000553274
52:00.0,6762.40678,390.834021,5534.303,17520,0.202777778,0.000555175
53:00.0,6761.828159,390.485555,5533.593,17580,0.203472222,0.000557077
54:00.0,6761.308697,390.125345,5532.955,17640,0.204166667,0.000558978
55:00.0,6760.856447,389.759184,5532.4,17700,0.204861111,0.000560879
56:00.0,6760.478506,389.393222,5531.936,17760,0.205555556,0.00056278
57:00.0,6760.18039,389.034173,5531.57,17820,0.20625,0.000564682
58:00.0,6759.965199,388.689106,5531.306,17880,0.206944444,0.000566583
59:00.0,6759.833395,388.365183,5531.144,17940,0.207638889,0.000568484
00:00.0,6759.783572,388.069764,5531.083,18000,0.208333333,0.000570386
01:00.0,6759.814119,387.811424,5531.12,18060,0.209027778,0.000572287
02:00.0,6759.924819,387.602183,5531.256,18120,0.209722222,0.000574188
03:00.0,6760.116676,387.46024,5531.492,18180,0.210416667,0.000576089
04:00.0,6760.389415,387.411354,5531.826,18240,0.211111111,0.000577991
05:00.0,6760.738644,387.487266,5532.255,18300,0.211805556,0.000579892
06:00.0,6761.155622,387.721057,5532.767,18360,0.2125,0.000581793
07:00.0,6761.629916,388.140631,5533.349,18420,0.213194444,0.000583695
08:00.0,6762.151929,388.761456,5533.99,18480,0.213888889,0.000585596
09:00.0,6762.712711,389.579932,5534.678,18540,0.214583333,0.000587497
10:00.0,6763.302088,390.570834,5535.402,18600,0.215277778,0.000589398
11:00.0,6763.908057,391.692588,5536.146,18660,0.215972222,0.0005913
12:00.0,6764.51812,392.89813,5536.895,18720,0.216666667,0.000593201
13:00.0,6765.120418,394.1434,5537.634,18780,0.217361111,0.000595102
14:00.0,6765.703234,395.38896,5538.35,18840,0.218055556,0.000597004
15:00.0,6766.254201,396.598258,5539.027,18900,0.21875,0.000598905
16:00.0,6766.760872,397.737692,5539.649,18960,0.219444444,0.000600806
17:00.0,6767.211927,398.778159,5540.203,19020,0.220138889,0.000602707
18:00.0,6767.597328,399.694819,5540.676,19080,0.220833333,0.000604609
19:00.0,6767.907937,400.465775,5541.057,19140,0.221527778,0.00060651
20:00.0,6768.136558,401.073609,5541.338,19200,0.222222222,0.000608411
21:00.0,6768.280013,401.509342,5541.514,19260,0.222916667,0.000610313
22:00.0,6768.339152,401.772619,5541.587,19320,0.223611111,0.000612214
23:00.0,6768.315531,401.865167,5541.558,19380,0.224305556,0.000614115
24:00.0,6768.208177,401.784013,5541.426,19440,0.225,0.000616016
25:00.0,6768.014558,401.522908,5541.188,19500,0.225694444,0.000617918
26:00.0,6767.73478,401.080502,5540.845,19560,0.226388889,0.000619819
27:00.0,6767.373822,400.465103,5540.401,19620,0.227083333,0.00062172
28:00.0,6766.939328,399.690596,5539.868,19680,0.227777778,0.000623622
29:00.0,6766.438321,398.769903,5539.253,19740,0.228472222,0.000625523
30:00.0,6765.876769,397.713955,5538.563,19800,0.229166667,0.000627424
31:00.0,6765.263428,396.539374,5537.81,19860,0.229861111,0.000629325
32:00.0,6764.609966,395.269131,5537.008,19920,0.230555556,0.000631227
33:00.0,6763.929401,393.929849,5536.172,19980,0.23125,0.000633128
34:00.0,6763.233947,392.547844,5535.318,20040,0.231944444,0.000635029
35:00.0,6762.535042,391.149669,5534.46,20100,0.232638889,0.000636931
36:00.0,6761.844598,389.765498,5533.613,20160,0.233333333,0.000638832
37:00.0,6761.175154,388.430675,5532.791,20220,0.234027778,0.000640733
38:00.0,6760.538924,387.185224,5532.01,20280,0.234722222,0.000642634
39:00.0,6759.947434,386.074064,5531.284,20340,0.235416667,0.000644536
40:00.0,6759.411897,385.146001,5530.627,20400,0.236111111,0.000646437
41:00.0,6758.942808,384.444793,5530.051,20460,0.236805556,0.000648338
42:00.0,6758.548648,383.992499,5529.567,20520,0.2375,0.00065024
43:00.0,6758.235481,383.779575,5529.183,20580,0.238194444,0.000652141
44:00.0,6758.008159,383.773015,5528.904,20640,0.238888889,0.000654042
45:00.0,6757.871073,383.932507,5528.736,20700,0.239583333,0.000655943
46:00.0,6757.826832,384.220391,5528.681,20760,0.240277778,0.000657845
47:00.0,6757.874653,384.60508,5528.74,20820,0.240972222,0.000659746
48:00.0,6758.0113,385.062726,5528.908,20880,0.241666667,0.000661647
49:00.0,6758.233853,385.57743,5529.181,20940,0.242361111,0.000663549
50:00.0,6758.54045,386.138248,5529.557,21000,0.243055556,0.00066545
51:00.0,6758.927487,386.734397,5530.032,21060,0.24375,0.000667351
52:00.0,6759.386662,387.352769,5530.596,21120,0.244444444,0.000669252
53:00.0,6759.905666,387.979503,5531.233,21180,0.245138889,0.000671154
54:00.0,6760.471566,388.602795,5531.927,21240,0.245833333,0.000673055
55:00.0,6761.072793,389.213219,5532.665,21300,0.246527778,0.000674956
56:00.0,6761.698218,389.801683,5533.433,21360,0.247222222,0.000676858
57:00.0,6762.33593,390.358217,5534.216,21420,0.247916667,0.000678759
58:00.0,6762.97397,390.873044,5534.999,21480,0.248611111,0.00068066
59:00.0,6763.601661,391.337684,5535.77,21540,0.249305556,0.000682561
00:00.0,6764.209163,391.743954,5536.516,21600,0.25,0.000684463
01:00.0,6764.785866,392.082254,5537.224,21660,0.250694444,0.000686364
02:00.0,6765.320209,392.341939,5537.88,21720,0.251388889,0.000688265
03:00.0,6765.801373,392.513529,5538.47,21780,0.252083333,0.000690167
04:00.0,6766.220439,392.589713,5538.985,21840,0.252777778,0.000692068
05:00.0,6766.569354,392.56368,5539.414,21900,0.253472222,0.000693969
06:00.0,6766.840196,392.428417,5539.746,21960,0.254166667,0.00069587
07:00.0,6767.025807,392.178384,5539.974,22020,0.254861111,0.000697772
08:00.0,6767.120932,391.811734,5540.091,22080,0.255555556,0.000699673
09:00.0,6767.123011,391.332376,5540.093,22140,0.25625,0.000701574
10:00.0,6767.03145,390.751988,5539.981,22200,0.256944444,0.000703476
11:00.0,6766.84736,390.099425,5539.755,22260,0.257638889,0.000705377
12:00.0,6766.574376,389.453483,5539.42,22320,0.258333333,0.000707278
13:00.0,6766.218936,388.994766,5538.983,22380,0.259027778,0.000709179
14:00.0,6765.789019,388.827383,5538.455,22440,0.259722222,0.000711081
