Time (UTCG),Semi-major Axis (km),Apogee Altitude (km),Period (sec),,,
51:00.0,6672.837546,306.171653,5424.714,3060,0.035416667,9.69655E-05
52:00.0,6672.209731,304.958001,5423.948,3120,0.036111111,9.88668E-05
53:00.0,6671.528804,303.623009,5423.118,3180,0.036805556,0.000100768
54:00.0,6670.807073,302.192104,5422.238,3240,0.0375,0.000102669
55:00.0,6670.055887,300.689867,5421.322,3300,0.038194444,0.000104571
56:00.0,6669.287256,299.143806,5420.385,3360,0.038888889,0.000106472
57:00.0,6668.515715,297.588949,5419.444,3420,0.039583333,0.000108373
58:00.0,6667.757671,296.067518,5418.52,3480,0.040277778,0.000110275
59:00.0,6667.028125,294.623329,5417.631,3540,0.040972222,0.000112176
00:00.0,6666.337943,293.297344,5416.79,3600,0.041666667,0.000114077
01:00.0,6665.694643,292.129898,5416.006,3660,0.042361111,0.000115978
02:00.0,6665.105928,291.165196,5415.288,3720,0.043055556,0.00011788
03:00.0,6664.582196,290.445428,5414.65,3780,0.04375,0.000119781
04:00.0,6664.135494,289.991023,5414.105,3840,0.044444444,0.000121682
05:00.0,6663.776173,289.786061,5413.668,3900,0.045138889,0.000123584
06:00.0,6663.510483,289.787258,5413.344,3960,0.045833333,0.000125485
07:00.0,6663.340779,289.945516,5413.137,4020,0.046527778,0.000127386
08:00.0,6663.267372,290.220031,5413.048,4080,0.047222222,0.000129287
09:00.0,6663.290029,290.581085,5413.075,4140,0.047916667,0.000131189
10:00.0,6663.408006,291.007162,5413.219,4200,0.048611111,0.00013309
11:00.0,6663.618904,291.481225,5413.476,4260,0.049305556,0.000134991
12:00.0,6663.917548,291.988382,5413.84,4320,0.05,0.000136893
13:00.0,6664.296085,292.515302,5414.301,4380,0.050694444,0.000138794
14:00.0,6664.745237,293.050489,5414.848,4440,0.051388889,0.000140695
15:00.0,6665.255372,293.584063,5415.47,4500,0.052083333,0.000142596
16:00.0,6665.816249,294.106602,5416.154,4560,0.052777778,0.000144498
17:00.0,6666.416138,294.608084,5416.885,4620,0.053472222,0.000146399
18:00.0,6667.041894,295.077992,5417.648,4680,0.054166667,0.0001483
19:00.0,6667.680041,295.506013,5418.426,4740,0.054861111,0.000150202
20:00.0,6668.317211,295.881938,5419.202,4800,0.055555556,0.000152103
21:00.0,6668.939326,296.194852,5419.961,4860,0.05625,0.000154004
22:00.0,6669.531529,296.433646,5420.683,4920,0.056944444,0.000155905
23:00.0,6670.080455,296.589578,5421.352,4980,0.057638889,0.000157807
24:00.0,6670.576783,296.658145,5421.957,5040,0.058333333,0.000159708
25:00.0,6671.01428,296.636915,5422.49,5100,0.059027778,0.000161609
26:00.0,6671.385387,296.520683,5422.943,5160,0.059722222,0.000163511
27:00.0,6671.678224,296.299586,5423.3,5220,0.060416667,0.000165412
28:00.0,6671.879452,295.964483,5423.545,5280,0.061111111,0.000167313
29:00.0,6671.979608,295.516332,5423.667,5340,0.061805556,0.000169214
30:00.0,6671.975651,294.980368,5423.663,5400,0.0625,0.000171116
31:00.0,6671.868925,294.461975,5423.532,5460,0.063194444,0.000173017
32:00.0,6671.662464,294.273363,5423.281,5520,0.063888889,0.000174918
33:00.0,6671.361447,294.419708,5422.914,5580,0.064583333,0.00017682
34:00.0,6670.975017,294.614682,5422.442,5640,0.065277778,0.000178721
35:00.0,6670.515264,294.771036,5421.882,5700,0.065972222,0.000180622
36:00.0,6669.993278,294.871314,5421.246,5760,0.066666667,0.000182523
37:00.0,6669.416612,294.911064,5420.542,5820,0.067361111,0.000184425
38:00.0,6668.790996,294.888195,5419.78,5880,0.068055556,0.000186326
39:00.0,6668.123837,294.802641,5418.966,5940,0.06875,0.000188227
40:00.0,6667.425338,294.657047,5418.115,6000,0.069444444,0.000190129
41:00.0,6666.706656,294.455717,5417.239,6060,0.070138889,0.00019203
42:00.0,6665.978185,294.203005,5416.351,6120,0.070833333,0.000193931
43:00.0,6665.250111,293.903026,5415.464,6180,0.071527778,0.000195832
44:00.0,6664.533974,293.56066,5414.591,6240,0.072222222,0.000197734
45:00.0,6663.842913,293.18233,5413.749,6300,0.072916667,0.000199635
46:00.0,6663.19029,292.775674,5412.954,6360,0.073611111,0.000201536
47:00.0,6662.588284,292.348712,5412.22,6420,0.074305556,0.000203438
48:00.0,6662.047619,291.909473,5411.561,6480,0.075,0.000205339
49:00.0,6661.577938,291.466243,5410.989,6540,0.075694444,0.00020724
50:00.0,6661.187711,291.027913,5410.514,6600,0.076388889,0.000209141
51:00.0,6660.883434,290.60393,5410.143,6660,0.077083333,0.000211043
52:00.0,6660.668917,290.204033,5409.881,6720,0.077777778,0.000212944
53:00.0,6660.545576,289.838411,5409.731,6780,0.078472222,0.000214845
54:00.0,6660.513568,289.518809,5409.692,6840,0.079166667,0.000216747
55:00.0,6660.572441,289.260194,5409.764,6900,0.079861111,0.000218648
56:00.0,6660.720226,289.081728,5409.944,6960,0.080555556,0.000220549
57:00.0,6660.951926,289.006102,5410.226,7020,0.08125,0.00022245
58:00.0,6661.25966,289.057895,5410.601,7080,0.081944444,0.000224352
59:00.0,6661.635034,289.262431,5411.059,7140,0.082638889,0.000226253
00:00.0,6662.071084,289.644233,5411.59,7200,0.083333333,0.000228154
01:00.0,6662.560913,290.220859,5412.187,7260,0.084027778,0.000230056
02:00.0,6663.094133,290.991369,5412.836,7320,0.084722222,0.000231957
03:00.0,6663.655621,291.929031,5413.521,7380,0.085416667,0.000233858
04:00.0,6664.228783,292.988673,5414.219,7440,0.086111111,0.000235759
05:00.0,6664.799897,294.123001,5414.915,7500,0.086805556,0.000237661
06:00.0,6665.35861,295.291843,5415.596,7560,0.0875,0.000239562
07:00.0,6665.894707,296.459356,5416.249,7620,0.088194444,0.000241463
08:00.0,6666.39607,297.589472,5416.86,7680,0.088888889,0.000243365
09:00.0,6666.85071,298.648599,5417.415,7740,0.089583333,0.000245266
10:00.0,6667.249811,299.611353,5417.901,7800,0.090277778,0.000247167
11:00.0,6667.587213,300.45982,5418.312,7860,0.090972222,0.000249068
12:00.0,6667.85583,301.176182,5418.64,7920,0.091666667,0.00025097
13:00.0,6668.045744,301.73802,5418.871,7980,0.092361111,0.000252871
14:00.0,6668.146407,302.121851,5418.994,8040,0.093055556,0.000254772
15:00.0,6668.149986,302.309564,5418.998,8100,0.09375,0.000256674
16:00.0,6668.052128,302.29009,5418.879,8160,0.094444444,0.000258575
17:00.0,6667.850786,302.057058,5418.634,8220,0.095138889,0.000260476
18:00.0,6667.546474,301.60909,5418.263,8280,0.095833333,0.000262377
19:00.0,6667.144493,300.954222,5417.773,8340,0.096527778,0.000264279
20:00.0,6666.655747,300.111866,5417.177,8400,0.097222222,0.00026618
21:00.0,6666.093567,299.106909,5416.492,8460,0.097916667,0.000268081
22:00.0,6665.469265,297.960862,5415.731,8520,0.098611111,0.000269983
23:00.0,6664.79076,296.688713,5414.904,8580,0.099305556,0.000271884
24:00.0,6664.065733,295.304981,5414.02,8640,0.1,0.000273785
25:00.0,6663.306222,293.833215,5413.095,8700,0.100694444,0.000275686
26:00.0,6662.529512,292.308615,5412.148,8760,0.101388889,0.000277588
27:00.0,6661.754249,290.771099,5411.204,8820,0.102083333,0.000279489
28:00.0,6660.995227,289.255413,5410.279,8880,0.102777778,0.00028139
29:00.0,6660.261647,287.788238,5409.385,8940,0.103472222,0.000283292
30:00.0,6659.560434,286.396442,5408.531,9000,0.104166667,0.000285193
31:00.0,6658.901355,285.119907,5407.728,9060,0.104861111,0.000287094
32:00.0,6658.298656,284.015861,5406.994,9120,0.105555556,0.000288995
33:00.0,6657.767249,283.145343,5406.347,9180,0.10625,0.000290897
34:00.0,6657.317148,282.546289,5405.798,9240,0.106944444,0.000292798
35:00.0,6656.951845,282.214903,5405.354,9300,0.107638889,0.000294699
36:00.0,6656.672051,282.11452,5405.013,9360,0.108333333,0.000296601
37:00.0,6656.480433,282.199647,5404.779,9420,0.109027778,0.000298502
38:00.0,6656.382275,282.430207,5404.66,9480,0.109722222,0.000300403
39:00.0,6656.381945,282.77292,5404.659,9540,0.110416667,0.000302304
40:00.0,6656.479457,283.199652,5404.778,9600,0.111111111,0.000304206
41:00.0,6656.670375,283.68745,5405.011,9660,0.111805556,0.000306107
42:00.0,6656.948062,284.218874,5405.349,9720,0.1125,0.000308008
43:00.0,6657.305357,284.780875,5405.784,9780,0.113194444,0.000309909
44:00.0,6657.734547,285.362667,5406.307,9840,0.113888889,0.000311811
45:00.0,6658.226687,285.954024,5406.906,9900,0.114583333,0.000313712
46:00.0,6658.771297,286.544501,5407.57,9960,0.115277778,0.000315613
47:00.0,6659.356448,287.123188,5408.283,10020,0.115972222,0.000317515
48:00.0,6659.969111,287.678827,5409.029,10080,0.116666667,0.000319416
49:00.0,6660.595862,288.200264,5409.792,10140,0.117361111,0.000321317
50:00.0,6661.223517,288.67665,5410.557,10200,0.118055556,0.000323218
51:00.0,6661.838862,289.096697,5411.307,10260,0.11875,0.00032512
52:00.0,6662.427753,289.447678,5412.024,10320,0.119444444,0.000327021
53:00.0,6662.975205,289.715979,5412.692,10380,0.120138889,0.000328922
54:00.0,6663.467307,289.889655,5413.291,10440,0.120833333,0.000330824
55:00.0,6663.89334,289.960753,5413.81,10500,0.121527778,0.000332725
56:00.0,6664.245869,289.925006,5414.24,10560,0.122222222,0.000334626
57:00.0,6664.518924,289.779696,5414.573,10620,0.122916667,0.000336527
58:00.0,6664.706997,289.523385,5414.802,10680,0.123611111,0.000338429
59:00.0,6664.805874,289.158834,5414.922,10740,0.124305556,0.00034033
00:00.0,6664.813407,288.697178,5414.932,10800,0.125,0.000342231
01:00.0,6664.728738,288.165057,5414.828,10860,0.125694444,0.000344133
02:00.0,6664.550273,287.625149,5414.611,10920,0.126388889,0.000346034
03:00.0,6664.275322,287.210662,5414.276,10980,0.127083333,0.000347935
04:00.0,6663.902633,287.03021,5413.822,11040,0.127777778,0.000349836
05:00.0,6663.435783,286.996045,5413.253,11100,0.128472222,0.000351738
06:00.0,6662.884534,286.989496,5412.581,11160,0.129166667,0.000353639
07:00.0,6662.263375,286.958606,5411.824,11220,0.129861111,0.00035554
08:00.0,6661.588695,286.886941,5411.002,11280,0.130555556,0.000357442
09:00.0,6660.876336,286.770996,5410.134,11340,0.13125,0.000359343
10:00.0,6660.140258,286.611544,5409.237,11400,0.131944444,0.000361244
11:00.0,6659.39242,286.410583,5408.326,11460,0.132638889,0.000363145
12:00.0,6658.643681,286.170647,5407.414,11520,0.133333333,0.000365047
13:00.0,6657.905021,285.895084,5406.515,11580,0.134027778,0.000366948
14:00.0,6657.188039,285.588377,5405.641,11640,0.134722222,0.000368849
15:00.0,6656.504183,285.255898,5404.808,11700,0.135416667,0.000370751
16:00.0,6655.863375,284.903151,5404.028,11760,0.136111111,0.000372652
17:00.0,6655.273272,284.535016,5403.309,11820,0.136805556,0.000374553
18:00.0,6654.739973,284.155591,5402.66,11880,0.1375,0.000376454
19:00.0,6654.269733,283.768846,5402.087,11940,0.138194444,0.000378356
20:00.0,6653.870337,283.379809,5401.601,12000,0.138888889,0.000380257
21:00.0,6653.550813,282.99557,5401.212,12060,0.139583333,0.000382158
22:00.0,6653.319449,282.625488,5400.93,12120,0.140277778,0.00038406
23:00.0,6653.181558,282.280641,5400.762,12180,0.140972222,0.000385961
24:00.0,6653.138612,281.973312,5400.71,12240,0.141666667,0.000387862
25:00.0,6653.188861,281.717205,5400.771,12300,0.142361111,0.000389763
26:00.0,6653.328215,281.528302,5400.941,12360,0.143055556,0.000391665
27:00.0,6653.550731,281.425733,5401.212,12420,0.14375,0.000393566
28:00.0,6653.849336,281.432453,5401.575,12480,0.144444444,0.000395467
29:00.0,6654.216996,281.575656,5402.023,12540,0.145138889,0.000397369
30:00.0,6654.646882,281.884918,5402.546,12600,0.145833333,0.00039927
31:00.0,6655.130297,282.384086,5403.135,12660,0.146527778,0.000401171
32:00.0,6655.65425,283.077532,5403.773,12720,0.147222222,0.000403072
33:00.0,6656.202289,283.942258,5404.441,12780,0.147916667,0.000404974
34:00.0,6656.758949,284.936672,5405.119,12840,0.148611111,0.000406875
35:00.0,6657.31323,286.017788,5405.794,12900,0.149305556,0.000408776
36:00.0,6657.856869,287.148572,5406.456,12960,0.15,0.000410678
37:00.0,6658.379298,288.292137,5407.092,13020,0.150694444,0.000412579
38:00.0,6658.865443,289.406172,5407.684,13080,0.151388889,0.00041448
39:00.0,6659.299026,290.447536,5408.213,13140,0.152083333,0.000416381
40:00.0,6659.667414,291.381543,5408.661,13200,0.152777778,0.000418283
41:00.0,6659.962819,292.185018,5409.021,13260,0.153472222,0.000420184
42:00.0,6660.179895,292.84174,5409.286,13320,0.154166667,0.000422085
43:00.0,6660.313798,293.337996,5409.449,13380,0.154861111,0.000423987
44:00.0,6660.360715,293.662901,5409.506,13440,0.155555556,0.000425888
45:00.0,6660.318791,293.809966,5409.455,13500,0.15625,0.000427789
46:00.0,6660.1874,293.775611,5409.295,13560,0.156944444,0.00042969
47:00.0,6659.965862,293.556446,5409.025,13620,0.157638889,0.000431592
48:00.0,6659.653714,293.149484,5408.645,13680,0.158333333,0.000433493
49:00.0,6659.252264,292.555062,5408.156,13740,0.159027778,0.000435394
50:00.0,6658.765553,291.778797,5407.563,13800,0.159722222,0.000437296
51:00.0,6658.200139,290.831244,5406.874,13860,0.160416667,0.000439197
52:00.0,6657.565062,289.727842,5406.1,13920,0.161111111,0.000441098
53:00.0,6656.87201,288.489355,5405.256,13980,0.161805556,0.000442999
54:00.0,6656.134491,287.140505,5404.358,14040,0.1625,0.000444901
55:00.0,6655.366457,285.707443,5403.423,14100,0.163194444,0.000446802
56:00.0,6654.581325,284.215915,5402.467,14160,0.163888889,0.000448703
57:00.0,6653.79232,282.692152,5401.506,14220,0.164583333,0.000450605
58:00.0,6653.01311,281.164707,5400.557,14280,0.165277778,0.000452506
59:00.0,6652.257615,279.665002,5399.637,14340,0.165972222,0.000454407
00:00.0,6651.539417,278.227523,5398.763,14400,0.166666667,0.000456308
01:00.0,6650.871536,276.891323,5397.95,14460,0.167361111,0.00045821
02:00.0,6650.265875,275.701378,5397.212,14520,0.168055556,0.000460111
03:00.0,6649.731703,274.706688,5396.562,14580,0.16875,0.000462012
04:00.0,6649.274754,273.953712,5396.006,14640,0.169444444,0.000463914
05:00.0,6648.899042,273.473593,5395.548,14700,0.170138889,0.000465815
06:00.0,6648.610121,273.26583,5395.197,14760,0.170833333,0.000467716
07:00.0,6648.415543,273.294983,5394.96,14820,0.171527778,0.000469617
08:00.0,6648.32096,273.507654,5394.845,14880,0.172222222,0.000471519
09:00.0,6648.326034,273.852097,5394.851,14940,0.172916667,0.00047342
10:00.0,6648.425079,274.288685,5394.971,15000,0.173611111,0.000475321
11:00.0,6648.611637,274.792346,5395.199,15060,0.174305556,0.000477223
12:00.0,6648.881398,275.348841,5395.527,15120,0.175,0.000479124
13:00.0,6649.230465,275.947818,5395.952,15180,0.175694444,0.000481025
14:00.0,6649.651954,276.577785,5396.465,15240,0.176388889,0.000482926
15:00.0,6650.135334,277.225794,5397.053,15300,0.177083333,0.000484828
16:00.0,6650.668574,277.879551,5397.702,15360,0.177777778,0.000486729
17:00.0,6651.239814,278.528073,5398.398,15420,0.178472222,0.00048863
18:00.0,6651.836922,279.160195,5399.125,15480,0.179166667,0.000490532
19:00.0,6652.446592,279.763339,5399.867,15540,0.179861111,0.000492433
20:00.0,6653.05478,280.324124,5400.608,15600,0.180555556,0.000494334
21:00.0,6653.647961,280.829714,5401.33,15660,0.18125,0.000496235
22:00.0,6654.213662,281.268089,5402.019,15720,0.181944444,0.000498137
23:00.0,6654.739967,281.627236,5402.66,15780,0.182638889,0.000500038
24:00.0,6655.214853,281.894439,5403.238,15840,0.183333333,0.000501939
25:00.0,6655.626161,282.056575,5403.739,15900,0.184027778,0.000503841
26:00.0,6655.962429,282.101612,5404.148,15960,0.184722222,0.000505742
27:00.0,6656.214278,282.020853,5404.455,16020,0.185416667,0.000507643
28:00.0,6656.375594,281.810848,5404.652,16080,0.186111111,0.000509544
29:00.0,6656.443443,281.473785,5404.734,16140,0.186805556,0.000511446
30:00.0,6656.416413,281.016248,5404.701,16200,0.1875,0.000513347
31:00.0,6656.294114,280.451533,5404.552,16260,0.188194444,0.000515248
32:00.0,6656.07818,279.808169,5404.289,16320,0.188888889,0.00051715
33:00.0,6655.772972,279.14624,5403.918,16380,0.189583333,0.000519051
34:00.0,6655.383845,278.573371,5403.444,16440,0.190277778,0.000520952
35:00.0,6654.914477,278.194309,5402.872,16500,0.190972222,0.000522853
36:00.0,6654.367241,277.987159,5402.206,16560,0.191666667,0.000524755
37:00.0,6653.747295,277.853888,5401.451,16620,0.192361111,0.000526656
38:00.0,6653.065805,277.729443,5400.621,16680,0.193055556,0.000528557
39:00.0,6652.338018,277.586579,5399.735,16740,0.19375,0.000530459
40:00.0,6651.578268,277.415257,5398.81,16800,0.194444444,0.00053236
41:00.0,6650.797926,277.211185,5397.86,16860,0.195138889,0.000534261
42:00.0,6650.008293,276.972765,5396.899,16920,0.195833333,0.000536162
43:00.0,6649.224016,276.701637,5395.944,16980,0.196527778,0.000538064
44:00.0,6648.462332,276.402614,5395.017,17040,0.197222222,0.000539965
45:00.0,6647.73921,276.081859,5394.137,17100,0.197916667,0.000541866
46:00.0,6647.066961,275.744979,5393.318,17160,0.198611111,0.000543768
47:00.0,6646.45519,275.396639,5392.574,17220,0.199305556,0.000545669
48:00.0,6645.912687,275.041426,5391.914,17280,0.2,0.00054757
49:00.0,6645.447621,274.684609,5391.348,17340,0.200694444,0.000549471
50:00.0,6645.066162,274.33209,5390.883,17400,0.201388889,0.000551373
51:00.0,6644.771244,273.989871,5390.525,17460,0.202083333,0.000553274
52:00.0,6644.56258,273.663552,5390.271,17520,0.202777778,0.000555175
53:00.0,6644.438237,273.358413,5390.119,17580,0.203472222,0.000557077
54:00.0,6644.397203,273.080684,5390.069,17640,0.204166667,0.000558978
55:00.0,6644.440995,272.839981,5390.123,17700,0.204861111,0.000560879
56:00.0,6644.57201,272.651543,5390.282,17760,0.205555556,0.00056278
57:00.0,6644.789283,272.536337,5390.547,17820,0.20625,0.000564682
58:00.0,6645.085838,272.518978,5390.907,17880,0.206944444,0.000566583
59:00.0,6645.45063,272.625555,5391.351,17940,0.207638889,0.000568484
00:00.0,6645.872728,272.882557,5391.865,18000,0.208333333,0.000570386
01:00.0,6646.342832,273.313872,5392.437,18060,0.209027778,0.000572287
02:00.0,6646.851204,273.932113,5393.056,18120,0.209722222,0.000574188
03:00.0,6647.385867,274.728808,5393.707,18180,0.210416667,0.000576089
04:00.0,6647.933664,275.674166,5394.373,18240,0.211111111,0.000577991
05:00.0,6648.481963,276.726659,5395.041,18300,0.211805556,0.000579892
06:00.0,6649.018168,277.841235,5395.693,18360,0.2125,0.000581793
07:00.0,6649.528276,278.971751,5396.314,18420,0.213194444,0.000583695
08:00.0,6649.997457,280.07327,5396.885,18480,0.213888889,0.000585596
09:00.0,6650.412119,281.106138,5397.39,18540,0.214583333,0.000587497
10:00.0,6650.760454,282.03707,5397.814,18600,0.215277778,0.000589398
11:00.0,6651.031509,282.836784,5398.144,18660,0.215972222,0.0005913
12:00.0,6651.216059,283.480664,5398.369,18720,0.216666667,0.000593201
13:00.0,6651.309622,283.954186,5398.483,18780,0.217361111,0.000595102
14:00.0,6651.313007,284.254506,5398.487,18840,0.218055556,0.000597004
15:00.0,6651.227888,284.38221,5398.383,18900,0.21875,0.000598905
16:00.0,6651.052232,284.331575,5398.17,18960,0.219444444,0.000600806
17:00.0,6650.781886,284.092213,5397.84,19020,0.220138889,0.000602707
18:00.0,6650.416605,283.660365,5397.396,19080,0.220833333,0.000604609
19:00.0,6649.962643,283.044815,5396.843,19140,0.221527778,0.00060651
20:00.0,6649.428881,282.26018,5396.193,19200,0.222222222,0.000608411
21:00.0,6648.822354,281.317889,5395.455,19260,0.222916667,0.000610313
22:00.0,6648.14954,280.227768,5394.636,19320,0.223611111,0.000612214
23:00.0,6647.420399,279.005757,5393.749,19380,0.224305556,0.000614115
24:00.0,6646.648933,277.675823,5392.81,19440,0.225,0.000616016
25:00.0,6645.849832,276.26403,5391.837,19500,0.225694444,0.000617918
26:00.0,6645.036018,274.793568,5390.847,19560,0.226388889,0.000619819
27:00.0,6644.219841,273.286703,5389.854,19620,0.227083333,0.00062172
28:00.0,6643.414808,271.768441,5388.874,19680,0.227777778,0.000623622
29:00.0,6642.634948,270.266036,5387.925,19740,0.228472222,0.000625523
30:00.0,6641.893446,268.80706,5387.023,19800,0.229166667,0.000627424
31:00.0,6641.20287,267.420962,5386.183,19860,0.229861111,0.000629325
32:00.0,6640.575671,266.142202,5385.42,19920,0.230555556,0.000631227
33:00.0,6640.022807,265.010678,5384.747,19980,0.23125,0.000633128
34:00.0,6639.552085,264.071413,5384.175,20040,0.231944444,0.000635029
35:00.0,6639.169095,263.375283,5383.709,20100,0.232638889,0.000636931
36:00.0,6638.879351,262.967121,5383.357,20160,0.233333333,0.000638832
37:00.0,6638.68771,262.852145,5383.123,20220,0.234027778,0.000640733
38:00.0,6638.595374,262.982943,5383.011,20280,0.234722222,0.000642634
39:00.0,6638.599485,263.294046,5383.016,20340,0.235416667,0.000644536
40:00.0,6638.696921,263.735862,5383.135,20400,0.236111111,0.000646437
41:00.0,6638.887,264.279448,5383.366,20460,0.236805556,0.000648338
42:00.0,6639.168403,264.905184,5383.708,20520,0.2375,0.00065024
43:00.0,6639.533859,265.59268,5384.153,20580,0.238194444,0.000652141
44:00.0,6639.969725,266.32,5384.683,20640,0.238888889,0.000654042
45:00.0,6640.460955,267.068588,5385.28,20700,0.239583333,0.000655943
46:00.0,6640.99487,267.825019,5385.93,20760,0.240277778,0.000657845
47:00.0,6641.559913,268.577047,5386.617,20820,0.240972222,0.000659746
48:00.0,6642.143112,269.310069,5387.327,20880,0.241666667,0.000661647
49:00.0,6642.730772,270.008656,5388.042,20940,0.242361111,0.000663549
50:00.0,6643.310782,270.659491,5388.748,21000,0.243055556,0.00066545
51:00.0,6643.872308,271.250237,5389.431,21060,0.24375,0.000667351
52:00.0,6644.403372,271.766134,5390.077,21120,0.244444444,0.000669252
53:00.0,6644.890482,272.190296,5390.67,21180,0.245138889,0.000671154
54:00.0,6645.32118,272.507859,5391.194,21240,0.245833333,0.000673055
55:00.0,6645.685691,272.707996,5391.637,21300,0.246527778,0.000674956
56:00.0,6645.975563,272.781393,5391.99,21360,0.247222222,0.000676858
57:00.0,6646.181984,272.717941,5392.241,21420,0.247916667,0.000678759
58:00.0,6646.29681,272.509031,5392.381,21480,0.248611111,0.00068066
59:00.0,6646.314681,272.15132,5392.403,21540,0.249305556,0.000682561
00:00.0,6646.232929,271.646795,5392.303,21600,0.25,0.000684463
01:00.0,6646.050725,271.002351,5392.082,21660,0.250694444,0.000686364
02:00.0,6645.769504,270.233074,5391.739,21720,0.251388889,0.000688265
03:00.0,6645.394274,269.370305,5391.283,21780,0.252083333,0.000690167
04:00.0,6644.933053,268.474773,5390.721,21840,0.252777778,0.000692068
05:00.0,6644.394515,267.658515,5390.066,21900,0.253472222,0.000693969
06:00.0,6643.78716,267.064622,5389.327,21960,0.254166667,0.00069587
07:00.0,6643.12099,266.713857,5388.517,22020,0.254861111,0.000697772
08:00.0,6642.408212,266.496153,5387.649,22080,0.255555556,0.000699673
09:00.0,6641.660544,266.323345,5386.74,22140,0.25625,0.000701574
10:00.0,6640.886367,266.153382,5385.798,22200,0.256944444,0.000703476
11:00.0,6640.092222,265.966915,5384.832,22260,0.257638889,0.000705377
12:00.0,6639.287523,265.755571,5383.853,22320,0.258333333,0.000707278
13:00.0,6638.486723,265.517955,5382.879,22380,0.259027778,0.000709179
14:00.0,6637.706424,265.256817,5381.93,22440,0.259722222,0.000711081
