Time (UTCG),Semi-major Axis (km),Apogee Altitude (km),Period (sec),,,
43:00.0,6773.754039,401.703457,5548.238,6180,0.071527778,0.000195832
44:00.0,6773.115672,401.464372,5547.454,6240,0.072222222,0.000197734
45:00.0,6772.476145,401.1734,5546.668,6300,0.072916667,0.000199635
46:00.0,6771.84573,400.836095,5545.894,6360,0.073611111,0.000201536
47:00.0,6771.235822,400.459024,5545.145,6420,0.074305556,0.000203438
48:00.0,6770.65851,400.050027,5544.436,6480,0.075,0.000205339
49:00.0,6770.125461,399.617756,5543.781,6540,0.075694444,0.00020724
50:00.0,6769.647185,399.171162,5543.193,6600,0.076388889,0.000209141
51:00.0,6769.232997,398.719454,5542.685,6660,0.077083333,0.000211043
52:00.0,6768.891145,398.272438,5542.265,6720,0.077777778,0.000212944
53:00.0,6768.628535,397.840789,5541.942,6780,0.078472222,0.000214845
54:00.0,6768.450131,397.436083,5541.723,6840,0.079166667,0.000216747
55:00.0,6768.358648,397.070875,5541.611,6900,0.079861111,0.000218648
56:00.0,6768.354962,396.759397,5541.606,6960,0.080555556,0.000220549
57:00.0,6768.438907,396.519075,5541.709,7020,0.08125,0.00022245
58:00.0,6768.609474,396.372188,5541.919,7080,0.081944444,0.000224352
59:00.0,6768.863988,396.346148,5542.231,7140,0.082638889,0.000226253
00:00.0,6769.197163,396.471128,5542.641,7200,0.083333333,0.000228154
01:00.0,6769.601512,396.775231,5543.137,7260,0.084027778,0.000230056
02:00.0,6770.069154,397.278909,5543.712,7320,0.084722222,0.000231957
03:00.0,6770.593036,397.990037,5544.355,7380,0.085416667,0.000233858
04:00.0,6771.165829,398.899647,5545.059,7440,0.086111111,0.000235759
05:00.0,6771.777453,399.97955,5545.81,7500,0.086805556,0.000237661
06:00.0,6772.414299,401.185748,5546.592,7560,0.0875,0.000239562
07:00.0,6773.061539,402.468744,5547.388,7620,0.088194444,0.000241463
08:00.0,6773.706293,403.784556,5548.18,7680,0.088888889,0.000243365
09:00.0,6774.338326,405.098449,5548.956,7740,0.089583333,0.000245266
10:00.0,6774.948036,406.380951,5549.705,7800,0.090277778,0.000247167
11:00.0,6775.524788,407.603434,5550.414,7860,0.090972222,0.000249068
12:00.0,6776.057893,408.73908,5551.069,7920,0.091666667,0.00025097
13:00.0,6776.538755,409.766707,5551.66,7980,0.092361111,0.000252871
14:00.0,6776.961086,410.670983,5552.179,8040,0.093055556,0.000254772
15:00.0,6777.318686,411.437724,5552.619,8100,0.09375,0.000256674
16:00.0,6777.603564,412.049789,5552.969,8160,0.094444444,0.000258575
17:00.0,6777.806739,412.488412,5553.218,8220,0.095138889,0.000260476
18:00.0,6777.920676,412.737973,5553.358,8280,0.095833333,0.000262377
19:00.0,6777.940694,412.788773,5553.383,8340,0.096527778,0.000264279
20:00.0,6777.864623,412.636329,5553.29,8400,0.097222222,0.00026618
21:00.0,6777.692501,412.280753,5553.078,8460,0.097916667,0.000268081
22:00.0,6777.427584,411.728803,5552.752,8520,0.098611111,0.000269983
23:00.0,6777.077356,410.995983,5552.322,8580,0.099305556,0.000271884
24:00.0,6776.652429,410.1044,5551.8,8640,0.1,0.000273785
25:00.0,6776.163501,409.076789,5551.199,8700,0.100694444,0.000275686
26:00.0,6775.619132,407.932345,5550.53,8760,0.101388889,0.000277588
27:00.0,6775.026587,406.688882,5549.802,8820,0.102083333,0.000279489
28:00.0,6774.394842,405.369466,5549.026,8880,0.102777778,0.00028139
29:00.0,6773.736793,404.007321,5548.217,8940,0.103472222,0.000283292
30:00.0,6773.068301,402.644149,5547.396,9000,0.104166667,0.000285193
31:00.0,6772.404722,401.32332,5546.581,9060,0.104861111,0.000287094
32:00.0,6771.757887,400.084175,5545.786,9120,0.105555556,0.000288995
33:00.0,6771.136143,398.962373,5545.022,9180,0.10625,0.000290897
34:00.0,6770.547342,397.994157,5544.299,9240,0.106944444,0.000292798
35:00.0,6770.001886,397.215921,5543.629,9300,0.107638889,0.000294699
36:00.0,6769.512729,396.653549,5543.028,9360,0.108333333,0.000296601
37:00.0,6769.092098,396.30924,5542.512,9420,0.109027778,0.000298502
38:00.0,6768.747991,396.160172,5542.089,9480,0.109722222,0.000300403
39:00.0,6768.483788,396.1709,5541.765,9540,0.110416667,0.000302304
40:00.0,6768.301097,396.307412,5541.54,9600,0.111111111,0.000304206
41:00.0,6768.202682,396.543217,5541.419,9660,0.111805556,0.000306107
42:00.0,6768.192511,396.857966,5541.407,9720,0.1125,0.000308008
43:00.0,6768.273292,397.234024,5541.506,9780,0.113194444,0.000309909
44:00.0,6768.44427,397.654901,5541.716,9840,0.113888889,0.000311811
45:00.0,6768.701262,398.105724,5542.032,9900,0.114583333,0.000313712
46:00.0,6769.038197,398.573982,5542.445,9960,0.115277778,0.000315613
47:00.0,6769.44833,399.049303,5542.949,10020,0.115972222,0.000317515
48:00.0,6769.924334,399.52255,5543.534,10080,0.116666667,0.000319416
49:00.0,6770.457901,399.985025,5544.189,10140,0.117361111,0.000321317
50:00.0,6771.039543,400.428129,5544.904,10200,0.118055556,0.000323218
51:00.0,6771.658667,400.8433,5545.664,10260,0.11875,0.00032512
52:00.0,6772.303807,401.22209,5546.457,10320,0.119444444,0.000327021
53:00.0,6772.963041,401.556373,5547.267,10380,0.120138889,0.000328922
54:00.0,6773.624444,401.838434,5548.079,10440,0.120833333,0.000330824
55:00.0,6774.276092,402.060676,5548.88,10500,0.121527778,0.000332725
56:00.0,6774.905578,402.215192,5549.653,10560,0.122222222,0.000334626
57:00.0,6775.499897,402.293954,5550.384,10620,0.122916667,0.000336527
58:00.0,6776.046433,402.289899,5551.055,10680,0.123611111,0.000338429
59:00.0,6776.534526,402.198048,5551.655,10740,0.124305556,0.00034033
00:00.0,6776.956159,402.015554,5552.173,10800,0.125,0.000342231
01:00.0,6777.305203,401.740694,5552.602,10860,0.125694444,0.000344133
02:00.0,6777.576476,401.372202,5552.935,10920,0.126388889,0.000346034
03:00.0,6777.765603,400.90963,5553.168,10980,0.127083333,0.000347935
04:00.0,6777.869689,400.354344,5553.296,11040,0.127777778,0.000349836
05:00.0,6777.887314,399.814705,5553.317,11100,0.128472222,0.000351738
06:00.0,6777.817456,400.393917,5553.232,11160,0.129166667,0.000353639
07:00.0,6777.658638,400.900149,5553.036,11220,0.129861111,0.00035554
08:00.0,6777.409736,401.311996,5552.73,11280,0.130555556,0.000357442
09:00.0,6777.072138,401.625621,5552.316,11340,0.13125,0.000359343
10:00.0,6776.651568,401.840675,5551.799,11400,0.131944444,0.000361244
11:00.0,6776.158229,401.960778,5551.193,11460,0.132638889,0.000363145
12:00.0,6775.60545,401.992737,5550.513,11520,0.133333333,0.000365047
13:00.0,6775.007825,401.945093,5549.779,11580,0.134027778,0.000366948
14:00.0,6774.379638,401.826719,5549.007,11640,0.134722222,0.000368849
15:00.0,6773.733884,401.645838,5548.214,11700,0.135416667,0.000370751
16:00.0,6773.082075,401.40965,5547.413,11760,0.136111111,0.000372652
17:00.0,6772.434816,401.124617,5546.618,11820,0.136805556,0.000374553
18:00.0,6771.802646,400.797195,5545.841,11880,0.1375,0.000376454
19:00.0,6771.196331,400.434405,5545.096,11940,0.138194444,0.000378356
20:00.0,6770.626251,400.043797,5544.396,12000,0.138888889,0.000380257
21:00.0,6770.101385,399.632866,5543.751,12060,0.139583333,0.000382158
22:00.0,6769.628806,399.208471,5543.171,12120,0.140277778,0.00038406
23:00.0,6769.214239,398.776828,5542.662,12180,0.140972222,0.000385961
24:00.0,6768.863333,398.344325,5542.231,12240,0.141666667,0.000387862
25:00.0,6768.582675,397.918823,5541.886,12300,0.142361111,0.000389763
26:00.0,6768.379632,397.51081,5541.637,12360,0.143055556,0.000391665
27:00.0,6768.260959,397.133826,5541.491,12420,0.14375,0.000393566
28:00.0,6768.231136,396.804247,5541.454,12480,0.144444444,0.000395467
29:00.0,6768.291548,396.541079,5541.528,12540,0.145138889,0.000397369
30:00.0,6768.440787,396.366352,5541.712,12600,0.145833333,0.00039927
31:00.0,6768.675308,396.30571,5542,12660,0.146527778,0.000401171
32:00.0,6768.989856,396.387919,5542.386,12720,0.147222222,0.000403072
33:00.0,6769.37791,396.642093,5542.863,12780,0.147916667,0.000404974
34:00.0,6769.832457,397.092557,5543.421,12840,0.148611111,0.000406875
35:00.0,6770.346434,397.752293,5544.052,12900,0.149305556,0.000408776
36:00.0,6770.911803,398.616564,5544.747,12960,0.15,0.000410678
37:00.0,6771.517783,399.65962,5545.491,13020,0.150694444,0.000412579
38:00.0,6772.150478,400.83834,5546.268,13080,0.151388889,0.00041448
39:00.0,6772.795213,402.103227,5547.06,13140,0.152083333,0.000416381
40:00.0,6773.439674,403.410347,5547.852,13200,0.152777778,0.000418283
41:00.0,6774.074507,404.725636,5548.632,13260,0.153472222,0.000420184
42:00.0,6774.690659,406.019951,5549.389,13320,0.154166667,0.000422085
43:00.0,6775.276578,407.26233,5550.109,13380,0.154861111,0.000423987
44:00.0,6775.81862,408.419563,5550.775,13440,0.155555556,0.000425888
45:00.0,6776.304199,409.461891,5551.372,13500,0.15625,0.000427789
46:00.0,6776.724215,410.367707,5551.888,13560,0.156944444,0.00042969
47:00.0,6777.072681,411.122667,5552.316,13620,0.157638889,0.000431592
48:00.0,6777.344956,411.715911,5552.651,13680,0.158333333,0.000433493
49:00.0,6777.537046,412.138384,5552.887,13740,0.159027778,0.000435394
50:00.0,6777.646218,412.383901,5553.021,13800,0.159722222,0.000437296
51:00.0,6777.671317,412.449705,5553.052,13860,0.160416667,0.000439197
52:00.0,6777.612057,412.335007,5552.979,13920,0.161111111,0.000441098
53:00.0,6777.468364,412.039661,5552.803,13980,0.161805556,0.000442999
54:00.0,6777.240793,411.565002,5552.523,14040,0.1625,0.000444901
55:00.0,6776.931476,410.915814,5552.143,14100,0.163194444,0.000446802
56:00.0,6776.544589,410.101356,5551.667,14160,0.163888889,0.000448703
57:00.0,6776.086293,409.135403,5551.104,14220,0.164583333,0.000450605
58:00.0,6775.564762,408.03652,5550.463,14280,0.165277778,0.000452506
59:00.0,6774.990341,406.828675,5549.757,14340,0.165972222,0.000454407
00:00.0,6774.374935,405.540357,5549.001,14400,0.166666667,0.000456308
01:00.0,6773.730931,404.202924,5548.21,14460,0.167361111,0.00045821
02:00.0,6773.070516,402.849943,5547.399,14520,0.168055556,0.000460111
03:00.0,6772.40587,401.518398,5546.582,14580,0.16875,0.000462012
04:00.0,6771.749552,400.249887,5545.776,14640,0.169444444,0.000463914
05:00.0,6771.11428,399.089576,5544.995,14700,0.170138889,0.000465815
06:00.0,6770.512429,398.082462,5544.256,14760,0.170833333,0.000467716
07:00.0,6769.955802,397.267042,5543.572,14820,0.171527778,0.000469617
08:00.0,6769.45536,396.666614,5542.958,14880,0.172222222,0.000471519
09:00.0,6769.020296,396.282192,5542.423,14940,0.172916667,0.00047342
10:00.0,6768.657129,396.093833,5541.977,15000,0.173611111,0.000475321
11:00.0,6768.370321,396.070794,5541.625,15060,0.174305556,0.000477223
12:00.0,6768.164333,396.182309,5541.372,15120,0.175,0.000479124
13:00.0,6768.04474,396.402027,5541.225,15180,0.175694444,0.000481025
14:00.0,6768.016513,396.706865,5541.191,15240,0.176388889,0.000482926
15:00.0,6768.080938,397.075259,5541.27,15300,0.177083333,0.000484828
16:00.0,6768.234619,397.487791,5541.459,15360,0.177777778,0.000486729
17:00.0,6768.471727,397.929052,5541.75,15420,0.178472222,0.00048863
18:00.0,6768.786883,398.387973,5542.137,15480,0.179166667,0.000490532
19:00.0,6769.175571,398.85583,5542.614,15540,0.179861111,0.000492433
20:00.0,6769.63222,399.323852,5543.175,15600,0.180555556,0.000494334
21:00.0,6770.148699,399.782511,5543.809,15660,0.18125,0.000496235
22:00.0,6770.714892,400.222429,5544.505,15720,0.181944444,0.000498137
23:00.0,6771.320178,400.635194,5545.248,15780,0.182638889,0.000500038
24:00.0,6771.953953,401.013077,5546.027,15840,0.183333333,0.000501939
25:00.0,6772.605055,401.348307,5546.827,15900,0.184027778,0.000503841
26:00.0,6773.261457,401.632949,5547.633,15960,0.184722222,0.000505742
27:00.0,6773.910846,401.859431,5548.431,16020,0.185416667,0.000507643
28:00.0,6774.541457,402.020947,5549.206,16080,0.186111111,0.000509544
29:00.0,6775.14226,402.111262,5549.944,16140,0.186805556,0.000511446
30:00.0,6775.702578,402.124257,5550.633,16200,0.1875,0.000513347
31:00.0,6776.211696,402.053739,5551.258,16260,0.188194444,0.000515248
32:00.0,6776.658976,401.893802,5551.808,16320,0.188888889,0.00051715
33:00.0,6777.034559,401.639685,5552.269,16380,0.189583333,0.000519051
34:00.0,6777.330523,401.288861,5552.633,16440,0.190277778,0.000520952
35:00.0,6777.541662,400.841906,5552.893,16500,0.190972222,0.000522853
36:00.0,6777.665269,400.30467,5553.045,16560,0.191666667,0.000524755
37:00.0,6777.700207,399.756103,5553.087,16620,0.192361111,0.000526656
38:00.0,6777.646448,400.128775,5553.021,16680,0.193055556,0.000528557
39:00.0,6777.505666,400.647197,5552.848,16740,0.19375,0.000530459
40:00.0,6777.281721,401.083879,5552.573,16800,0.194444444,0.00053236
41:00.0,6776.979597,401.433104,5552.202,16860,0.195138889,0.000534261
42:00.0,6776.603496,401.694515,5551.74,16920,0.195833333,0.000536162
43:00.0,6776.156631,401.867202,5551.191,16980,0.196527778,0.000538064
44:00.0,6775.643736,401.950544,5550.56,17040,0.197222222,0.000539965
45:00.0,6775.073825,401.94692,5549.86,17100,0.197916667,0.000541866
46:00.0,6774.459934,401.862724,5549.106,17160,0.198611111,0.000543768
47:00.0,6773.81591,401.706383,5548.314,17220,0.199305556,0.000545669
48:00.0,6773.153842,401.485604,5547.501,17280,0.2,0.00054757
49:00.0,6772.484738,401.206728,5546.679,17340,0.200694444,0.000549471
50:00.0,6771.82099,400.876389,5545.864,17400,0.201388889,0.000551373
51:00.0,6771.177181,400.503077,5545.073,17460,0.202083333,0.000553274
52:00.0,6770.56818,400.096813,5544.325,17520,0.202777778,0.000555175
53:00.0,6770.006738,399.667581,5543.635,17580,0.203472222,0.000557077
54:00.0,6769.502902,399.224388,5543.016,17640,0.204166667,0.000558978
55:00.0,6769.064985,398.775688,5542.478,17700,0.204861111,0.000560879
56:00.0,6768.70032,398.330334,5542.03,17760,0.205555556,0.00056278
57:00.0,6768.414898,397.898061,5541.68,17820,0.20625,0.000564682
58:00.0,6768.212521,397.48936,5541.431,17880,0.206944444,0.000566583
59:00.0,6768.094357,397.115184,5541.286,17940,0.207638889,0.000568484
00:00.0,6768.059405,396.787023,5541.243,18000,0.208333333,0.000570386
01:00.0,6768.105922,396.517967,5541.3,18060,0.209027778,0.000572287
02:00.0,6768.23316,396.325194,5541.457,18120,0.209722222,0.000574188
03:00.0,6768.441863,396.232943,5541.713,18180,0.210416667,0.000576089
04:00.0,6768.732394,396.273077,5542.07,18240,0.211111111,0.000577991
05:00.0,6769.101715,396.480349,5542.523,18300,0.211805556,0.000579892
06:00.0,6769.54219,396.882937,5543.064,18360,0.2125,0.000581793
07:00.0,6770.043546,397.493626,5543.68,18420,0.213194444,0.000583695
08:00.0,6770.595768,398.30711,5544.359,18480,0.213888889,0.000585596
09:00.0,6771.189801,399.302524,5545.088,18540,0.214583333,0.000587497
10:00.0,6771.815916,400.44677,5545.857,18600,0.215277778,0.000589398
11:00.0,6772.462509,401.698436,5546.652,18660,0.215972222,0.0005913
12:00.0,6773.116981,403.01395,5547.456,18720,0.216666667,0.000593201
13:00.0,6773.76719,404.353156,5548.255,18780,0.217361111,0.000595102
14:00.0,6774.401451,405.680302,5549.034,18840,0.218055556,0.000597004
15:00.0,6775.007611,406.961899,5549.779,18900,0.21875,0.000598905
16:00.0,6775.573138,408.166123,5550.474,18960,0.219444444,0.000600806
17:00.0,6776.086297,409.264556,5551.104,19020,0.220138889,0.000602707
18:00.0,6776.536705,410.232893,5551.658,19080,0.220833333,0.000604609
19:00.0,6776.914926,411.049763,5552.122,19140,0.221527778,0.00060651
20:00.0,6777.212928,411.697299,5552.489,19200,0.222222222,0.000608411
21:00.0,6777.426059,412.164892,5552.751,19260,0.222916667,0.000610313
22:00.0,6777.554039,412.451114,5552.908,19320,0.223611111,0.000612214
23:00.0,6777.598586,412.558917,5552.963,19380,0.224305556,0.000614115
24:00.0,6777.559678,412.488042,5552.915,19440,0.225,0.000616016
25:00.0,6777.434951,412.23374,5552.761,19500,0.225694444,0.000617918
26:00.0,6777.22323,411.793839,5552.501,19560,0.226388889,0.000619819
27:00.0,6776.927863,411.175484,5552.138,19620,0.227083333,0.00062172
28:00.0,6776.555891,410.393493,5551.681,19680,0.227777778,0.000623622
29:00.0,6776.114611,409.463597,5551.139,19740,0.228472222,0.000625523
30:00.0,6775.610256,408.400039,5550.519,19800,0.229166667,0.000627424
31:00.0,6775.050113,407.220209,5549.831,19860,0.229861111,0.000629325
32:00.0,6774.444605,405.949099,5549.087,19920,0.230555556,0.000631227
33:00.0,6773.80637,404.617762,5548.303,19980,0.23125,0.000633128
34:00.0,6773.147883,403.25907,5547.494,20040,0.231944444,0.000635029
35:00.0,6772.48066,401.907034,5546.674,20100,0.232638889,0.000636931
36:00.0,6771.816346,400.599798,5545.858,20160,0.233333333,0.000638832
37:00.0,6771.167371,399.380959,5545.061,20220,0.234027778,0.000640733
38:00.0,6770.546225,398.296441,5544.298,20280,0.234722222,0.000642634
39:00.0,6769.964748,397.388787,5543.583,20340,0.235416667,0.000644536
40:00.0,6769.434343,396.689956,5542.932,20400,0.236111111,0.000646437
41:00.0,6768.96597,396.213061,5542.357,20460,0.236805556,0.000648338
42:00.0,6768.569042,395.94819,5541.869,20520,0.2375,0.00065024
43:00.0,6768.250504,395.867985,5541.478,20580,0.238194444,0.000652141
44:00.0,6768.015527,395.939152,5541.189,20640,0.238888889,0.000654042
45:00.0,6767.868671,396.130739,5541.009,20700,0.239583333,0.000655943
46:00.0,6767.813342,396.415986,5540.941,20760,0.240277778,0.000657845
47:00.0,6767.849994,396.771577,5540.986,20820,0.240972222,0.000659746
48:00.0,6767.975962,397.17803,5541.141,20880,0.241666667,0.000661647
49:00.0,6768.187843,397.620713,5541.401,20940,0.242361111,0.000663549
50:00.0,6768.483367,398.088874,5541.764,21000,0.243055556,0.00066545
51:00.0,6768.859891,398.572529,5542.226,21060,0.24375,0.000667351
52:00.0,6769.311087,399.060134,5542.781,21120,0.244444444,0.000669252
53:00.0,6769.826056,399.539262,5543.413,21180,0.245138889,0.000671154
54:00.0,6770.391966,399.998931,5544.108,21240,0.245833333,0.000673055
55:00.0,6770.996897,400.430528,5544.851,21300,0.246527778,0.000674956
56:00.0,6771.629947,400.826574,5545.629,21360,0.247222222,0.000676858
57:00.0,6772.279787,401.179399,5546.427,21420,0.247916667,0.000678759
58:00.0,6772.934568,401.481463,5547.232,21480,0.248611111,0.00068066
59:00.0,6773.58326,401.72628,5548.029,21540,0.249305556,0.000682561
00:00.0,6774.216046,401.908117,5548.806,21600,0.25,0.000684463
01:00.0,6774.822958,402.020768,5549.552,21660,0.250694444,0.000686364
02:00.0,6775.392885,402.057341,5550.252,21720,0.251388889,0.000688265
03:00.0,6775.91462,402.011566,5550.893,21780,0.252083333,0.000690167
04:00.0,6776.378498,401.878809,5551.463,21840,0.252777778,0.000692068
05:00.0,6776.776416,401.655457,5551.952,21900,0.253472222,0.000693969
06:00.0,6777.100561,401.337868,5552.351,21960,0.254166667,0.00069587
07:00.0,6777.343226,400.923029,5552.649,22020,0.254861111,0.000697772
08:00.0,6777.498132,400.411246,5552.839,22080,0.255555556,0.000699673
09:00.0,6777.56164,399.819782,5552.917,22140,0.25625,0.000701574
10:00.0,6777.532459,399.764491,5552.881,22200,0.256944444,0.000703476
11:00.0,6777.410972,400.297655,5552.732,22260,0.257638889,0.000705377
12:00.0,6777.199624,400.757152,5552.472,22320,0.258333333,0.000707278
13:00.0,6776.903646,401.124557,5552.109,22380,0.259027778,0.000709179
14:00.0,6776.530476,401.400257,5551.65,22440,0.259722222,0.000711081
