Time (UTCG),Apogee Altitude (km),Earth_gravity (m/sec^2),Drag (m/sec^2),SRP (m/sec^2),SUN_Gravity (m/sec^2),Moon_Gravity (m/sec^2)
40:00.0,496.718185,8.439311,0.00003,0.000002,0.000001,0.000001
41:00.0,496.395121,8.440358,0.000031,0.000002,0.000001,0.000001
42:00.0,496.13088,8.441541,0.000031,0.000002,0.000001,0.000001
43:00.0,495.943029,8.442848,0.000032,0.000002,0.000001,0.000001
44:00.0,495.851641,8.444256,0.000033,0.000002,0,0.000001
45:00.0,495.878997,8.445732,0.000033,0.000002,0,0.000001
46:00.0,496.04982,8.447258,0.000034,0.000002,0,0.000001
47:00.0,496.390496,8.44884,0.000034,0.000002,0,0.000001
48:00.0,496.923438,8.450498,0.000035,0.000002,0,0.000001
49:00.0,497.656092,8.452231,0.000035,0.000002,0,0.000001
50:00.0,498.572846,8.454004,0.000035,0.000002,0,0.000001
51:00.0,499.639342,8.455771,0.000035,0.000002,0,0.000001
52:00.0,500.815688,8.457508,0.000035,0.000002,0,0.000001
53:00.0,502.065427,8.45922,0.000036,0.000002,0,0.000001
54:00.0,503.354526,8.460909,0.000036,0.000002,0,0.000001
55:00.0,504.647317,8.46255,0.000035,0.000002,0,0.000001
56:00.0,505.907459,8.464098,0.000035,0.000002,0,0.000001
57:00.0,507.102939,8.46552,0.000035,0.000002,0,0.000001
58:00.0,508.208484,8.466809,0.000035,0.000002,0,0.000001
59:00.0,509.203263,8.46796,0.000034,0.000002,0,0.000001
00:00.0,510.068416,8.46896,0.000033,0.000002,0,0.000001
01:00.0,510.787896,8.469793,0.000033,0.000002,0,0.000001
02:00.0,511.349954,8.470457,0.000032,0.000002,0,0.000001
03:00.0,511.745429,8.470952,0.000031,0.000002,0,0.000001
04:00.0,511.96488,8.471262,0.00003,0.000002,0,0.000001
05:00.0,511.999985,8.471358,0.000029,0.000002,0,0.000001
06:00.0,511.849226,8.47123,0.000029,0.000002,0,0.000001
07:00.0,511.520849,8.470906,0.000028,0.000002,0,0.000001
08:00.0,511.028234,8.470428,0.000027,0.000002,0,0
09:00.0,510.382304,8.469813,0.000026,0.000002,0,0
10:00.0,509.589535,8.469043,0.000025,0.000002,0,0
11:00.0,508.65843,8.468096,0.000024,0.000002,0,0
12:00.0,507.604746,8.466984,0.000022,0.000002,0,0.000001
13:00.0,506.450824,8.465738,0.000021,0.000002,0,0.000001
14:00.0,505.220834,8.464385,0.00002,0.000002,0,0.000001
15:00.0,503.938772,8.462934,0.000018,0.000002,0,0.000001
16:00.0,502.631239,8.46139,0.000017,0.000002,0,0.000001
17:00.0,501.330451,8.459772,0.000016,0.000002,0,0.000001
18:00.0,500.073647,8.458106,0.000015,0.000002,0,0.000001
19:00.0,498.900476,8.456414,0.000014,0.000002,0,0.000001
20:00.0,497.851126,8.454713,0.000014,0.000002,0,0.000001
21:00.0,496.963785,8.453022,0.000013,0.000002,0,0.000001
22:00.0,496.268359,8.45136,0.000013,0.000002,0,0.000001
23:00.0,495.77854,8.449747,0.000013,0.000002,0,0.000001
24:00.0,495.488864,8.448193,0.000013,0.000002,0,0.000001
25:00.0,495.379147,8.446711,0.000013,0.000002,0,0.000001
26:00.0,495.421835,8.445325,0.000013,0.000002,0,0.000001
27:00.0,495.58781,8.444052,0.000013,0.000002,0,0.000001
28:00.0,495.850125,8.442902,0.000013,0.000002,0,0.000001
29:00.0,496.18625,8.44187,0.000013,0.000002,0,0.000001
30:00.0,496.578455,8.440962,0.000012,0.000002,0.000001,0.000001
31:00.0,497.012297,8.440188,0.000012,0.000002,0.000001,0.000001
32:00.0,497.474743,8.439551,0.000012,0.000002,0.000001,0.000001
33:00.0,497.953636,8.439038,0.000011,0.000002,0.000001,0.000001
34:00.0,498.438425,8.438631,0.000011,0.000002,0.000001,0.000001
35:00.0,498.920488,8.438326,0.00001,0.000002,0,0.000001
36:00.0,499.392043,8.438129,0.00001,0.000002,0,0.000001
37:00.0,499.84465,8.438044,0.00001,0.000002,0,0.000001
38:00.0,500.268925,8.438054,0.00001,0.000002,0,0.000001
39:00.0,500.655504,8.438134,0.000009,0.000002,0,0.000001
40:00.0,500.995838,8.438266,0.000009,0.000002,0,0.000001
41:00.0,501.281922,8.438439,0.000009,0.000002,0,0.000001
42:00.0,501.505819,8.438634,0.000009,0.000002,0,0.000001
43:00.0,501.660151,8.438829,0.00001,0.000002,0,0.000001
44:00.0,501.739234,8.439004,0.00001,0.000002,0,0.000001
45:00.0,501.739312,8.439158,0.00001,0.000002,0,0.000001
46:00.0,501.657889,8.439298,0.00001,0.000002,0,0.000001
47:00.0,501.492337,8.439427,0.00001,0.000002,0,0.000001
48:00.0,501.239846,8.439541,0.00001,0.000002,0,0.000001
49:00.0,500.89799,8.439632,0.00001,0.000002,0,0.000001
50:00.0,500.464951,8.439698,0.00001,0.000002,0,0.000001
51:00.0,499.93955,8.439727,0.000011,0.000002,0,0.000001
52:00.0,499.325009,8.4397,0.000011,0.000002,0,0.000001
53:00.0,499.305485,8.439603,0.000012,0.000002,0,0.000001
54:00.0,499.807032,8.439433,0.000012,0.000002,0,0.000001
55:00.0,500.224376,8.439208,0.000013,0.000002,0,0.000001
56:00.0,500.555133,8.438943,0.000013,0.000002,0,0.000001
57:00.0,500.800619,8.438646,0.000014,0.000002,0,0.000001
58:00.0,500.962973,8.438321,0.000015,0.000002,0,0.000001
59:00.0,501.045369,8.437977,0.000016,0.000002,0,0.000001
00:00.0,501.052114,8.437628,0.000017,0.000002,0,0.000001
01:00.0,500.98823,8.437287,0.000018,0.000002,0,0.000001
02:00.0,500.85916,8.436967,0.000019,0.000002,0,0.000001
03:00.0,500.671011,8.436683,0.00002,0.000002,0,0.000001
04:00.0,500.430806,8.436461,0.000021,0.000002,0,0.000001
05:00.0,500.145977,8.436325,0.000022,0.000002,0,0.000001
06:00.0,499.823282,8.436283,0.000023,0.000002,0,0.000001
07:00.0,499.46813,8.436325,0.000024,0.000002,0,0.000001
08:00.0,499.085085,8.436435,0.000025,0.000002,0,0.000001
09:00.0,498.679194,8.436613,0.000026,0.000002,0,0.000001
10:00.0,498.257136,8.436876,0.000026,0.000002,0,0.000001
11:00.0,497.827418,8.43725,0.000027,0.000002,0,0.000001
12:00.0,497.399755,8.437758,0.000028,0.000002,0,0.000001
13:00.0,496.984392,8.438408,0.000029,0.000002,0,0.000001
14:00.0,496.592054,8.4392,0.00003,0.000002,0,0.000001
15:00.0,496.234696,8.440131,0.00003,0.000002,0,0.000001
16:00.0,495.92657,8.441202,0.000031,0.000002,0,0.000001
17:00.0,495.685049,8.442411,0.000032,0.000002,0,0.000001
18:00.0,495.531118,8.443749,0.000032,0.000002,0,0.000001
19:00.0,495.48993,8.445199,0.000033,0.000002,0,0.000001
20:00.0,495.590963,8.446754,0.000033,0.000002,0,0.000001
21:00.0,495.865327,8.448406,0.000034,0.000002,0,0.000001
22:00.0,496.337477,8.45014,0.000034,0.000002,0,0.000001
23:00.0,497.013962,8.45192,0.000035,0.000002,0,0.000001
24:00.0,497.878828,8.453699,0.000035,0.000002,0,0.000001
25:00.0,498.90126,8.45545,0.000035,0.000002,0,0.000001
26:00.0,500.047192,8.45718,0.000035,0.000002,0,0.000001
27:00.0,501.283461,8.458906,0.000036,0.000002,0,0.000001
28:00.0,502.574818,8.460624,0.000036,0.000002,0,0.000001
29:00.0,503.882581,8.462297,0.000035,0.000002,0,0.000001
30:00.0,505.168959,8.463882,0.000035,0.000002,0,0.000001
31:00.0,506.402244,8.465357,0.000035,0.000002,0,0.000001
32:00.0,507.55718,8.466716,0.000035,0.000002,0,0.000001
33:00.0,508.611514,8.467951,0.000034,0.000002,0,0.000001
34:00.0,509.543962,8.469043,0.000034,0.000002,0,0.000001
35:00.0,510.335455,8.469972,0.000033,0.000002,0,0.000001
36:00.0,510.970648,8.470727,0.000032,0.000002,0,0.000001
37:00.0,511.437402,8.471297,0.000032,0.000002,0,0.000001
38:00.0,511.726237,8.471669,0.000031,0.000002,0,0.000001
39:00.0,511.832068,8.471832,0.00003,0.000002,0,0.000001
40:00.0,511.756159,8.4718,0.000029,0.000002,0,0.000001
41:00.0,511.504404,8.471594,0.000028,0.000002,0,0.000001
42:00.0,511.082734,8.471228,0.000027,0.000002,0,0.000001
43:00.0,510.495207,8.470687,0.000026,0.000002,0,0.000001
44:00.0,509.747567,8.469955,0.000025,0.000002,0,0.000001
45:00.0,508.852273,8.469039,0.000024,0.000002,0,0.000001
46:00.0,507.829058,8.46797,0.000023,0.000002,0,0.000001
47:00.0,506.700059,8.466775,0.000022,0.000002,0,0.000001
48:00.0,505.487409,8.465464,0.00002,0.000002,0,0.000001
49:00.0,504.215271,8.464044,0.000019,0.000002,0,0.000001
50:00.0,502.912565,8.462539,0.000018,0.000002,0,0.000001
51:00.0,501.611613,8.460984,0.000016,0.000002,0,0.000001
52:00.0,500.34453,8.459394,0.000015,0.000002,0,0.000001
53:00.0,499.143201,8.457767,0.000014,0.000002,0,0.000001
54:00.0,498.043344,8.4561,0.000014,0.000002,0,0.000001
55:00.0,497.085483,8.454422,0.000013,0.000002,0,0.000001
56:00.0,496.307002,8.452772,0.000013,0.000002,0,0.000001
57:00.0,495.729851,8.451181,0.000013,0.000002,0,0.000001
58:00.0,495.354666,8.449653,0.000013,0.000002,0,0.000001
59:00.0,495.165106,8.448187,0.000013,0.000002,0,0.000001
00:00.0,495.136146,8.446791,0.000013,0.000002,0,0.000001
01:00.0,495.240172,8.445487,0.000013,0.000002,0,0.000001
02:00.0,495.450527,8.444286,0.000013,0.000002,0,0.000001
03:00.0,495.744,8.443191,0.000013,0.000002,0,0.000001
04:00.0,496.102037,8.442204,0.000012,0.000002,0,0.000001
05:00.0,496.509992,8.441337,0.000012,0.000002,0,0.000001
06:00.0,496.955289,8.440603,0.000012,0.000002,0,0.000001
07:00.0,497.426176,8.440003,0.000011,0.000002,0,0.000001
08:00.0,497.911787,8.439528,0.000011,0.000002,0,0.000001
09:00.0,498.402553,8.439171,0.000011,0.000002,0,0.000001
10:00.0,498.889832,8.438933,0.00001,0.000002,0,0.000001
11:00.0,499.364806,8.438818,0.00001,0.000002,0,0.000001
12:00.0,499.817755,8.438813,0.00001,0.000002,0,0.000001
13:00.0,500.238416,8.438893,0.00001,0.000002,0,0.000001
14:00.0,500.617063,8.439026,0.00001,0.000002,0,0.000001
15:00.0,500.945325,8.439187,0.00001,0.000002,0,0.000001
16:00.0,501.216161,8.439369,0.00001,0.000002,0,0.000001
17:00.0,501.423175,8.439569,0.00001,0.000002,0,0.000001
18:00.0,501.5598,8.439787,0.00001,0.000002,0,0.000001
19:00.0,501.618892,8.44001,0.00001,0.000002,0,0.000001
20:00.0,501.593252,8.440215,0.00001,0.000002,0,0.000001
21:00.0,501.476867,8.440376,0.00001,0.000002,0,0.000001
22:00.0,501.266004,8.440477,0.00001,0.000002,0,0.000001
23:00.0,500.959685,8.440519,0.00001,0.000002,0,0.000001
24:00.0,500.558954,8.440515,0.00001,0.000002,0,0.000001
25:00.0,500.065599,8.440477,0.000011,0.000002,0,0.000001
26:00.0,499.481364,8.440407,0.000011,0.000002,0,0.000001
27:00.0,498.808751,8.440301,0.000011,0.000002,0,0.000001
28:00.0,499.280574,8.440149,0.000012,0.000002,0,0.000001
29:00.0,499.726071,8.439948,0.000012,0.000002,0,0.000001
30:00.0,500.088676,8.439706,0.000013,0.000002,0,0.000001
31:00.0,500.369012,8.439432,0.000014,0.000002,0,0.000001
32:00.0,500.568613,8.439135,0.000015,0.000002,0,0.000001
33:00.0,500.68935,8.438817,0.000015,0.000002,0,0.000001
34:00.0,500.733406,8.438474,0.000016,0.000002,0,0.000001
35:00.0,500.703856,8.438113,0.000017,0.000002,0,0.000001
36:00.0,500.605249,8.437749,0.000018,0.000002,0,0.000001
37:00.0,500.443508,8.437409,0.000019,0.000002,0,0.000001
38:00.0,500.2252,8.437114,0.00002,0.000002,0,0.000001
39:00.0,499.956858,8.436875,0.000021,0.000002,0,0.000001
40:00.0,499.644978,8.436703,0.000022,0.000002,0,0.000001
41:00.0,499.296526,8.436611,0.000023,0.000002,0,0.000001
42:00.0,498.919263,8.436622,0.000024,0.000002,0,0.000001
43:00.0,498.521485,8.436758,0.000025,0.000002,0,0.000001
44:00.0,498.111389,8.437029,0.000026,0.000002,0,0.000001
45:00.0,497.69652,8.437436,0.000027,0.000002,0,0.000001
46:00.0,497.283591,8.437966,0.000028,0.000002,0,0.000001
47:00.0,496.878832,8.438602,0.000029,0.000002,0,0.000001
48:00.0,496.488999,8.439332,0.000029,0.000002,0,0.000001
49:00.0,496.122933,8.440161,0.00003,0.000002,0,0.000001
50:00.0,495.793023,8.44111,0.000031,0.000002,0,0.000001
51:00.0,495.515717,8.442201,0.000031,0.000002,0,0.000001
52:00.0,495.311065,8.443436,0.000032,0.000002,0,0.000001
53:00.0,495.202253,8.4448,0.000033,0.000002,0,0.000001
54:00.0,495.215897,8.446267,0.000033,0.000002,0,0.000001
55:00.0,495.381975,8.447822,0.000034,0.000002,0,0.000001
56:00.0,495.730395,8.449456,0.000034,0.000002,0,0.000001
57:00.0,496.282711,8.451158,0.000034,0.000002,0,0.000001
58:00.0,497.042923,8.452914,0.000035,0.000002,0,0.000001
59:00.0,497.994326,8.454705,0.000035,0.000002,0,0.000001
00:00.0,499.103838,8.456517,0.000035,0.000002,0,0.000001
01:00.0,500.328758,8.458328,0.000035,0.000002,0,0.000001
02:00.0,501.622739,8.460104,0.000035,0.000002,0,0.000001
03:00.0,502.941652,8.461808,0.000035,0.000002,0,0.000001
04:00.0,504.248573,8.463418,0.000035,0.000002,0,0.000001
05:00.0,505.514747,8.464934,0.000035,0.000002,0,0.000001
06:00.0,506.715861,8.466354,0.000035,0.000002,0,0.000001
07:00.0,507.827773,8.467665,0.000034,0.000002,0,0.000001
08:00.0,508.8261,8.468836,0.000034,0.000002,0,0.000001
09:00.0,509.689213,8.469844,0.000033,0.000002,0,0.000001
10:00.0,510.400505,8.470678,0.000033,0.000002,0,0.000001
11:00.0,510.947725,8.471335,0.000032,0.000002,0,0.000001
12:00.0,511.321315,8.471808,0.000031,0.000002,0,0.000001
13:00.0,511.5143,8.472088,0.00003,0.000002,0,0.000001
14:00.0,511.523302,8.47217,0.000029,0.000002,0,0.000001
15:00.0,511.348753,8.472058,0.000028,0.000002,0,0.000001
16:00.0,510.994259,8.471751,0.000028,0.000002,0,0.000001
17:00.0,510.466759,8.471253,0.000027,0.000002,0,0.000001
18:00.0,509.777542,8.470577,0.000026,0.000002,0,0.000001
19:00.0,508.941623,8.469744,0.000025,0.000002,0,0.000001
20:00.0,507.975975,8.468777,0.000023,0.000002,0,0.000001
21:00.0,506.896924,8.467679,0.000022,0.000002,0,0.000001
22:00.0,505.721708,8.466449,0.000021,0.000002,0,0.000001
23:00.0,504.472085,8.465094,0.00002,0.000002,0,0.000001
24:00.0,503.175511,8.46364,0.000018,0.000002,0,0.000001
25:00.0,501.862712,8.462112,0.000017,0.000002,0,0.000001
26:00.0,500.565677,8.460524,0.000016,0.000002,0,0.000001
27:00.0,499.319546,8.458882,0.000015,0.000002,0,0.000001
28:00.0,498.165377,8.457213,0.000014,0.000002,0,0.000001
29:00.0,497.147185,8.455563,0.000013,0.000002,0,0.000001
30:00.0,496.30217,8.453966,0.000013,0.000002,0,0.000001
31:00.0,495.651561,8.452426,0.000013,0.000002,0,0.000001
32:00.0,495.199301,8.450921,0.000012,0.000002,0,0.000001
33:00.0,494.936555,8.449448,0.000012,0.000002,0,0.000001
34:00.0,494.845532,8.448035,0.000012,0.000002,0,0.000001
35:00.0,494.901391,8.446724,0.000012,0.000002,0,0.000001
36:00.0,495.075462,8.445536,0.000013,0.000002,0,0.000001
37:00.0,495.340324,8.444463,0.000012,0.000002,0,0.000001
38:00.0,495.673765,8.44349,0.000012,0.000002,0,0.000001
39:00.0,496.059267,8.442618,0.000012,0.000002,0,0.000001
40:00.0,496.483868,8.441858,0.000012,0.000002,0,0.000001
41:00.0,496.936113,8.441215,0.000012,0.000002,0,0.000001
42:00.0,497.405689,8.440678,0.000011,0.000002,0,0.000001
43:00.0,497.883951,8.44024,0.000011,0.000002,0,0.000001
44:00.0,498.363695,8.439906,0.000011,0.000002,0,0.000001
45:00.0,498.83783,8.439688,0.00001,0.000002,0,0.000001
46:00.0,499.298152,8.43959,0.00001,0.000002,0,0.000001
47:00.0,499.735371,8.439595,0.00001,0.000002,0,0.000001
48:00.0,500.140125,8.439679,0.00001,0.000002,0,0.000001
49:00.0,500.503803,8.439821,0.00001,0.000002,0,0.000001
50:00.0,500.818482,8.44001,0.00001,0.000002,0,0.000001
51:00.0,501.076325,8.440238,0.00001,0.000002,0,0.000001
52:00.0,501.269256,8.440491,0.00001,0.000002,0,0.000001
53:00.0,501.389163,8.440753,0.00001,0.000002,0,0.000001
54:00.0,501.428236,8.441006,0.00001,0.000002,0,0.000001
55:00.0,501.379689,8.441229,0.00001,0.000002,0,0.000001
56:00.0,501.237815,8.441406,0.00001,0.000002,0,0.000001
57:00.0,500.998473,8.441524,0.00001,0.000002,0,0.000001
58:00.0,500.659496,8.441576,0.00001,0.000002,0,0.000001
59:00.0,500.221052,8.44156,0.000011,0.000002,0,0.000001
00:00.0,499.686696,8.441481,0.000011,0.000002,0,0.000001
01:00.0,499.074525,8.44134,0.000011,0.000002,0,0.000001
02:00.0,498.878836,8.441147,0.000012,0.000002,0,0.000001
03:00.0,499.301443,8.440909,0.000012,0.000002,0,0.000001
04:00.0,499.671431,8.440633,0.000013,0.000002,0,0.000001
05:00.0,499.963375,8.440321,0.000013,0.000002,0,0.000001
06:00.0,500.175624,8.439974,0.000014,0.000002,0,0.000001
07:00.0,500.309638,8.439597,0.000015,0.000002,0,0.000001
08:00.0,500.368717,8.439208,0.000016,0.000002,0,0.000001
09:00.0,500.357394,8.438825,0.000017,0.000002,0,0.000001
10:00.0,500.280578,8.438462,0.000018,0.000002,0,0.000001
11:00.0,500.142943,8.438125,0.000019,0.000002,0,0.000001
12:00.0,499.949054,8.437817,0.00002,0.000002,0,0.000001
13:00.0,499.704006,8.437548,0.000021,0.000002,0,0.000001
14:00.0,499.413888,8.437337,0.000022,0.000002,0,0.000001
15:00.0,499.085568,8.437206,0.000023,0.000002,0,0.000001
16:00.0,498.72602,8.437169,0.000024,0.000002,0,0.000001
17:00.0,498.341869,8.437229,0.000025,0.000002,0,0.000001
18:00.0,497.939549,8.437389,0.000026,0.000002,0,0.000001
19:00.0,497.525871,8.437656,0.000026,0.000002,0,0.000001
20:00.0,497.108494,8.438044,0.000027,0.000002,0,0.000001
21:00.0,496.696054,8.438567,0.000028,0.000002,0,0.000001
22:00.0,496.298149,8.439235,0.000029,0.000002,0,0.000001
23:00.0,495.925404,8.440056,0.00003,0.000002,0,0.000001
24:00.0,495.589564,8.441027,0.00003,0.000002,0,0.000001
25:00.0,495.303522,8.442133,0.000031,0.000002,0,0.000001
26:00.0,495.081621,8.443349,0.000032,0.000002,0,0.000001
27:00.0,494.940986,8.444648,0.000032,0.000002,0,0.000001
28:00.0,494.903966,8.446023,0.000033,0.000002,0,0.000001
29:00.0,494.999867,8.447485,0.000033,0.000002,0,0.000001
30:00.0,495.262308,8.449049,0.000034,0.000002,0,0.000001
31:00.0,495.719796,8.450707,0.000034,0.000002,0,0.000001
32:00.0,496.383225,8.452424,0.000035,0.000002,0,0.000001
33:00.0,497.240142,8.454159,0.000035,0.000002,0,0.000001
34:00.0,498.260771,8.455888,0.000035,0.000002,0,0.000001
35:00.0,499.408442,8.45761,0.000035,0.000002,0,0.000001
36:00.0,500.645196,8.459325,0.000035,0.000002,0,0.000001
37:00.0,501.93256,8.461018,0.000035,0.000002,0,0.000001
38:00.0,503.232437,8.462658,0.000035,0.000002,0,0.000001
39:00.0,504.509659,8.464217,0.000035,0.000002,0,0.000001
40:00.0,505.733694,8.465677,0.000035,0.000002,0,0.000001
41:00.0,506.87797,8.467025,0.000035,0.000002,0,0.000001
42:00.0,507.918495,8.468244,0.000034,0.000002,0,0.000001
43:00.0,508.834089,8.469314,0.000034,0.000002,0,0.000001
44:00.0,509.607732,8.470223,0.000033,0.000002,0,0.000001
45:00.0,510.226633,8.470968,0.000032,0.000002,0,0.000001
46:00.0,510.680238,8.471546,0.000031,0.000002,0,0.000001
47:00.0,510.958454,8.471943,0.00003,0.000002,0,0.000001
48:00.0,511.052582,8.472136,0.00003,0.000002,0,0.000001
49:00.0,510.958405,8.472113,0.000029,0.000002,0,0.000001
50:00.0,510.678413,8.471878,0.000028,0.000002,0,0.000001
51:00.0,510.221101,8.471452,0.000027,0.000002,0,0.000001
52:00.0,509.598331,8.470856,0.000026,0.000002,0,0
53:00.0,508.823155,8.470102,0.000025,0.000002,0,0
54:00.0,507.909752,8.469199,0.000024,0.000002,0,0
55:00.0,506.874549,8.468152,0.000023,0.000002,0,0
56:00.0,505.73641,8.466973,0.000021,0.000002,0,0
57:00.0,504.517078,8.465675,0.00002,0.000002,0,0
58:00.0,503.241234,8.464274,0.000019,0.000002,0,0.000001
59:00.0,501.936731,8.462786,0.000017,0.000002,0,0.000001
00:00.0,500.635038,8.461228,0.000016,0.000002,0.000001,0.000001
01:00.0,499.371721,8.459623,0.000015,0.000002,0.000001,0.000001
02:00.0,498.186201,8.457996,0.000014,0.000002,0.000001,0.000001
03:00.0,497.11972,8.456371,0.000013,0.000002,0.000001,0.000001
04:00.0,496.210934,8.45477,0.000013,0.000002,0.000001,0.000001
05:00.0,495.489905,8.453203,0.000012,0.000002,0.000001,0.000001
06:00.0,494.972326,8.451682,0.000012,0.000002,0.000001,0.000001
07:00.0,494.656313,8.450223,0.000012,0.000002,0.000001,0.000001
08:00.0,494.523634,8.448852,0.000012,0.000002,0.000001,0.000001
09:00.0,494.545423,8.447586,0.000012,0.000002,0,0.000001
10:00.0,494.689916,8.446423,0.000012,0.000002,0,0.000001
11:00.0,494.928965,8.445348,0.000012,0.000002,0,0.000001
12:00.0,495.24102,8.444357,0.000012,0.000002,0,0.000001
13:00.0,495.610262,8.443466,0.000012,0.000002,0,0.000001
14:00.0,496.023657,8.4427,0.000012,0.000002,0,0.000001
15:00.0,496.468679,8.442068,0.000011,0.000002,0,0.000001
16:00.0,496.933116,8.44156,0.000011,0.000002,0,0.000001
17:00.0,497.40614,8.441155,0.000011,0.000002,0,0.000001
18:00.0,497.878808,8.440842,0.000011,0.000002,0,0.000001
19:00.0,498.343356,8.440618,0.00001,0.000002,0,0.000001
20:00.0,498.792316,8.440476,0.00001,0.000002,0,0.000001
21:00.0,499.21852,8.440406,0.00001,0.000002,0,0.000001
22:00.0,499.615622,8.440398,0.00001,0.000002,0,0.000001
23:00.0,499.977919,8.440458,0.00001,0.000002,0,0.000001
24:00.0,500.299248,8.440589,0.00001,0.000002,0,0.000001
25:00.0,500.572194,8.44078,0.00001,0.000002,0,0.000001
26:00.0,500.788689,8.441008,0.00001,0.000002,0,0.000001
27:00.0,500.941284,8.441252,0.00001,0.000002,0,0.000001
28:00.0,501.023396,8.441504,0.00001,0.000002,0,0.000001
29:00.0,501.028407,8.441762,0.00001,0.000002,0,0.000001
30:00.0,500.949076,8.442005,0.00001,0.000002,0,0.000001
31:00.0,500.7786,8.442203,0.00001,0.000002,0,0.000001
32:00.0,500.512985,8.442334,0.000011,0.000002,0,0.000001
33:00.0,500.15236,8.4424,0.000011,0.000002,0,0.000001
34:00.0,499.701722,8.442411,0.000011,0.000002,0,0.000001
35:00.0,499.182584,8.442366,0.000011,0.000002,0,0.000001
36:00.0,498.790595,8.442246,0.000011,0.000002,0,0.000001
37:00.0,499.022477,8.442041,0.000012,0.000002,0,0.000001
38:00.0,499.376786,8.441766,0.000012,0.000002,0,0.000001
39:00.0,499.674372,8.44145,0.000013,0.000002,0,0.000001
40:00.0,499.898097,8.441112,0.000014,0.000002,0,0
41:00.0,500.045614,8.440752,0.000015,0.000002,0,0
42:00.0,500.117328,8.440363,0.000015,0.000002,0,0
43:00.0,500.115601,8.43995,0.000016,0.000002,0,0
44:00.0,500.044757,8.439532,0.000017,0.000002,0,0
45:00.0,499.910338,8.439129,0.000018,0.000002,0,0.000001
46:00.0,499.718358,8.438758,0.000019,0.000002,0,0.000001
47:00.0,499.475179,8.438434,0.00002,0.000002,0,0.000001
48:00.0,499.187621,8.438177,0.000021,0.000002,0,0.000001
49:00.0,498.862686,8.438005,0.000022,0.000002,0.000001,0.000001
50:00.0,498.507031,8.437926,0.000023,0.000002,0.000001,0.000001
51:00.0,498.126905,8.437942,0.000024,0.000002,0.000001,0.000001
52:00.0,497.728662,8.438059,0.000025,0.000002,0.000001,0.000001
