Time (UTCG),Semi-major Axis (km),Apogee Altitude (km),Period (sec),,,
26:00.0,6768.694989,396.363757,5542.024,1560,0.018055556,4.94334E-05
27:00.0,6768.965965,396.359457,5542.357,1620,0.01875,5.13347E-05
28:00.0,6769.318915,396.520493,5542.79,1680,0.019444444,5.3236E-05
29:00.0,6769.747141,396.878957,5543.316,1740,0.020138889,5.51373E-05
30:00.0,6770.24191,397.454897,5543.924,1800,0.020833333,5.70386E-05
31:00.0,6770.793443,398.248667,5544.601,1860,0.021527778,5.89398E-05
32:00.0,6771.390953,399.238814,5545.335,1920,0.022222222,6.08411E-05
33:00.0,6772.022177,400.386476,5546.111,1980,0.022916667,6.27424E-05
34:00.0,6772.673772,401.644229,5546.911,2040,0.023611111,6.46437E-05
35:00.0,6773.332989,402.965894,5547.721,2100,0.024305556,6.6545E-05
36:00.0,6773.989098,404.312868,5548.527,2160,0.025,6.84463E-05
37:00.0,6774.632899,405.654028,5549.318,2220,0.025694444,7.03476E-05
38:00.0,6775.25477,406.961126,5550.082,2280,0.026388889,7.22488E-05
39:00.0,6775.843512,408.20535,5550.806,2340,0.027083333,7.41501E-05
40:00.0,6776.387286,409.358362,5551.474,2400,0.027777778,7.60514E-05
41:00.0,6776.875278,410.395201,5552.074,2460,0.028472222,7.79527E-05
42:00.0,6777.297819,411.294285,5552.593,2520,0.029166667,7.9854E-05
43:00.0,6777.644963,412.03427,5553.02,2580,0.029861111,8.17553E-05
44:00.0,6777.905931,412.592648,5553.34,2640,0.030555556,8.36566E-05
45:00.0,6778.071216,412.949731,5553.543,2700,0.03125,8.55578E-05
46:00.0,6778.135961,413.095323,5553.623,2760,0.031944444,8.74591E-05
47:00.0,6778.101407,413.031603,5553.581,2820,0.032638889,8.93604E-05
48:00.0,6777.972956,412.769247,5553.423,2880,0.033333333,9.12617E-05
49:00.0,6777.756658,412.320396,5553.157,2940,0.034027778,9.3163E-05
50:00.0,6777.457194,411.694674,5552.789,3000,0.034722222,9.50643E-05
51:00.0,6777.078661,410.90084,5552.324,3060,0.035416667,9.69655E-05
52:00.0,6776.626756,409.951317,5551.768,3120,0.036111111,9.88668E-05
53:00.0,6776.110007,408.864794,5551.133,3180,0.036805556,0.000100768
54:00.0,6775.539169,407.665216,5550.432,3240,0.0375,0.000102669
55:00.0,6774.925345,406.378317,5549.678,3300,0.038194444,0.000104571
56:00.0,6774.279044,405.030277,5548.883,3360,0.038888889,0.000106472
57:00.0,6773.61099,403.650121,5548.063,3420,0.039583333,0.000108373
58:00.0,6772.933638,402.273488,5547.23,3480,0.040277778,0.000110275
59:00.0,6772.261344,400.943356,5546.405,3540,0.040972222,0.000112176
00:00.0,6771.60843,399.705807,5545.602,3600,0.041666667,0.000114077
01:00.0,6770.986696,398.603825,5544.839,3660,0.042361111,0.000115978
02:00.0,6770.404842,397.673425,5544.124,3720,0.043055556,0.00011788
03:00.0,6769.870392,396.941987,5543.468,3780,0.04375,0.000119781
04:00.0,6769.39214,396.42481,5542.88,3840,0.044444444,0.000121682
05:00.0,6768.980609,396.119824,5542.375,3900,0.045138889,0.000123584
06:00.0,6768.646159,396.006638,5541.964,3960,0.045833333,0.000125485
07:00.0,6768.396562,396.053125,5541.657,4020,0.046527778,0.000127386
08:00.0,6768.236033,396.224933,5541.46,4080,0.047222222,0.000129287
09:00.0,6768.16601,396.492092,5541.374,4140,0.047916667,0.000131189
10:00.0,6768.186548,396.831125,5541.4,4200,0.048611111,0.00013309
11:00.0,6768.297071,397.224089,5541.535,4260,0.049305556,0.000134991
12:00.0,6768.496065,397.656546,5541.78,4320,0.05,0.000136893
13:00.0,6768.780205,398.115827,5542.129,4380,0.050694444,0.000138794
14:00.0,6769.143825,398.590241,5542.575,4440,0.051388889,0.000140695
15:00.0,6769.579305,399.069132,5543.11,4500,0.052083333,0.000142596
16:00.0,6770.078059,399.543098,5543.723,4560,0.052777778,0.000144498
17:00.0,6770.631117,400.003706,5544.402,4620,0.053472222,0.000146399
18:00.0,6771.228807,400.442758,5545.136,4680,0.054166667,0.0001483
19:00.0,6771.860232,400.85181,5545.912,4740,0.054861111,0.000150202
20:00.0,6772.513475,401.222373,5546.714,4800,0.055555556,0.000152103
21:00.0,6773.176364,401.546301,5547.529,4860,0.05625,0.000154004
22:00.0,6773.836722,401.81566,5548.34,4920,0.056944444,0.000155905
23:00.0,6774.48191,402.022401,5549.133,4980,0.057638889,0.000157807
24:00.0,6775.098935,402.15883,5549.891,5040,0.058333333,0.000159708
25:00.0,6775.676035,402.218994,5550.6,5100,0.059027778,0.000161609
26:00.0,6776.204311,402.199365,5551.249,5160,0.059722222,0.000163511
27:00.0,6776.677097,402.097332,5551.83,5220,0.060416667,0.000165412
28:00.0,6777.087045,401.908488,5552.334,5280,0.061111111,0.000167313
29:00.0,6777.424124,401.625761,5552.748,5340,0.061805556,0.000169214
30:00.0,6777.677077,401.24189,5553.059,5400,0.0625,0.000171116
31:00.0,6777.837099,400.753351,5553.256,5460,0.063194444,0.000173017
32:00.0,6777.900243,400.165208,5553.333,5520,0.063888889,0.000174918
33:00.0,6777.866681,400.013861,5553.292,5580,0.064583333,0.00017682
34:00.0,6777.738879,400.535257,5553.135,5640,0.065277778,0.000178721
35:00.0,6777.521325,400.969474,5552.868,5700,0.065972222,0.000180622
36:00.0,6777.221476,401.311166,5552.499,5760,0.066666667,0.000182523
37:00.0,6776.849422,401.564722,5552.042,5820,0.067361111,0.000184425
38:00.0,6776.41543,401.736263,5551.509,5880,0.068055556,0.000186326
39:00.0,6775.927667,401.830772,5550.909,5940,0.06875,0.000188227
40:00.0,6775.392476,401.851266,5550.252,6000,0.069444444,0.000190129
41:00.0,6774.816684,401.800242,5549.544,6060,0.070138889,0.00019203
42:00.0,6774.209177,401.681426,5548.798,6120,0.070833333,0.000193931
43:00.0,6773.580303,401.500007,5548.025,6180,0.071527778,0.000195832
44:00.0,6772.940372,401.261609,5547.239,6240,0.072222222,0.000197734
45:00.0,6772.299241,400.971585,5546.451,6300,0.072916667,0.000199635
46:00.0,6771.66718,400.635447,5545.675,6360,0.073611111,0.000201536
47:00.0,6771.055586,400.259714,5544.923,6420,0.074305556,0.000203438
48:00.0,6770.476549,399.852171,5544.212,6480,0.075,0.000205339
49:00.0,6769.941736,399.421405,5543.555,6540,0.075694444,0.00020724
50:00.0,6769.461656,398.976296,5542.966,6600,0.076388889,0.000209141
51:00.0,6769.045626,398.525976,5542.455,6660,0.077083333,0.000211043
52:00.0,6768.701893,398.080159,5542.032,6720,0.077777778,0.000212944
53:00.0,6768.437361,397.649414,5541.708,6780,0.078472222,0.000214845
54:00.0,6768.256994,397.245187,5541.486,6840,0.079166667,0.000216747
55:00.0,6768.1635,396.879884,5541.371,6900,0.079861111,0.000218648
56:00.0,6768.157756,396.567547,5541.364,6960,0.080555556,0.000220549
57:00.0,6768.239593,396.325374,5541.465,7020,0.08125,0.00022245
58:00.0,6768.408003,396.175368,5541.671,7080,0.081944444,0.000224352
59:00.0,6768.660305,396.144665,5541.981,7140,0.082638889,0.000226253
00:00.0,6768.991207,396.263259,5542.388,7200,0.083333333,0.000228154
01:00.0,6769.393221,396.559329,5542.881,7260,0.084027778,0.000230056
02:00.0,6769.858468,397.053772,5543.453,7320,0.084722222,0.000231957
03:00.0,6770.379904,397.755185,5544.093,7380,0.085416667,0.000233858
04:00.0,6770.9502,398.655356,5544.794,7440,0.086111111,0.000235759
05:00.0,6771.55927,399.726629,5545.542,7500,0.086805556,0.000237661
06:00.0,6772.193503,400.925227,5546.321,7560,0.0875,0.000239562
07:00.0,6772.838076,402.201642,5547.113,7620,0.088194444,0.000241463
08:00.0,6773.480122,403.511778,5547.902,7680,0.088888889,0.000243365
09:00.0,6774.109416,404.820766,5548.675,7740,0.089583333,0.000245266
10:00.0,6774.716359,406.099012,5549.421,7800,0.090277778,0.000247167
11:00.0,6775.290316,407.317792,5550.126,7860,0.090972222,0.000249068
12:00.0,6775.820602,408.450219,5550.778,7920,0.091666667,0.00025097
13:00.0,6776.298636,409.475067,5551.365,7980,0.092361111,0.000252871
14:00.0,6776.718139,410.37697,5551.881,8040,0.093055556,0.000254772
15:00.0,6777.072912,411.141703,5552.317,8100,0.09375,0.000256674
16:00.0,6777.354963,411.752087,5552.663,8160,0.094444444,0.000258575
17:00.0,6777.555313,412.189324,5552.909,8220,0.095138889,0.000260476
18:00.0,6777.666437,412.437763,5553.046,8280,0.095833333,0.000262377
19:00.0,6777.683665,412.487672,5553.067,8340,0.096527778,0.000264279
20:00.0,6777.604836,412.334517,5552.97,8400,0.097222222,0.00026618
21:00.0,6777.43,411.978355,5552.755,8460,0.097916667,0.000268081
22:00.0,6777.162427,411.425893,5552.427,8520,0.098611111,0.000269983
23:00.0,6776.809625,410.69258,5551.993,8580,0.099305556,0.000271884
24:00.0,6776.382221,409.800455,5551.468,8640,0.1,0.000273785
25:00.0,6775.890906,408.772142,5550.864,8700,0.100694444,0.000275686
26:00.0,6775.344235,407.626703,5550.192,8760,0.101388889,0.000277588
27:00.0,6774.749498,406.38185,5549.462,8820,0.102083333,0.000279489
28:00.0,6774.115688,405.060478,5548.683,8880,0.102777778,0.00028139
29:00.0,6773.455726,403.695607,5547.872,8940,0.103472222,0.000283292
30:00.0,6772.785485,402.328704,5547.048,9000,0.104166667,0.000285193
31:00.0,6772.120311,401.002894,5546.231,9060,0.104861111,0.000287094
32:00.0,6771.472014,399.757321,5545.435,9120,0.105555556,0.000288995
33:00.0,6770.84892,398.627608,5544.67,9180,0.10625,0.000290897
34:00.0,6770.258876,397.650293,5543.945,9240,0.106944444,0.000292798
35:00.0,6769.712286,396.862531,5543.273,9300,0.107638889,0.000294699
36:00.0,6769.222102,396.291297,5542.671,9360,0.108333333,0.000296601
37:00.0,6768.800534,395.939713,5542.154,9420,0.109027778,0.000298502
38:00.0,6768.455549,395.785302,5541.73,9480,0.109722222,0.000300403
39:00.0,6768.190503,395.792463,5541.404,9540,0.110416667,0.000302304
40:00.0,6768.006998,395.926841,5541.179,9600,0.111111111,0.000304206
41:00.0,6767.907806,396.161641,5541.057,9660,0.111805556,0.000306107
42:00.0,6767.896906,396.476295,5541.044,9720,0.1125,0.000308008
43:00.0,6767.976996,396.853023,5541.142,9780,0.113194444,0.000309909
44:00.0,6768.147312,397.275241,5541.351,9840,0.113888889,0.000311811
45:00.0,6768.403657,397.728022,5541.666,9900,0.114583333,0.000313712
46:00.0,6768.73996,398.198829,5542.079,9960,0.115277778,0.000315613
47:00.0,6769.149471,398.677283,5542.582,10020,0.115972222,0.000317515
48:00.0,6769.62486,399.154238,5543.166,10080,0.116666667,0.000319416
49:00.0,6770.157806,399.620986,5543.821,10140,0.117361111,0.000321317
50:00.0,6770.738808,400.068908,5544.534,10200,0.118055556,0.000323218
51:00.0,6771.357256,400.489409,5545.294,10260,0.11875,0.00032512
52:00.0,6772.001668,400.873999,5546.086,10320,0.119444444,0.000327021
53:00.0,6772.660107,401.214498,5546.894,10380,0.120138889,0.000328922
54:00.0,6773.320638,401.503131,5547.706,10440,0.120833333,0.000330824
55:00.0,6773.971323,401.732227,5548.505,10500,0.121527778,0.000332725
56:00.0,6774.599744,401.893784,5549.277,10560,0.122222222,0.000334626
57:00.0,6775.192884,401.979657,5550.006,10620,0.122916667,0.000336527
58:00.0,6775.738131,401.982656,5550.676,10680,0.123611111,0.000338429
59:00.0,6776.22484,401.897689,5551.274,10740,0.124305556,0.00034033
00:00.0,6776.645009,401.721808,5551.791,10800,0.125,0.000342231
01:00.0,6776.992496,401.453173,5552.218,10860,0.125694444,0.000344133
02:00.0,6777.262151,401.090421,5552.549,10920,0.126388889,0.000346034
03:00.0,6777.449607,400.632931,5552.779,10980,0.127083333,0.000347935
04:00.0,6777.551981,400.081556,5552.905,11040,0.127777778,0.000349836
05:00.0,6777.567857,399.443971,5552.925,11100,0.128472222,0.000351738
06:00.0,6777.496208,400.013762,5552.837,11160,0.129166667,0.000353639
07:00.0,6777.335551,400.514383,5552.639,11220,0.129861111,0.00035554
08:00.0,6777.084761,400.92091,5552.331,11280,0.130555556,0.000357442
09:00.0,6776.745249,401.229925,5551.914,11340,0.13125,0.000359343
10:00.0,6776.322774,401.441242,5551.395,11400,0.131944444,0.000361244
11:00.0,6775.827574,401.558559,5550.786,11460,0.132638889,0.000363145
12:00.0,6775.272998,401.588694,5550.105,11520,0.133333333,0.000365047
13:00.0,6774.673647,401.540139,5549.368,11580,0.134027778,0.000366948
14:00.0,6774.043798,401.421681,5548.594,11640,0.134722222,0.000368849
15:00.0,6773.396431,401.241443,5547.799,11700,0.135416667,0.000370751
16:00.0,6772.743046,401.00652,5546.996,11760,0.136111111,0.000372652
17:00.0,6772.094237,400.723284,5546.199,11820,0.136805556,0.000374553
18:00.0,6771.460544,400.398099,5545.421,11880,0.1375,0.000376454
19:00.0,6770.852731,400.037898,5544.674,11940,0.138194444,0.000378356
20:00.0,6770.281173,399.650131,5543.972,12000,0.138888889,0.000380257
21:00.0,6769.754833,399.242189,5543.326,12060,0.139583333,0.000382158
22:00.0,6769.280769,398.820818,5542.743,12120,0.140277778,0.00038406
23:00.0,6768.864703,398.392132,5542.232,12180,0.140972222,0.000385961
24:00.0,6768.512291,397.962406,5541.8,12240,0.141666667,0.000387862
25:00.0,6768.230134,397.539371,5541.453,12300,0.142361111,0.000389763
26:00.0,6768.025604,397.133341,5541.202,12360,0.143055556,0.000391665
27:00.0,6767.905449,396.757633,5541.054,12420,0.14375,0.000393566
28:00.0,6767.874124,396.428339,5541.016,12480,0.144444444,0.000395467
29:00.0,6767.932992,396.164144,5541.088,12540,0.145138889,0.000397369
30:00.0,6768.08062,395.986735,5541.269,12600,0.145833333,0.00039927
31:00.0,6768.313448,395.92145,5541.555,12660,0.146527778,0.000401171
32:00.0,6768.626209,395.996889,5541.939,12720,0.147222222,0.000403072
33:00.0,6769.012373,396.242311,5542.414,12780,0.147916667,0.000404974
34:00.0,6769.464929,396.682615,5542.97,12840,0.148611111,0.000406875
35:00.0,6769.976818,397.331696,5543.598,12900,0.149305556,0.000408776
36:00.0,6770.539987,398.185733,5544.29,12960,0.15,0.000410678
37:00.0,6771.143629,399.219561,5545.032,13020,0.150694444,0.000412579
38:00.0,6771.773831,400.390232,5545.806,13080,0.151388889,0.00041448
39:00.0,6772.415927,401.648178,5546.594,13140,0.152083333,0.000416381
40:00.0,6773.057643,402.949329,5547.383,13200,0.152777778,0.000418283
41:00.0,6773.689649,404.259477,5548.159,13260,0.153472222,0.000420184
42:00.0,6774.302884,405.549322,5548.913,13320,0.154166667,0.000422085
43:00.0,6774.885769,406.787754,5549.629,13380,0.154861111,0.000423987
44:00.0,6775.424651,407.941473,5550.291,13440,0.155555556,0.000425888
45:00.0,6775.906972,408.980698,5550.884,13500,0.15625,0.000427789
46:00.0,6776.32367,409.883829,5551.396,13560,0.156944444,0.00042969
47:00.0,6776.668787,410.636514,5551.82,13620,0.157638889,0.000431592
48:00.0,6776.937692,411.227859,5552.15,13680,0.158333333,0.000433493
49:00.0,6777.126403,411.648779,5552.382,13740,0.159027778,0.000435394
50:00.0,6777.232207,411.893072,5552.512,13800,0.159722222,0.000437296
51:00.0,6777.253965,411.957954,5552.539,13860,0.160416667,0.000439197
52:00.0,6777.191395,411.842583,5552.462,13920,0.161111111,0.000441098
53:00.0,6777.044429,411.546749,5552.282,13980,0.161805556,0.000442999
54:00.0,6776.813632,411.071723,5551.998,14040,0.1625,0.000444901
55:00.0,6776.501162,410.422234,5551.614,14100,0.163194444,0.000446802
56:00.0,6776.11122,409.607466,5551.135,14160,0.163888889,0.000448703
57:00.0,6775.649998,408.6411,5550.568,14220,0.164583333,0.000450605
58:00.0,6775.125673,407.541528,5549.924,14280,0.165277778,0.000452506
59:00.0,6774.54865,406.332621,5549.215,14340,0.165972222,0.000454407
00:00.0,6773.930857,405.042662,5548.456,14400,0.166666667,0.000456308
01:00.0,6773.284691,403.702735,5547.662,14460,0.167361111,0.00045821
02:00.0,6772.622338,402.346084,5546.848,14520,0.168055556,0.000460111
03:00.0,6771.955984,401.009359,5546.029,14580,0.16875,0.000462012
04:00.0,6771.298189,399.73388,5545.221,14640,0.169444444,0.000463914
05:00.0,6770.661668,398.564742,5544.44,14700,0.170138889,0.000465815
06:00.0,6770.058781,397.547287,5543.699,14760,0.170833333,0.000467716
07:00.0,6769.501318,396.72092,5543.014,14820,0.171527778,0.000469617
08:00.0,6769.000216,396.110231,5542.399,14880,0.172222222,0.000471519
09:00.0,6768.564635,395.717351,5541.864,14940,0.172916667,0.00047342
10:00.0,6768.201051,395.522823,5541.417,15000,0.173611111,0.000475321
11:00.0,6767.913906,395.495801,5541.065,15060,0.174305556,0.000477223
12:00.0,6767.707671,395.605158,5540.811,15120,0.175,0.000479124
13:00.0,6767.587936,395.824164,5540.664,15180,0.175694444,0.000481025
14:00.0,6767.559651,396.129422,5540.63,15240,0.176388889,0.000482926
15:00.0,6767.624049,396.499143,5540.709,15300,0.177083333,0.000484828
16:00.0,6767.777684,396.913784,5540.897,15360,0.177777778,0.000486729
17:00.0,6768.014719,397.357895,5541.188,15420,0.178472222,0.00048863
18:00.0,6768.329794,397.820422,5541.575,15480,0.179166667,0.000490532
19:00.0,6768.7184,398.292657,5542.053,15540,0.179861111,0.000492433
20:00.0,6769.174937,398.765823,5542.613,15600,0.180555556,0.000494334
21:00.0,6769.691236,399.230371,5543.248,15660,0.18125,0.000496235
22:00.0,6770.257154,399.676899,5543.943,15720,0.181944444,0.000498137
23:00.0,6770.862059,400.096968,5544.686,15780,0.182638889,0.000500038
24:00.0,6771.49533,400.482809,5545.464,15840,0.183333333,0.000501939
25:00.0,6772.145782,400.826585,5546.263,15900,0.184027778,0.000503841
26:00.0,6772.801359,401.120273,5547.068,15960,0.184722222,0.000505742
27:00.0,6773.449741,401.356205,5547.865,16020,0.185416667,0.000507643
28:00.0,6774.07916,401.527468,5548.638,16080,0.186111111,0.000509544
29:00.0,6774.678588,401.627711,5549.374,16140,0.186805556,0.000511446
30:00.0,6775.23734,401.650668,5550.061,16200,0.1875,0.000513347
31:00.0,6775.744699,401.589968,5550.684,16260,0.188194444,0.000515248
32:00.0,6776.190025,401.439481,5551.232,16320,0.188888889,0.00051715
33:00.0,6776.56346,401.194138,5551.69,16380,0.189583333,0.000519051
34:00.0,6776.857123,400.85099,5552.051,16440,0.190277778,0.000520952
35:00.0,6777.065862,400.409743,5552.308,16500,0.190972222,0.000522853
36:00.0,6777.187002,399.872797,5552.457,16560,0.191666667,0.000524755
37:00.0,6777.219423,399.25818,5552.497,16620,0.192361111,0.000526656
38:00.0,6777.163114,399.548834,5552.427,16680,0.193055556,0.000528557
39:00.0,6777.019778,400.066633,5552.251,16740,0.19375,0.000530459
40:00.0,6776.793306,400.497777,5551.973,16800,0.194444444,0.00053236
41:00.0,6776.488682,400.841154,5551.599,16860,0.195138889,0.000534261
42:00.0,6776.110084,401.097286,5551.133,16920,0.195833333,0.000536162
43:00.0,6775.660719,401.265533,5550.581,16980,0.196527778,0.000538064
44:00.0,6775.145373,401.345439,5549.948,17040,0.197222222,0.000539965
45:00.0,6774.573146,401.33952,5549.245,17100,0.197916667,0.000541866
46:00.0,6773.957124,401.254231,5548.488,17160,0.198611111,0.000543768
47:00.0,6773.311142,401.097951,5547.694,17220,0.199305556,0.000545669
48:00.0,6772.647253,400.878272,5546.879,17280,0.2,0.00054757
49:00.0,6771.976463,400.601424,5546.055,17340,0.200694444,0.000549471
50:00.0,6771.311206,400.273946,5545.237,17400,0.201388889,0.000551373
51:00.0,6770.666095,399.904223,5544.445,17460,0.202083333,0.000553274
52:00.0,6770.055983,399.502119,5543.696,17520,0.202777778,0.000555175
53:00.0,6769.493576,399.077426,5543.005,17580,0.203472222,0.000557077
54:00.0,6768.988878,398.638956,5542.385,17640,0.204166667,0.000558978
55:00.0,6768.550186,398.194978,5541.846,17700,0.204861111,0.000560879
56:00.0,6768.184815,397.754155,5541.397,17760,0.205555556,0.00056278
57:00.0,6767.898731,397.326008,5541.046,17820,0.20625,0.000564682
58:00.0,6767.695689,396.920783,5540.797,17880,0.206944444,0.000566583
59:00.0,6767.576813,396.549166,5540.651,17940,0.207638889,0.000568484
00:00.0,6767.541072,396.222354,5540.607,18000,0.208333333,0.000570386
01:00.0,6767.586725,395.95314,5540.663,18060,0.209027778,0.000572287
02:00.0,6767.713058,395.758401,5540.818,18120,0.209722222,0.000574188
03:00.0,6767.920836,395.662078,5541.073,18180,0.210416667,0.000576089
04:00.0,6768.21039,395.695833,5541.429,18240,0.211111111,0.000577991
05:00.0,6768.578599,395.894507,5541.881,18300,0.211805556,0.000579892
06:00.0,6769.017751,396.286864,5542.42,18360,0.2125,0.000581793
07:00.0,6769.517553,396.886723,5543.034,18420,0.213194444,0.000583695
08:00.0,6770.068015,397.689853,5543.71,18480,0.213888889,0.000585596
09:00.0,6770.660095,398.676056,5544.438,18540,0.214583333,0.000587497
10:00.0,6771.284039,399.812369,5545.204,18600,0.215277778,0.000589398
11:00.0,6771.928213,401.057198,5545.995,18660,0.215972222,0.0005913
12:00.0,6772.580021,402.366738,5546.796,18720,0.216666667,0.000593201
13:00.0,6773.227342,403.700648,5547.591,18780,0.217361111,0.000595102
14:00.0,6773.858492,405.023022,5548.367,18840,0.218055556,0.000597004
15:00.0,6774.461305,406.300237,5549.107,18900,0.21875,0.000598905
16:00.0,6775.023251,407.500397,5549.798,18960,0.219444444,0.000600806
17:00.0,6775.532622,408.595074,5550.424,19020,0.220138889,0.000602707
18:00.0,6775.979059,409.559961,5550.972,19080,0.220833333,0.000604609
19:00.0,6776.353144,410.373669,5551.432,19140,0.221527778,0.00060651
20:00.0,6776.646891,411.018363,5551.793,19200,0.222222222,0.000608411
21:00.0,6776.855739,411.483543,5552.05,19260,0.222916667,0.000610313
22:00.0,6776.979489,411.767869,5552.202,19320,0.223611111,0.000612214
23:00.0,6777.019863,411.87424,5552.251,19380,0.224305556,0.000614115
24:00.0,6776.976779,411.802222,5552.198,19440,0.225,0.000616016
25:00.0,6776.84785,411.546945,5552.04,19500,0.225694444,0.000617918
26:00.0,6776.631968,411.106262,5551.775,19560,0.226388889,0.000619819
27:00.0,6776.332591,410.48739,5551.407,19620,0.227083333,0.00062172
28:00.0,6775.956806,409.705096,5550.945,19680,0.227777778,0.000623622
29:00.0,6775.511897,408.774923,5550.398,19740,0.228472222,0.000625523
30:00.0,6775.004078,407.710886,5549.774,19800,0.229166667,0.000627424
31:00.0,6774.440703,406.530252,5549.082,19860,0.229861111,0.000629325
32:00.0,6773.832284,405.257895,5548.335,19920,0.230555556,0.000631227
33:00.0,6773.191495,403.92459,5547.547,19980,0.23125,0.000633128
34:00.0,6772.530794,402.562804,5546.736,20040,0.231944444,0.000635029
35:00.0,6771.86169,401.206121,5545.914,20100,0.232638889,0.000636931
36:00.0,6771.195841,399.892334,5545.096,20160,0.233333333,0.000638832
37:00.0,6770.54569,398.664839,5544.297,20220,0.234027778,0.000640733
38:00.0,6769.923711,397.569722,5543.533,20280,0.234722222,0.000642634
39:00.0,6769.341726,396.650309,5542.818,20340,0.235416667,0.000644536
40:00.0,6768.811125,395.939971,5542.167,20400,0.236111111,0.000646437
41:00.0,6768.342844,395.453325,5541.591,20460,0.236805556,0.000648338
42:00.0,6767.946241,395.181337,5541.104,20520,0.2375,0.00065024
43:00.0,6767.628205,395.096702,5540.714,20580,0.238194444,0.000652141
44:00.0,6767.393877,395.165714,5540.426,20640,0.238888889,0.000654042
45:00.0,6767.24781,395.356915,5540.247,20700,0.239583333,0.000655943
46:00.0,6767.193368,395.643125,5540.18,20760,0.240277778,0.000657845
47:00.0,6767.230926,396.000737,5540.226,20820,0.240972222,0.000659746
48:00.0,6767.357771,396.410145,5540.382,20880,0.241666667,0.000661647
49:00.0,6767.570518,396.856723,5540.643,20940,0.242361111,0.000663549
50:00.0,6767.866933,397.329759,5541.007,21000,0.243055556,0.00066545
51:00.0,6768.244329,397.819269,5541.47,21060,0.24375,0.000667351
52:00.0,6768.696258,398.313657,5542.025,21120,0.244444444,0.000669252
53:00.0,6769.211721,398.800447,5542.659,21180,0.245138889,0.000671154
54:00.0,6769.777866,399.268638,5543.354,21240,0.245833333,0.000673055
55:00.0,6770.382797,399.709607,5544.097,21300,0.246527778,0.000674956
56:00.0,6771.015605,400.115818,5544.874,21360,0.247222222,0.000676858
57:00.0,6771.664929,400.479509,5545.672,21420,0.247916667,0.000678759
58:00.0,6772.318902,400.79304,5546.475,21480,0.248611111,0.00068066
59:00.0,6772.966518,401.049842,5547.271,21540,0.249305556,0.000682561
00:00.0,6773.597966,401.244078,5548.047,21600,0.25,0.000684463
01:00.0,6774.203241,401.369384,5548.79,21660,0.250694444,0.000686364
02:00.0,6774.771197,401.418673,5549.488,21720,0.251388889,0.000688265
03:00.0,6775.290639,401.385475,5550.126,21780,0.252083333,0.000690167
04:00.0,6775.75195,401.26496,5550.693,21840,0.252777778,0.000692068
05:00.0,6776.147045,401.053262,5551.179,21900,0.253472222,0.000693969
06:00.0,6776.468085,400.746327,5551.573,21960,0.254166667,0.00069587
07:00.0,6776.707398,400.340421,5551.867,22020,0.254861111,0.000697772
08:00.0,6776.858763,399.833791,5552.053,22080,0.255555556,0.000699673
09:00.0,6776.918613,399.22856,5552.127,22140,0.25625,0.000701574
10:00.0,6776.885706,398.984123,5552.086,22200,0.256944444,0.000703476
11:00.0,6776.760465,399.525873,5551.933,22260,0.257638889,0.000705377
12:00.0,6776.545407,399.977936,5551.668,22320,0.258333333,0.000707278
13:00.0,6776.245841,400.336726,5551.3,22380,0.259027778,0.000709179
14:00.0,6775.869251,400.604604,5550.837,22440,0.259722222,0.000711081
