"Time (UTCG)","Semi-parameter (km)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","Arg of Perigee (deg)","RAAN (deg)","Height of Apogee (km)","Height of Perigee (km)","Sidereal Period (sec)","Orbit Count"
22 Aug 2025 09:37:41.240,6931.711897,6931.731949,0.00170081,44.975665,156.364730,46.428280,565.384513,541.805384,5743.460265,900
23 Aug 2025 01:32:32.924,6930.937501,6930.955536,0.00161312,44.975564,161.725875,42.919708,563.999022,541.638051,5742.495318,910
23 Aug 2025 17:27:14.681,6930.120191,6930.136279,0.00152365,44.975491,167.463998,39.410359,562.558377,541.440181,5741.477181,920
24 Aug 2025 09:21:46.244,6929.302872,6929.317087,0.00143225,44.975439,173.601979,35.900202,561.104623,541.255551,5740.459185,930
25 Aug 2025 01:16:07.636,6928.489420,6928.501880,0.00134105,44.975397,180.293856,32.389247,559.656382,541.073379,5739.446202,940
25 Aug 2025 17:10:18.633,6927.635941,6927.646785,0.00125115,44.975351,187.574701,28.877496,558.177309,540.842261,5738.383716,950
26 Aug 2025 09:04:18.976,6926.780940,6926.790300,0.00116246,44.975292,195.493727,25.364898,556.705438,540.601162,5737.319570,960
27 Aug 2025 00:58:08.721,6925.936176,6925.944241,0.00107906,44.975215,204.203791,21.851444,555.280737,540.333744,5736.268441,970
27 Aug 2025 16:51:47.685,6925.051790,6925.058744,0.00100204,44.975113,213.703689,18.337129,553.860914,539.982573,5735.168385,980
28 Aug 2025 08:45:15.588,6924.161896,6924.167909,0.00093182,44.974988,223.961679,14.821896,552.483013,539.578804,5734.061768,990
29 Aug 2025 00:38:32.453,6923.280798,6923.286080,0.00087349,44.974844,234.980023,11.305732,551.196532,539.101628,5732.966409,1000
29 Aug 2025 16:31:38.105,6922.362237,6922.366996,0.00082919,44.974686,246.437120,7.788638,549.969928,538.490065,5731.824848,1010
30 Aug 2025 08:24:32.265,6921.436155,6921.440573,0.00079895,44.974520,258.072765,4.270565,548.833473,537.773673,5730.674248,1020
31 Aug 2025 00:17:14.983,6920.524678,6920.528959,0.00078647,44.974359,269.373739,0.751511,547.834779,536.949138,5729.542115,1030
31 Aug 2025 16:09:46.162,6919.582543,6919.586867,0.00079043,44.974208,279.944234,357.231493,546.919314,535.980419,5728.372211,1040
1 Sep 2025 08:02:05.542,6918.628340,6918.632850,0.00080745,44.974074,289.598748,353.710483,546.082289,534.909411,5727.187579,1050
1 Sep 2025 23:54:13.141,6917.688673,6917.693526,0.00083762,44.973961,298.102135,350.188485,545.350959,533.762094,5726.021272,1060
2 Sep 2025 15:46:08.861,6916.717987,6916.723311,0.00087733,44.973868,305.436281,346.665527,544.654588,532.518034,5724.816692,1070
3 Sep 2025 07:37:52.395,6915.728365,6915.734272,0.00092418,44.973789,311.938164,343.141584,543.988633,531.205911,5723.588828,1080
3 Sep 2025 23:29:23.789,6914.764702,6914.771295,0.00097651,44.973721,317.546425,339.616652,543.386606,529.881985,5722.393403,1090
4 Sep 2025 15:20:42.988,6913.765549,6913.772918,0.00103245,44.973647,322.471624,336.090761,542.774023,528.497813,5721.154121,1100
5 Sep 2025 07:11:49.636,6912.744263,6912.752491,0.00109097,44.973557,327.025722,332.563865,542.157081,527.073901,5719.887561,1110
5 Sep 2025 23:02:43.776,6911.751940,6911.761097,0.00115097,44.973445,331.111431,329.035935,541.579350,525.668843,5718.657126,1120
6 Sep 2025 14:53:25.371,6910.723942,6910.734080,0.00121118,44.973300,334.844771,325.506981,540.967249,524.226911,5717.382573,1130
7 Sep 2025 06:43:54.017,6909.666635,6909.677810,0.00127172,44.973126,338.455369,321.976941,540.328011,522.753610,5716.071815,1140
7 Sep 2025 22:34:09.708,6908.637327,6908.649579,0.00133168,44.972936,341.825896,318.445767,539.712714,521.312443,5714.795946,1150
8 Sep 2025 14:24:12.389,6907.570690,6907.584032,0.00138978,44.972742,344.994177,314.913474,539.047060,519.847005,5713.473877,1160
9 Sep 2025 06:14:01.587,6906.464929,6906.479393,0.00144717,44.972563,348.158652,311.380015,538.337224,518.347561,5712.103410,1170
9 Sep 2025 22:03:37.210,6905.383385,6905.398974,0.00150249,44.972423,351.192598,307.845366,537.637292,516.886656,5710.763098,1180
10 Sep 2025 13:52:59.161,6904.261533,6904.278218,0.00155455,44.972331,354.097449,304.309577,536.874281,515.408155,5709.372857,1190
11 Sep 2025 05:42:06.869,6903.087672,6903.105460,0.00160523,44.972288,357.066411,300.772633,536.049535,513.887384,5707.918231,1200
11 Sep 2025 21:31:00.126,6901.932195,6901.951044,0.00165256,44.972291,359.957850,297.234524,535.219930,512.408158,5706.486476,1210
12 Sep 2025 13:19:38.765,6900.731091,6900.750930,0.00169556,44.972314,2.767011,293.695301,534.314568,510.913291,5704.998172,1220
13 Sep 2025 05:08:02.083,6899.462059,6899.482866,0.00173656,44.972330,5.687035,290.154928,533.327219,509.364512,5703.425740,1230
13 Sep 2025 20:56:09.732,6898.204575,6898.226263,0.00177313,44.972314,8.555674,286.613343,532.320699,507.857828,5701.867664,1240
14 Sep 2025 12:44:01.446,6896.892427,6896.914884,0.00180447,44.972239,11.384578,283.070541,531.223179,506.332588,5700.241821,1250
15 Sep 2025 04:31:36.356,6895.494815,6895.517991,0.00183332,44.972093,14.359761,279.526430,530.022663,504.739318,5698.510129,1260
15 Sep 2025 20:18:53.962,6894.101727,6894.125502,0.00185701,44.971879,17.299730,275.980888,528.790938,503.186065,5696.784070,1270
16 Sep 2025 12:05:53.872,6892.640631,6892.664854,0.00187465,44.971604,20.247150,272.433884,527.449199,501.606510,5694.973713,1280
17 Sep 2025 03:52:35.035,6891.077852,6891.102462,0.00188977,44.971289,23.367567,268.885313,525.988080,499.942844,5693.037463,1290
17 Sep 2025 19:38:56.804,6889.512322,6889.537179,0.00189944,44.970962,26.471405,265.335054,524.486410,498.313948,5691.097852,1300
18 Sep 2025 11:24:58.643,6887.862533,6887.887460,0.00190234,44.970640,29.636534,261.783101,522.853551,496.647368,5689.053849,1310
19 Sep 2025 03:10:39.329,6886.099501,6886.124454,0.00190360,44.970342,32.993435,258.229369,521.095858,494.879050,5686.869756,1320
19 Sep 2025 18:55:58.090,6884.324755,6884.349591,0.00189935,44.970081,36.365050,254.673757,519.288363,493.136818,5684.671255,1330
20 Sep 2025 10:40:54.234,6882.449624,6882.474155,0.00188793,44.969853,39.856616,251.116279,517.330798,491.343513,5682.348486,1340
21 Sep 2025 02:25:26.397,6880.454204,6880.478438,0.00187675,44.969652,43.555913,247.556845,515.254343,489.428533,5679.877091,1350
21 Sep 2025 18:09:33.685,6878.434275,6878.458069,0.00185987,44.969468,47.321133,243.995350,513.114129,487.528009,5677.375534,1360
22 Sep 2025 09:53:15.248,6876.301221,6876.324402,0.00183609,44.969278,51.267228,240.431785,510.812920,485.561884,5674.734095,1370
23 Sep 2025 01:36:29.595,6874.039516,6874.062156,0.00181480,44.969068,55.448785,236.866031,508.400203,483.450109,5671.933923,1380
23 Sep 2025 17:19:15.686,6871.738020,6871.759972,0.00178735,44.968820,59.765070,233.297953,505.905193,481.340752,5669.084792,1390
24 Sep 2025 09:01:32.517,6869.313317,6869.334454,0.00175414,44.968518,64.334152,229.727503,503.247194,479.147713,5666.083539,1400
25 Sep 2025 00:43:18.435,6866.744088,6866.764525,0.00172518,44.968155,69.192525,226.154531,500.473923,476.781128,5662.904177,1410
25 Sep 2025 16:24:32.229,6864.122614,6864.142213,0.00168977,44.967734,74.260480,222.578864,497.604002,474.406424,5659.660623,1420
26 Sep 2025 08:05:12.725,6861.362746,6861.381438,0.00165052,44.967254,79.696898,219.000435,494.569287,471.919588,5656.246471,1430
26 Sep 2025 23:45:18.068,6858.440078,6858.458002,0.00161657,44.966728,85.478464,215.419067,491.408187,469.233816,5652.631912,1440
27 Sep 2025 15:24:46.847,6855.451247,6855.468295,0.00157693,44.966177,91.575945,211.834575,488.141874,466.520716,5648.936211,1450
28 Sep 2025 07:03:37.666,6852.301386,6852.317556,0.00153617,44.965613,98.199672,208.246882,484.706857,463.654256,5645.042325,1460
28 Sep 2025 22:41:48.539,6848.989678,6849.005115,0.00150128,44.965061,105.154134,204.655801,481.150414,460.585816,5640.949561,1470
29 Sep 2025 14:19:17.759,6845.562066,6845.576732,0.00146368,44.964535,112.645959,201.061164,477.459442,457.420022,5636.714585,1480
30 Sep 2025 05:56:03.506,6841.954349,6841.968329,0.00142944,44.964048,120.756219,197.462858,473.611511,454.051147,5632.258381,1490
30 Sep 2025 21:32:03.376,6838.135497,6838.148950,0.00140263,44.963607,129.181131,193.860686,469.603366,450.420535,5627.542913,1500
1 Oct 2025 13:07:15.093,6834.157337,6834.170290,0.00137672,44.963213,138.302888,190.254440,465.442054,446.624527,5622.632192,1510
2 Oct 2025 04:41:36.229,6829.943141,6829.955755,0.00135896,44.962854,148.037117,186.643967,461.100374,442.537136,5617.431899,1520
2 Oct 2025 20:15:03.622,6825.450115,6825.462530,0.00134869,44.962519,158.099127,183.029012,456.530989,438.120072,5611.889499,1530
3 Oct 2025 11:47:34.170,6820.730677,6820.742999,0.00134410,44.962181,168.916110,179.409296,451.773746,433.438252,5606.069914,1540
4 Oct 2025 03:19:04.350,6815.663663,6815.676091,0.00135036,44.961803,180.048713,175.784579,446.742692,428.335491,5599.824224,1550
4 Oct 2025 18:49:29.376,6810.165041,6810.177627,0.00135945,44.961349,191.144175,172.154463,441.298747,422.782506,5593.049204,1560
5 Oct 2025 10:18:44.198,6804.275216,6804.288135,0.00137788,44.960791,202.347243,168.518469,435.526608,416.775661,5585.795407,1570
6 Oct 2025 01:46:42.712,6797.781584,6797.794984,0.00140403,44.960098,212.964930,164.876138,429.202310,410.113658,5577.801752,1580
6 Oct 2025 17:13:16.911,6790.585960,6790.599998,0.00143779,44.959269,223.118623,161.226768,422.226484,402.699512,5568.948532,1590
7 Oct 2025 08:38:17.710,6782.609600,6782.624615,0.00148787,44.958302,232.641220,157.569575,414.579270,394.395960,5559.140535,1600
8 Oct 2025 00:01:33.343,6773.491960,6773.508206,0.00154870,44.957191,241.473214,153.903668,405.861337,384.881075,5547.936384,1610
8 Oct 2025 15:22:47.314,6762.820382,6762.838027,0.00161526,44.955932,249.747401,150.227761,395.624760,373.777293,5534.832210,1620
9 Oct 2025 06:41:37.608,6750.102943,6750.122243,0.00169090,44.954487,257.181389,146.540134,383.399037,360.571448,5519.229299,1630
9 Oct 2025 21:57:31.878,6734.137342,6734.158179,0.00175902,44.952759,264.286965,142.838475,367.866668,344.175689,5499.661384,1640
10 Oct 2025 13:09:36.619,6712.655117,6712.676967,0.00180415,44.950513,270.610431,139.119114,346.650663,322.429271,5473.367423,1650
10 Oct 2025 14:38:27.413,6709.437601,6709.459316,0.00179903,44.935497,295.604974,122.273997,343.392829,319.251803,5469.432493,1660
10 Oct 2025 16:09:20.642,6705.962193,6705.983752,0.00179302,44.935140,295.922605,121.899216,339.870689,315.822815,5465.183216,1661
10 Oct 2025 17:40:09.472,6702.246294,6702.267651,0.00178507,44.934758,296.222867,121.524044,336.094696,312.166606,5460.641072,1662
10 Oct 2025 19:10:53.589,6698.257139,6698.278250,0.00177528,44.934347,296.497508,121.148453,332.032567,308.249932,5455.766280,1663
10 Oct 2025 20:41:32.636,6693.954216,6693.975038,0.00176367,44.933902,296.736705,120.772413,327.644031,304.032044,5450.509657,1664
10 Oct 2025 22:12:06.199,6689.285326,6689.305815,0.00175015,44.933418,296.929735,120.395887,322.876122,299.461509,5444.807842,1665
10 Oct 2025 23:42:33.790,6684.180483,6684.200587,0.00173426,44.932885,297.064989,120.018830,317.655715,294.471458,5438.575876,1666
11 Oct 2025 01:12:54.820,6678.542830,6678.562472,0.00171493,44.932293,297.128976,119.641193,311.878715,288.972228,5431.696179,1667
11 Oct 2025 02:43:08.557,6672.235346,6672.254409,0.00169026,44.931627,297.105339,119.262911,305.395222,282.839595,5424.002445,1668
11 Oct 2025 04:13:14.065,6665.058664,6665.076968,0.00165718,44.930865,296.970716,118.883905,297.985225,275.894712,5415.252782,1669
11 Oct 2025 05:43:10.105,6656.711253,6656.728529,0.00161098,44.929975,296.687704,118.504074,289.315358,267.867699,5405.081538,1670
11 Oct 2025 07:12:54.961,6646.710119,6646.725968,0.00154415,44.928906,296.189738,118.123279,278.852508,258.325428,5392.903407,1671
11 Oct 2025 08:42:26.115,6634.213702,6634.227535,0.00144400,44.927566,295.340039,117.741324,265.670358,246.510712,5377.699422,1672
11 Oct 2025 10:11:39.514,6617.529988,6617.540934,0.00128610,44.925777,293.830051,117.357914,247.914760,230.893108,5357.422968,1673
11 Oct 2025 11:40:27.651,6592.636604,6592.643389,0.00101451,44.923105,290.600346,116.972550,221.194722,207.818056,5327.216626,1674
11 Oct 2025 13:08:31.979,6545.264962,6545.266286,0.00044965,44.918013,280.289750,116.584254,170.072357,164.186214,5269.894980,1675

