Time (UTCG),Semi-major Axis (km),Apogee Altitude (km),Period (sec),,,
17:00.0,6869.651682,498.969842,5666.476,4620,0.053472222,0.000146399
18:00.0,6870.149214,499.42839,5667.092,4680,0.054166667,0.0001483
19:00.0,6870.695394,499.872584,5667.767,4740,0.054861111,0.000150202
20:00.0,6871.280912,500.294744,5668.492,4800,0.055555556,0.000152103
21:00.0,6871.895412,500.687018,5669.252,4860,0.05625,0.000154004
22:00.0,6872.52778,501.041583,5670.035,4920,0.056944444,0.000155905
23:00.0,6873.166706,501.3509,5670.826,4980,0.057638889,0.000157807
24:00.0,6873.800848,501.607623,5671.611,5040,0.058333333,0.000159708
25:00.0,6874.418599,501.80443,5672.375,5100,0.059027778,0.000161609
26:00.0,6875.008323,501.93445,5673.105,5160,0.059722222,0.000163511
27:00.0,6875.559504,501.992224,5673.787,5220,0.060416667,0.000165412
28:00.0,6876.063807,501.974112,5674.412,5280,0.061111111,0.000167313
29:00.0,6876.514505,501.877167,5674.969,5340,0.061805556,0.000169214
30:00.0,6876.90427,501.697058,5675.452,5400,0.0625,0.000171116
31:00.0,6877.224775,501.428177,5675.849,5460,0.063194444,0.000173017
32:00.0,6877.46646,501.064578,5676.148,5520,0.063888889,0.000174918
33:00.0,6877.62153,500.603421,5676.34,5580,0.064583333,0.00017682
34:00.0,6877.685895,500.05082,5676.42,5640,0.065277778,0.000178721
35:00.0,6877.659075,499.723962,5676.386,5700,0.065972222,0.000180622
36:00.0,6877.543042,500.198496,5676.243,5760,0.066666667,0.000182523
37:00.0,6877.341787,500.619672,5675.994,5820,0.067361111,0.000184425
38:00.0,6877.061718,500.956422,5675.647,5880,0.068055556,0.000186326
39:00.0,6876.711472,501.210527,5675.213,5940,0.06875,0.000188227
40:00.0,6876.30033,501.38677,5674.704,6000,0.069444444,0.000190129
41:00.0,6875.836389,501.489778,5674.13,6060,0.070138889,0.00019203
42:00.0,6875.326248,501.522868,5673.499,6120,0.070833333,0.000193931
43:00.0,6874.776388,501.488662,5672.818,6180,0.071527778,0.000195832
44:00.0,6874.194612,501.390388,5672.098,6240,0.072222222,0.000197734
45:00.0,6873.590125,501.232448,5671.35,6300,0.072916667,0.000199635
46:00.0,6872.972551,501.019919,5670.585,6360,0.073611111,0.000201536
47:00.0,6872.351237,500.757877,5669.816,6420,0.074305556,0.000203438
48:00.0,6871.735542,500.451366,5669.055,6480,0.075,0.000205339
49:00.0,6871.135484,500.105955,5668.312,6540,0.075694444,0.00020724
50:00.0,6870.561809,499.728162,5667.602,6600,0.076388889,0.000209141
51:00.0,6870.025346,499.32537,5666.938,6660,0.077083333,0.000211043
52:00.0,6869.536235,498.905445,5666.333,6720,0.077777778,0.000212944
53:00.0,6869.103579,498.476517,5665.798,6780,0.078472222,0.000214845
54:00.0,6868.735441,498.047081,5665.342,6840,0.079166667,0.000216747
55:00.0,6868.438782,497.626242,5664.975,6900,0.079861111,0.000218648
56:00.0,6868.219126,497.223878,5664.704,6960,0.080555556,0.000220549
57:00.0,6868.080159,496.850711,5664.532,7020,0.08125,0.00022245
58:00.0,6868.0237,496.518595,5664.462,7080,0.081944444,0.000224352
59:00.0,6868.050138,496.241363,5664.495,7140,0.082638889,0.000226253
00:00.0,6868.158932,496.036179,5664.629,7200,0.083333333,0.000228154
01:00.0,6868.348513,495.924702,5664.864,7260,0.084027778,0.000230056
02:00.0,6868.615578,495.932872,5665.194,7320,0.084722222,0.000231957
03:00.0,6868.954604,496.08846,5665.614,7380,0.085416667,0.000233858
04:00.0,6869.358474,496.416568,5666.113,7440,0.086111111,0.000235759
05:00.0,6869.819872,496.934316,5666.684,7500,0.086805556,0.000237661
06:00.0,6870.331927,497.646068,5667.318,7560,0.0875,0.000239562
07:00.0,6870.887174,498.540019,5668.005,7620,0.088194444,0.000241463
08:00.0,6871.47583,499.58761,5668.733,7680,0.088888889,0.000243365
09:00.0,6872.085473,500.747836,5669.488,7740,0.089583333,0.000245266
10:00.0,6872.702882,501.976006,5670.252,7800,0.090277778,0.000247167
11:00.0,6873.316322,503.232135,5671.011,7860,0.090972222,0.000249068
12:00.0,6873.916066,504.483772,5671.753,7920,0.091666667,0.00025097
13:00.0,6874.493042,505.703286,5672.467,7980,0.092361111,0.000252871
14:00.0,6875.037654,506.86463,5673.141,8040,0.093055556,0.000254772
15:00.0,6875.540363,507.943661,5673.764,8100,0.09375,0.000256674
16:00.0,6875.993179,508.920653,5674.324,8160,0.094444444,0.000258575
17:00.0,6876.389965,509.780685,5674.815,8220,0.095138889,0.000260476
18:00.0,6876.724991,510.510532,5675.23,8280,0.095833333,0.000262377
19:00.0,6876.991449,511.095388,5675.56,8340,0.096527778,0.000264279
20:00.0,6877.181693,511.519119,5675.795,8400,0.097222222,0.00026618
21:00.0,6877.288943,511.767526,5675.928,8460,0.097916667,0.000268081
22:00.0,6877.308667,511.831077,5675.953,8520,0.098611111,0.000269983
23:00.0,6877.238729,511.705178,5675.866,8580,0.099305556,0.000271884
24:00.0,6877.079119,511.389638,5675.668,8640,0.1,0.000273785
25:00.0,6876.832382,510.889527,5675.363,8700,0.100694444,0.000275686
26:00.0,6876.504328,510.216673,5674.957,8760,0.101388889,0.000277588
27:00.0,6876.103672,509.38901,5674.461,8820,0.102083333,0.000279489
28:00.0,6875.640147,508.42691,5673.887,8880,0.102777778,0.00028139
29:00.0,6875.122279,507.348889,5673.246,8940,0.103472222,0.000283292
30:00.0,6874.557636,506.172423,5672.547,9000,0.104166667,0.000285193
31:00.0,6873.954469,504.917688,5671.801,9060,0.104861111,0.000287094
32:00.0,6873.3233,503.61124,5671.019,9120,0.105555556,0.000288995
33:00.0,6872.677439,502.287451,5670.22,9180,0.10625,0.000290897
34:00.0,6872.031073,500.984976,5669.42,9240,0.106944444,0.000292798
35:00.0,6871.396637,499.741782,5668.635,9300,0.107638889,0.000294699
36:00.0,6870.783596,498.593032,5667.877,9360,0.108333333,0.000296601
37:00.0,6870.199609,497.572933,5667.154,9420,0.109027778,0.000298502
38:00.0,6869.652974,496.716318,5666.478,9480,0.109722222,0.000300403
39:00.0,6869.154024,496.053735,5665.86,9540,0.110416667,0.000302304
40:00.0,6868.714023,495.60025,5665.316,9600,0.111111111,0.000304206
41:00.0,6868.342427,495.347742,5664.856,9660,0.111805556,0.000306107
42:00.0,6868.044987,495.269272,5664.488,9720,0.1125,0.000308008
43:00.0,6867.824359,495.331445,5664.215,9780,0.113194444,0.000309909
44:00.0,6867.682409,495.504459,5664.04,9840,0.113888889,0.000311811
45:00.0,6867.621803,495.765154,5663.965,9900,0.114583333,0.000313712
46:00.0,6867.645445,496.095235,5663.994,9960,0.115277778,0.000315613
47:00.0,6867.754563,496.478782,5664.129,10020,0.115972222,0.000317515
48:00.0,6867.947458,496.901246,5664.368,10080,0.116666667,0.000319416
49:00.0,6868.219818,497.349732,5664.705,10140,0.117361111,0.000321317
50:00.0,6868.565877,497.813311,5665.133,10200,0.118055556,0.000323218
51:00.0,6868.979177,498.282683,5665.644,10260,0.11875,0.00032512
52:00.0,6869.452591,498.74946,5666.23,10320,0.119444444,0.000327021
53:00.0,6869.978069,499.205591,5666.88,10380,0.120138889,0.000328922
54:00.0,6870.546555,499.643113,5667.583,10440,0.120833333,0.000330824
55:00.0,6871.14809,500.054102,5668.328,10500,0.121527778,0.000332725
56:00.0,6871.77201,500.430723,5669.1,10560,0.122222222,0.000334626
57:00.0,6872.407258,500.765358,5669.886,10620,0.122916667,0.000336527
58:00.0,6873.042711,501.050673,5670.672,10680,0.123611111,0.000338429
59:00.0,6873.66722,501.279435,5671.445,10740,0.124305556,0.00034033
00:00.0,6874.269368,501.444252,5672.19,10800,0.125,0.000342231
01:00.0,6874.837437,501.537695,5672.894,10860,0.125694444,0.000344133
02:00.0,6875.360102,501.553067,5673.54,10920,0.126388889,0.000346034
03:00.0,6875.827544,501.485292,5674.119,10980,0.127083333,0.000347935
04:00.0,6876.231776,501.330915,5674.619,11040,0.127777778,0.000349836
05:00.0,6876.567037,501.088022,5675.034,11100,0.128472222,0.000351738
06:00.0,6876.828675,500.75548,5675.358,11160,0.129166667,0.000353639
07:00.0,6877.012733,500.332947,5675.586,11220,0.129861111,0.00035554
08:00.0,6877.116422,499.822186,5675.715,11280,0.130555556,0.000357442
09:00.0,6877.138205,499.240187,5675.742,11340,0.13125,0.000359343
10:00.0,6877.077196,499.372354,5675.666,11400,0.131944444,0.000361244
11:00.0,6876.932534,499.848191,5675.487,11460,0.132638889,0.000363145
12:00.0,6876.703685,500.244492,5675.204,11520,0.133333333,0.000365047
13:00.0,6876.39181,500.553113,5674.818,11580,0.134027778,0.000366948
14:00.0,6876.001201,500.77268,5674.334,11640,0.134722222,0.000368849
15:00.0,6875.539779,500.905266,5673.763,11700,0.135416667,0.000370751
16:00.0,6875.018474,500.955752,5673.118,11760,0.136111111,0.000372652
17:00.0,6874.449999,500.930888,5672.414,11820,0.136805556,0.000374553
18:00.0,6873.847589,500.838285,5671.668,11880,0.1375,0.000376454
19:00.0,6873.223945,500.685545,5670.897,11940,0.138194444,0.000378356
20:00.0,6872.590621,500.479667,5670.113,12000,0.138888889,0.000380257
21:00.0,6871.95804,500.226904,5669.33,12060,0.139583333,0.000382158
22:00.0,6871.336053,499.933109,5668.56,12120,0.140277778,0.00038406
23:00.0,6870.73449,499.604273,5667.816,12180,0.140972222,0.000385961
24:00.0,6870.163123,499.246826,5667.109,12240,0.141666667,0.000387862
25:00.0,6869.631017,498.867466,5666.45,12300,0.142361111,0.000389763
26:00.0,6869.145805,498.472684,5665.85,12360,0.143055556,0.000391665
27:00.0,6868.713575,498.068465,5665.315,12420,0.14375,0.000393566
28:00.0,6868.339529,497.660492,5664.853,12480,0.144444444,0.000395467
29:00.0,6868.028971,497.254926,5664.468,12540,0.145138889,0.000397369
30:00.0,6867.787856,496.859418,5664.17,12600,0.145833333,0.00039927
31:00.0,6867.62238,496.483904,5663.965,12660,0.146527778,0.000401171
32:00.0,6867.537774,496.140876,5663.861,12720,0.147222222,0.000403072
33:00.0,6867.537117,495.845301,5663.86,12780,0.147916667,0.000404974
34:00.0,6867.620872,495.614695,5663.964,12840,0.148611111,0.000406875
35:00.0,6867.787197,495.469636,5664.169,12900,0.149305556,0.000408776
36:00.0,6868.032437,495.434269,5664.473,12960,0.15,0.000410678
37:00.0,6868.351466,495.535687,5664.867,13020,0.150694444,0.000412579
38:00.0,6868.73805,495.801116,5665.346,13080,0.151388889,0.00041448
39:00.0,6869.185423,496.2527,5665.899,13140,0.152083333,0.000416381
40:00.0,6869.686569,496.901045,5666.519,13200,0.152777778,0.000418283
41:00.0,6870.233561,497.739765,5667.196,13260,0.153472222,0.000420184
42:00.0,6870.816353,498.743794,5667.917,13320,0.154166667,0.000422085
43:00.0,6871.422533,499.873493,5668.667,13380,0.154861111,0.000423987
44:00.0,6872.038926,501.083759,5669.43,13440,0.155555556,0.000425888
45:00.0,6872.653886,502.33342,5670.191,13500,0.15625,0.000427789
46:00.0,6873.257981,503.589201,5670.939,13560,0.156944444,0.00042969
47:00.0,6873.842398,504.822924,5671.662,13620,0.157638889,0.000431592
48:00.0,6874.396913,506.006597,5672.348,13680,0.158333333,0.000433493
49:00.0,6874.909828,507.11122,5672.983,13740,0.159027778,0.000435394
50:00.0,6875.369997,508.110176,5673.553,13800,0.159722222,0.000437296
51:00.0,6875.768777,508.982908,5674.046,13860,0.160416667,0.000439197
52:00.0,6876.100184,509.715081,5674.457,13920,0.161111111,0.000441098
53:00.0,6876.359729,510.296065,5674.778,13980,0.161805556,0.000442999
54:00.0,6876.543658,510.717187,5675.006,14040,0.1625,0.000444901
55:00.0,6876.649224,510.972103,5675.136,14100,0.163194444,0.000446802
56:00.0,6876.67509,511.057524,5675.168,14160,0.163888889,0.000448703
57:00.0,6876.621036,510.972594,5675.101,14220,0.164583333,0.000450605
58:00.0,6876.487375,510.717698,5674.936,14280,0.165277778,0.000452506
59:00.0,6876.27494,510.294426,5674.673,14340,0.165972222,0.000454407
00:00.0,6875.985667,509.706783,5674.315,14400,0.166666667,0.000456308
01:00.0,6875.623101,508.962259,5673.866,14460,0.167361111,0.00045821
02:00.0,6875.192474,508.072106,5673.333,14520,0.168055556,0.000460111
03:00.0,6874.700686,507.051461,5672.724,14580,0.16875,0.000462012
04:00.0,6874.156064,505.919091,5672.05,14640,0.169444444,0.000463914
05:00.0,6873.569443,504.699865,5671.324,14700,0.170138889,0.000465815
06:00.0,6872.952163,503.421111,5670.56,14760,0.170833333,0.000467716
07:00.0,6872.3157,502.112412,5669.773,14820,0.171527778,0.000469617
08:00.0,6871.671405,500.805793,5668.975,14880,0.172222222,0.000471519
09:00.0,6871.030741,499.536901,5668.182,14940,0.172916667,0.00047342
10:00.0,6870.405363,498.345404,5667.409,15000,0.173611111,0.000475321
11:00.0,6869.80675,497.27335,5666.668,15060,0.174305556,0.000477223
12:00.0,6869.245852,496.361234,5665.974,15120,0.175,0.000479124
13:00.0,6868.732976,495.641482,5665.339,15180,0.175694444,0.000481025
14:00.0,6868.277506,495.130276,5664.776,15240,0.176388889,0.000482926
15:00.0,6867.887149,494.822596,5664.293,15300,0.177083333,0.000484828
16:00.0,6867.567416,494.695781,5663.897,15360,0.177777778,0.000486729
17:00.0,6867.322296,494.719604,5663.594,15420,0.178472222,0.00048863
18:00.0,6867.155743,494.865164,5663.388,15480,0.179166667,0.000490532
19:00.0,6867.072189,495.108035,5663.285,15540,0.179861111,0.000492433
20:00.0,6867.075079,495.427179,5663.288,15600,0.180555556,0.000494334
21:00.0,6867.16471,495.803515,5663.399,15660,0.18125,0.000496235
22:00.0,6867.337714,496.220183,5663.613,15720,0.181944444,0.000498137
23:00.0,6867.588755,496.663642,5663.924,15780,0.182638889,0.000500038
24:00.0,6867.912559,497.123747,5664.324,15840,0.183333333,0.000501939
25:00.0,6868.304217,497.592258,5664.809,15900,0.184027778,0.000503841
26:00.0,6868.757909,498.061067,5665.37,15960,0.184722222,0.000505742
27:00.0,6869.265878,498.521585,5665.999,16020,0.185416667,0.000507643
28:00.0,6869.818795,498.965301,5666.683,16080,0.186111111,0.000509544
29:00.0,6870.406802,499.384372,5667.41,16140,0.186805556,0.000511446
30:00.0,6871.019938,499.771472,5668.169,16200,0.1875,0.000513347
31:00.0,6871.647802,500.119252,5668.946,16260,0.188194444,0.000515248
32:00.0,6872.279307,500.420182,5669.727,16320,0.188888889,0.00051715
33:00.0,6872.903076,500.666936,5670.499,16380,0.189583333,0.000519051
34:00.0,6873.508111,500.852784,5671.248,16440,0.190277778,0.000520952
35:00.0,6874.084082,500.971561,5671.961,16500,0.190972222,0.000522853
36:00.0,6874.621124,501.017331,5672.626,16560,0.191666667,0.000524755
37:00.0,6875.109541,500.984154,5673.23,16620,0.192361111,0.000526656
38:00.0,6875.539721,500.866187,5673.763,16680,0.193055556,0.000528557
39:00.0,6875.902436,500.658108,5674.212,16740,0.19375,0.000530459
40:00.0,6876.190574,500.356665,5674.568,16800,0.194444444,0.00053236
41:00.0,6876.398844,499.960589,5674.826,16860,0.195138889,0.000534261
42:00.0,6876.524297,499.470919,5674.982,16920,0.195833333,0.000536162
43:00.0,6876.565749,498.891707,5675.033,16980,0.196527778,0.000538064
44:00.0,6876.523175,498.570823,5674.98,17040,0.197222222,0.000539965
45:00.0,6876.397817,499.063788,5674.825,17100,0.197916667,0.000541866
46:00.0,6876.192698,499.483701,5674.571,17160,0.198611111,0.000543768
47:00.0,6875.912379,499.822764,5674.224,17220,0.199305556,0.000545669
48:00.0,6875.56164,500.08185,5673.79,17280,0.2,0.00054757
49:00.0,6875.14445,500.261523,5673.274,17340,0.200694444,0.000549471
50:00.0,6874.664809,500.36173,5672.68,17400,0.201388889,0.000551373
51:00.0,6874.129042,500.383481,5672.017,17460,0.202083333,0.000553274
52:00.0,6873.547145,500.330591,5671.297,17520,0.202777778,0.000555175
53:00.0,6872.931583,500.209548,5670.535,17580,0.203472222,0.000557077
54:00.0,6872.294718,500.02767,5669.747,17640,0.204166667,0.000558978
55:00.0,6871.647554,499.791476,5668.946,17700,0.204861111,0.000560879
56:00.0,6871.000758,499.506764,5668.145,17760,0.205555556,0.00056278
57:00.0,6870.366258,499.179868,5667.36,17820,0.20625,0.000564682
58:00.0,6869.757281,498.818462,5666.607,17880,0.206944444,0.000566583
59:00.0,6869.186742,498.431096,5665.901,17940,0.207638889,0.000568484
00:00.0,6868.66568,498.026182,5665.256,18000,0.208333333,0.000570386
01:00.0,6868.203003,497.61153,5664.684,18060,0.209027778,0.000572287
02:00.0,6867.80609,497.194696,5664.193,18120,0.209722222,0.000574188
03:00.0,6867.481154,496.783575,5663.791,18180,0.210416667,0.000576089
04:00.0,6867.232948,496.386714,5663.484,18240,0.211111111,0.000577991
05:00.0,6867.064253,496.013298,5663.275,18300,0.211805556,0.000579892
06:00.0,6866.97568,495.673092,5663.165,18360,0.2125,0.000581793
07:00.0,6866.966118,495.376684,5663.154,18420,0.213194444,0.000583695
08:00.0,6867.033846,495.13649,5663.237,18480,0.213888889,0.000585596
09:00.0,6867.177802,494.968799,5663.415,18540,0.214583333,0.000587497
10:00.0,6867.397871,494.896105,5663.688,18600,0.215277778,0.000589398
11:00.0,6867.693424,494.947564,5664.053,18660,0.215972222,0.0005913
12:00.0,6868.061057,495.155192,5664.508,18720,0.216666667,0.000593201
13:00.0,6868.493668,495.545766,5665.043,18780,0.217361111,0.000595102
14:00.0,6868.981871,496.13235,5665.647,18840,0.218055556,0.000597004
15:00.0,6869.516258,496.910646,5666.308,18900,0.21875,0.000598905
16:00.0,6870.088146,497.860942,5667.016,18960,0.219444444,0.000600806
17:00.0,6870.688435,498.951982,5667.759,19020,0.220138889,0.000602707
18:00.0,6871.30648,500.145023,5668.524,19080,0.220833333,0.000604609
19:00.0,6871.930526,501.39899,5669.296,19140,0.221527778,0.00060651
20:00.0,6872.549006,502.675498,5670.061,19200,0.222222222,0.000608411
21:00.0,6873.151016,503.940736,5670.806,19260,0.222916667,0.000610313
22:00.0,6873.725752,505.16418,5671.518,19320,0.223611111,0.000612214
23:00.0,6874.26222,506.317321,5672.182,19380,0.224305556,0.000614115
24:00.0,6874.749857,507.374243,5672.785,19440,0.225,0.000616016
25:00.0,6875.17915,508.312432,5673.316,19500,0.225694444,0.000617918
26:00.0,6875.541548,509.112259,5673.765,19560,0.226388889,0.000619819
27:00.0,6875.829522,509.756788,5674.122,19620,0.227083333,0.00062172
28:00.0,6876.037773,510.233967,5674.379,19680,0.227777778,0.000623622
29:00.0,6876.164566,510.539228,5674.536,19740,0.228472222,0.000625523
30:00.0,6876.211057,510.674135,5674.594,19800,0.229166667,0.000627424
31:00.0,6876.17855,510.640839,5674.554,19860,0.229861111,0.000629325
32:00.0,6876.066514,510.438006,5674.415,19920,0.230555556,0.000631227
33:00.0,6875.873787,510.063142,5674.176,19980,0.23125,0.000633128
34:00.0,6875.601629,509.518728,5673.839,20040,0.231944444,0.000635029
35:00.0,6875.255054,508.81497,5673.41,20100,0.232638889,0.000636931
36:00.0,6874.841132,507.966488,5672.898,20160,0.233333333,0.000638832
37:00.0,6874.36672,506.987899,5672.311,20220,0.234027778,0.000640733
38:00.0,6873.838165,505.893426,5671.657,20280,0.234722222,0.000642634
39:00.0,6873.263711,504.702039,5670.946,20340,0.235416667,0.000644536
40:00.0,6872.654085,503.438937,5670.191,20400,0.236111111,0.000646437
41:00.0,6872.02104,502.133,5669.408,20460,0.236805556,0.000648338
42:00.0,6871.375953,500.814574,5668.61,20520,0.2375,0.00065024
43:00.0,6870.729624,499.515884,5667.81,20580,0.238194444,0.000652141
44:00.0,6870.093037,498.273268,5667.022,20640,0.238888889,0.000654042
45:00.0,6869.477563,497.127514,5666.261,20700,0.239583333,0.000655943
46:00.0,6868.894359,496.120917,5665.539,20760,0.240277778,0.000657845
47:00.0,6868.353971,495.291941,5664.87,20820,0.240972222,0.000659746
48:00.0,6867.866497,494.667861,5664.267,20880,0.241666667,0.000661647
49:00.0,6867.441427,494.257009,5663.742,20940,0.242361111,0.000663549
50:00.0,6867.08678,494.046344,5663.303,21000,0.243055556,0.00066545
51:00.0,6866.808526,494.008032,5662.959,21060,0.24375,0.000667351
52:00.0,6866.611104,494.110088,5662.714,21120,0.244444444,0.000669252
53:00.0,6866.498168,494.323415,5662.575,21180,0.245138889,0.000671154
54:00.0,6866.472149,494.623344,5662.543,21240,0.245833333,0.000673055
55:00.0,6866.533009,494.988874,5662.618,21300,0.246527778,0.000674956
56:00.0,6866.67814,495.402579,5662.797,21360,0.247222222,0.000676858
57:00.0,6866.904016,495.851069,5663.077,21420,0.247916667,0.000678759
58:00.0,6867.207631,496.324255,5663.452,21480,0.248611111,0.00068066
59:00.0,6867.58565,496.813065,5663.92,21540,0.249305556,0.000682561
00:00.0,6868.032114,497.307438,5664.472,21600,0.25,0.000684463
01:00.0,6868.537485,497.796389,5665.098,21660,0.250694444,0.000686364
02:00.0,6869.090202,498.269592,5665.781,21720,0.251388889,0.000688265
03:00.0,6869.678862,498.718396,5666.51,21780,0.252083333,0.000690167
04:00.0,6870.292774,499.135269,5667.269,21840,0.252777778,0.000692068
05:00.0,6870.921163,499.512776,5668.047,21900,0.253472222,0.000693969
06:00.0,6871.552937,499.84356,5668.829,21960,0.254166667,0.00069587
07:00.0,6872.177557,500.121053,5669.602,22020,0.254861111,0.000697772
08:00.0,6872.785601,500.339543,5670.354,22080,0.255555556,0.000699673
09:00.0,6873.368014,500.49329,5671.075,22140,0.25625,0.000701574
10:00.0,6873.915123,500.575942,5671.752,22200,0.256944444,0.000703476
11:00.0,6874.416931,500.581212,5672.373,22260,0.257638889,0.000705377
12:00.0,6874.864363,500.503955,5672.927,22320,0.258333333,0.000707278
13:00.0,6875.24943,500.339919,5673.403,22380,0.259027778,0.000709179
14:00.0,6875.565358,500.085473,5673.795,22440,0.259722222,0.000711081
