Time (UTCG),Semi-major Axis (km),Apogee Altitude (km),Period (sec),,,
40:00.0,6676.503526,310.104457,5429.185,2400,0.027777778,7.60514E-05
41:00.0,6676.940387,311.044975,5429.717,2460,0.028472222,7.79527E-05
42:00.0,6677.298476,311.820176,5430.154,2520,0.029166667,7.9854E-05
43:00.0,6677.565347,312.403964,5430.48,2580,0.029861111,8.17553E-05
44:00.0,6677.729679,312.772764,5430.68,2640,0.030555556,8.36566E-05
45:00.0,6677.785912,312.914691,5430.749,2700,0.03125,8.55578E-05
46:00.0,6677.736143,312.833369,5430.688,2760,0.031944444,8.74591E-05
47:00.0,6677.587295,312.542314,5430.507,2820,0.032638889,8.93604E-05
48:00.0,6677.346371,312.055434,5430.213,2880,0.033333333,9.12617E-05
49:00.0,6677.018123,311.382381,5429.812,2940,0.034027778,9.3163E-05
50:00.0,6676.606556,310.531638,5429.31,3000,0.034722222,9.50643E-05
51:00.0,6676.117935,309.516685,5428.714,3060,0.035416667,9.69655E-05
52:00.0,6675.562171,308.358953,5428.036,3120,0.036111111,9.88668E-05
53:00.0,6674.951403,307.085189,5427.291,3180,0.036805556,0.000100768
54:00.0,6674.297617,305.723073,5426.494,3240,0.0375,0.000102669
55:00.0,6673.611916,304.3004,5425.658,3300,0.038194444,0.000104571
56:00.0,6672.906127,302.849207,5424.797,3360,0.038888889,0.000106472
57:00.0,6672.194674,301.41034,5423.93,3420,0.039583333,0.000108373
58:00.0,6671.493963,300.032506,5423.075,3480,0.040277778,0.000110275
59:00.0,6670.819162,298.765365,5422.252,3540,0.040972222,0.000112176
00:00.0,6670.181456,297.652738,5421.475,3600,0.041666667,0.000114077
01:00.0,6669.588745,296.73075,5420.752,3660,0.042361111,0.000115978
02:00.0,6669.049071,296.027244,5420.094,3720,0.043055556,0.00011788
03:00.0,6668.573106,295.555984,5419.514,3780,0.04375,0.000119781
04:00.0,6668.173148,295.309048,5419.027,3840,0.044444444,0.000121682
05:00.0,6667.859815,295.257823,5418.645,3900,0.045138889,0.000123584
06:00.0,6667.639608,295.363673,5418.376,3960,0.045833333,0.000125485
07:00.0,6667.515053,295.589363,5418.224,4020,0.046527778,0.000127386
08:00.0,6667.486507,295.904859,5418.19,4080,0.047222222,0.000129287
09:00.0,6667.553681,296.287673,5418.271,4140,0.047916667,0.000131189
10:00.0,6667.715734,296.720541,5418.469,4200,0.048611111,0.00013309
11:00.0,6667.970191,297.188865,5418.779,4260,0.049305556,0.000134991
12:00.0,6668.31187,297.67924,5419.196,4320,0.05,0.000136893
13:00.0,6668.732951,298.179332,5419.709,4380,0.050694444,0.000138794
14:00.0,6669.22422,298.678347,5420.308,4440,0.051388889,0.000140695
15:00.0,6669.776156,299.16694,5420.981,4500,0.052083333,0.000142596
16:00.0,6670.378728,299.63627,5421.715,4560,0.052777778,0.000144498
17:00.0,6671.020517,300.07715,5422.498,4620,0.053472222,0.000146399
18:00.0,6671.688718,300.480162,5423.313,4680,0.054166667,0.0001483
19:00.0,6672.370167,300.836261,5424.144,4740,0.054861111,0.000150202
20:00.0,6673.051792,301.136663,5424.975,4800,0.055555556,0.000152103
21:00.0,6673.719831,301.372201,5425.789,4860,0.05625,0.000154004
22:00.0,6674.359666,301.533795,5426.57,4920,0.056944444,0.000155905
23:00.0,6674.957941,301.614504,5427.299,4980,0.057638889,0.000157807
24:00.0,6675.505133,301.610808,5427.967,5040,0.058333333,0.000159708
25:00.0,6675.994824,301.520562,5428.564,5100,0.059027778,0.000161609
26:00.0,6676.419482,301.338955,5429.082,5160,0.059722222,0.000163511
27:00.0,6676.767452,301.057125,5429.506,5220,0.060416667,0.000165412
28:00.0,6677.025257,300.665961,5429.821,5280,0.061111111,0.000167313
29:00.0,6677.182994,300.162138,5430.013,5340,0.061805556,0.000169214
30:00.0,6677.237154,299.557408,5430.079,5400,0.0625,0.000171116
31:00.0,6677.188786,299.345759,5430.02,5460,0.063194444,0.000173017
32:00.0,6677.040762,299.846468,5429.84,5520,0.063888889,0.000174918
33:00.0,6676.798009,300.273248,5429.544,5580,0.064583333,0.00017682
34:00.0,6676.469306,300.60607,5429.143,5640,0.065277778,0.000178721
35:00.0,6676.066528,300.849136,5428.652,5700,0.065972222,0.000180622
36:00.0,6675.600868,301.009057,5428.084,5760,0.066666667,0.000182523
37:00.0,6675.080163,301.090403,5427.448,5820,0.067361111,0.000184425
38:00.0,6674.510325,301.095314,5426.753,5880,0.068055556,0.000186326
39:00.0,6673.898806,301.026027,5426.008,5940,0.06875,0.000188227
40:00.0,6673.25591,300.886849,5425.224,6000,0.069444444,0.000190129
41:00.0,6672.593097,300.683624,5424.415,6060,0.070138889,0.00019203
42:00.0,6671.921142,300.422137,5423.596,6120,0.070833333,0.000193931
43:00.0,6671.250478,300.107739,5422.778,6180,0.071527778,0.000195832
44:00.0,6670.592711,299.746439,5421.976,6240,0.072222222,0.000197734
45:00.0,6669.960985,299.345855,5421.206,6300,0.072916667,0.000199635
46:00.0,6669.368707,298.914974,5420.484,6360,0.073611111,0.000201536
47:00.0,6668.828124,298.463267,5419.825,6420,0.074305556,0.000203438
48:00.0,6668.349972,298.000273,5419.242,6480,0.075,0.000205339
49:00.0,6667.943851,297.535923,5418.747,6540,0.075694444,0.00020724
50:00.0,6667.618217,297.081008,5418.35,6600,0.076388889,0.000209141
51:00.0,6667.379643,296.647246,5418.059,6660,0.077083333,0.000211043
52:00.0,6667.232083,296.247106,5417.879,6720,0.077777778,0.000212944
53:00.0,6667.177055,295.894109,5417.812,6780,0.078472222,0.000214845
54:00.0,6667.214731,295.604272,5417.858,6840,0.079166667,0.000216747
55:00.0,6667.344661,295.398237,5418.017,6900,0.079861111,0.000218648
56:00.0,6667.565002,295.302453,5418.285,6960,0.080555556,0.000220549
57:00.0,6667.870988,295.34768,5418.658,7020,0.08125,0.00022245
58:00.0,6668.254852,295.564883,5419.126,7080,0.081944444,0.000224352
59:00.0,6668.708009,295.980337,5419.679,7140,0.082638889,0.000226253
00:00.0,6669.223171,296.610852,5420.307,7200,0.083333333,0.000228154
01:00.0,6669.793351,297.457495,5421.002,7260,0.084027778,0.000230056
02:00.0,6670.408423,298.498736,5421.752,7320,0.084722222,0.000231957
03:00.0,6671.053524,299.690545,5422.538,7380,0.085416667,0.000233858
04:00.0,6671.71192,300.978321,5423.341,7440,0.086111111,0.000235759
05:00.0,6672.369433,302.312531,5424.143,7500,0.086805556,0.000237661
06:00.0,6673.015425,303.654873,5424.93,7560,0.0875,0.000239562
07:00.0,6673.639826,304.972977,5425.692,7620,0.088194444,0.000241463
08:00.0,6674.230778,306.234357,5426.413,7680,0.088888889,0.000243365
09:00.0,6674.776238,307.408338,5427.078,7740,0.089583333,0.000245266
10:00.0,6675.267081,308.471752,5427.676,7800,0.090277778,0.000247167
11:00.0,6675.697052,309.408718,5428.201,7860,0.090972222,0.000249068
12:00.0,6676.059381,310.203546,5428.643,7920,0.091666667,0.00025097
13:00.0,6676.344528,310.835733,5428.991,7980,0.092361111,0.000252871
14:00.0,6676.541951,311.283113,5429.231,8040,0.093055556,0.000254772
15:00.0,6676.643474,311.528476,5429.355,8100,0.09375,0.000256674
16:00.0,6676.64439,311.561776,5429.356,8160,0.094444444,0.000258575
17:00.0,6676.542376,311.377913,5429.232,8220,0.095138889,0.000260476
18:00.0,6676.337442,310.976608,5428.982,8280,0.095833333,0.000262377
19:00.0,6676.033978,310.366533,5428.612,8340,0.096527778,0.000264279
20:00.0,6675.641894,309.567686,5428.134,8400,0.097222222,0.00026618
21:00.0,6675.174033,308.606344,5427.563,8460,0.097916667,0.000268081
22:00.0,6674.641646,307.506119,5426.914,8520,0.098611111,0.000269983
23:00.0,6674.052536,306.284539,5426.195,8580,0.099305556,0.000271884
24:00.0,6673.413803,304.959081,5425.416,8640,0.1,0.000273785
25:00.0,6672.736408,303.55695,5424.59,8700,0.100694444,0.000275686
26:00.0,6672.036695,302.118597,5423.737,8760,0.101388889,0.000277588
27:00.0,6671.333134,300.69142,5422.879,8820,0.102083333,0.000279489
28:00.0,6670.64116,299.319808,5422.035,8880,0.102777778,0.00028139
29:00.0,6669.970821,298.041358,5421.218,8940,0.103472222,0.000283292
30:00.0,6669.329384,296.892787,5420.436,9000,0.104166667,0.000285193
31:00.0,6668.726311,295.917039,5419.701,9060,0.104861111,0.000287094
32:00.0,6668.175533,295.157761,5419.03,9120,0.105555556,0.000288995
33:00.0,6667.692393,294.639681,5418.441,9180,0.10625,0.000290897
34:00.0,6667.288131,294.353957,5417.948,9240,0.106944444,0.000292798
35:00.0,6666.967459,294.265518,5417.557,9300,0.107638889,0.000294699
36:00.0,6666.73151,294.333339,5417.269,9360,0.108333333,0.000296601
37:00.0,6666.582602,294.524022,5417.088,9420,0.109027778,0.000298502
38:00.0,6666.525678,294.812811,5417.018,9480,0.109722222,0.000300403
39:00.0,6666.565359,295.17898,5417.067,9540,0.110416667,0.000302304
40:00.0,6666.702342,295.602965,5417.234,9600,0.111111111,0.000304206
41:00.0,6666.932748,296.066852,5417.515,9660,0.111805556,0.000306107
42:00.0,6667.250132,296.55573,5417.901,9720,0.1125,0.000308008
43:00.0,6667.647375,297.057704,5418.386,9780,0.113194444,0.000309909
44:00.0,6668.116946,297.562659,5418.958,9840,0.113888889,0.000311811
45:00.0,6668.650281,298.061062,5419.608,9900,0.114583333,0.000313712
46:00.0,6669.237413,298.543427,5420.324,9960,0.115277778,0.000315613
47:00.0,6669.866998,299.000199,5421.092,10020,0.115972222,0.000317515
48:00.0,6670.526578,299.421874,5421.896,10080,0.116666667,0.000319416
49:00.0,6671.203172,299.799333,5422.721,10140,0.117361111,0.000321317
50:00.0,6671.883936,300.124009,5423.551,10200,0.118055556,0.000323218
51:00.0,6672.556081,300.387382,5424.37,10260,0.11875,0.00032512
52:00.0,6673.20602,300.580235,5425.163,10320,0.119444444,0.000327021
53:00.0,6673.819137,300.692919,5425.911,10380,0.120138889,0.000328922
54:00.0,6674.381295,300.717029,5426.596,10440,0.120833333,0.000330824
55:00.0,6674.881035,300.647008,5427.206,10500,0.121527778,0.000332725
56:00.0,6675.310198,300.479916,5427.729,10560,0.122222222,0.000334626
57:00.0,6675.662511,300.213766,5428.159,10620,0.122916667,0.000336527
58:00.0,6675.932219,299.846734,5428.488,10680,0.123611111,0.000338429
59:00.0,6676.114506,299.378426,5428.71,10740,0.124305556,0.00034033
00:00.0,6676.206556,298.812701,5428.822,10800,0.125,0.000342231
01:00.0,6676.20721,298.218643,5428.823,10860,0.125694444,0.000344133
02:00.0,6676.115077,298.609773,5428.711,10920,0.126388889,0.000346034
03:00.0,6675.927607,299.092654,5428.482,10980,0.127083333,0.000347935
04:00.0,6675.642926,299.481515,5428.135,11040,0.127777778,0.000349836
05:00.0,6675.263172,299.768799,5427.672,11100,0.128472222,0.000351738
06:00.0,6674.796467,299.954841,5427.102,11160,0.129166667,0.000353639
07:00.0,6674.256153,300.045232,5426.444,11220,0.129861111,0.00035554
08:00.0,6673.65827,300.048726,5425.714,11280,0.130555556,0.000357442
09:00.0,6673.019005,299.975008,5424.935,11340,0.13125,0.000359343
10:00.0,6672.353073,299.833083,5424.123,11400,0.131944444,0.000361244
11:00.0,6671.673231,299.630586,5423.294,11460,0.132638889,0.000363145
12:00.0,6670.990867,299.37401,5422.462,11520,0.133333333,0.000365047
13:00.0,6670.317145,299.069603,5421.64,11580,0.134027778,0.000366948
14:00.0,6669.663728,298.724249,5420.844,11640,0.134722222,0.000368849
15:00.0,6669.042352,298.345663,5420.086,11700,0.135416667,0.000370751
16:00.0,6668.463526,297.941759,5419.381,11760,0.136111111,0.000372652
17:00.0,6667.93554,297.519782,5418.737,11820,0.136805556,0.000374553
18:00.0,6667.464752,297.085966,5418.163,11880,0.1375,0.000376454
19:00.0,6667.057104,296.646214,5417.666,11940,0.138194444,0.000378356
20:00.0,6666.71972,296.207575,5417.255,12000,0.138888889,0.000380257
21:00.0,6666.46119,295.779757,5416.94,12060,0.139583333,0.000382158
22:00.0,6666.290047,295.375788,5416.731,12120,0.140277778,0.00038406
23:00.0,6666.212484,295.011676,5416.637,12180,0.140972222,0.000385961
24:00.0,6666.231023,294.705868,5416.659,12240,0.141666667,0.000387862
25:00.0,6666.344755,294.479479,5416.798,12300,0.142361111,0.000389763
26:00.0,6666.550227,294.357209,5417.048,12360,0.143055556,0.000391665
27:00.0,6666.842009,294.367677,5417.404,12420,0.14375,0.000393566
28:00.0,6667.213213,294.541941,5417.856,12480,0.144444444,0.000395467
29:00.0,6667.656568,294.909802,5418.397,12540,0.145138889,0.000397369
30:00.0,6668.165088,295.493476,5419.017,12600,0.145833333,0.00039927
31:00.0,6668.730733,296.298315,5419.706,12660,0.146527778,0.000401171
32:00.0,6669.34183,297.304326,5420.451,12720,0.147222222,0.000403072
33:00.0,6669.982617,298.467243,5421.233,12780,0.147916667,0.000404974
34:00.0,6670.636737,299.732596,5422.03,12840,0.148611111,0.000406875
35:00.0,6671.291531,301.0526,5422.828,12900,0.149305556,0.000408776
36:00.0,6671.938172,302.391585,5423.617,12960,0.15,0.000410678
37:00.0,6672.567304,303.718112,5424.384,13020,0.150694444,0.000412579
38:00.0,6673.165416,304.996096,5425.113,13080,0.151388889,0.00041448
39:00.0,6673.716383,306.186239,5425.785,13140,0.152083333,0.000416381
40:00.0,6674.206266,307.25502,5426.383,13200,0.152777778,0.000418283
41:00.0,6674.625958,308.179985,5426.895,13260,0.153472222,0.000420184
42:00.0,6674.969702,308.946699,5427.314,13320,0.154166667,0.000422085
43:00.0,6675.232644,309.543483,5427.634,13380,0.154861111,0.000423987
44:00.0,6675.410571,309.960517,5427.851,13440,0.155555556,0.000425888
45:00.0,6675.500978,310.191772,5427.962,13500,0.15625,0.000427789
46:00.0,6675.50296,310.234728,5427.964,13560,0.156944444,0.00042969
47:00.0,6675.415889,310.087669,5427.858,13620,0.157638889,0.000431592
48:00.0,6675.239008,309.748814,5427.642,13680,0.158333333,0.000433493
49:00.0,6674.972644,309.218744,5427.317,13740,0.159027778,0.000435394
50:00.0,6674.6195,308.503056,5426.887,13800,0.159722222,0.000437296
51:00.0,6674.184845,307.612852,5426.357,13860,0.160416667,0.000439197
52:00.0,6673.676252,306.564396,5425.736,13920,0.161111111,0.000441098
53:00.0,6673.103795,305.379745,5425.038,13980,0.161805556,0.000442999
54:00.0,6672.479775,304.086529,5424.277,14040,0.1625,0.000444901
55:00.0,6671.817585,302.716092,5423.47,14100,0.163194444,0.000446802
56:00.0,6671.130445,301.301603,5422.632,14160,0.163888889,0.000448703
57:00.0,6670.431285,299.878733,5421.78,14220,0.164583333,0.000450605
58:00.0,6669.733424,298.488,5420.929,14280,0.165277778,0.000452506
59:00.0,6669.05072,297.175645,5420.096,14340,0.165972222,0.000454407
00:00.0,6668.397015,295.991829,5419.3,14400,0.166666667,0.000456308
01:00.0,6667.78574,294.98623,5418.554,14460,0.167361111,0.00045821
02:00.0,6667.229606,294.199316,5417.876,14520,0.168055556,0.000460111
03:00.0,6666.739462,293.650052,5417.279,14580,0.16875,0.000462012
04:00.0,6666.322867,293.329481,5416.771,14640,0.169444444,0.000463914
05:00.0,6665.984587,293.208477,5416.359,14700,0.170138889,0.000465815
06:00.0,6665.729451,293.252563,5416.048,14760,0.170833333,0.000467716
07:00.0,6665.564347,293.430595,5415.847,14820,0.171527778,0.000469617
08:00.0,6665.496146,293.714711,5415.764,14880,0.172222222,0.000471519
09:00.0,6665.527276,294.078359,5415.802,14940,0.172916667,0.00047342
10:00.0,6665.654077,294.497527,5415.956,15000,0.173611111,0.000475321
11:00.0,6665.869953,294.953774,5416.219,15060,0.174305556,0.000477223
12:00.0,6666.169495,295.434827,5416.584,15120,0.175,0.000479124
13:00.0,6666.548863,295.931537,5417.047,15180,0.175694444,0.000481025
14:00.0,6667.002805,296.434315,5417.6,15240,0.176388889,0.000482926
15:00.0,6667.522564,296.932268,5418.234,15300,0.177083333,0.000484828
16:00.0,6668.096925,297.414715,5418.934,15360,0.177777778,0.000486729
17:00.0,6668.714349,297.872353,5419.686,15420,0.178472222,0.00048863
18:00.0,6669.36346,298.296691,5420.478,15480,0.179166667,0.000490532
19:00.0,6670.032111,298.678983,5421.293,15540,0.179861111,0.000492433
20:00.0,6670.707071,299.01019,5422.116,15600,0.180555556,0.000494334
21:00.0,6671.374964,299.281777,5422.93,15660,0.18125,0.000496235
22:00.0,6672.02322,299.486102,5423.721,15720,0.181944444,0.000498137
23:00.0,6672.640022,299.615962,5424.473,15780,0.182638889,0.000500038
24:00.0,6673.213655,299.663951,5425.172,15840,0.183333333,0.000501939
25:00.0,6673.732116,299.622353,5425.804,15900,0.184027778,0.000503841
26:00.0,6674.183495,299.483785,5426.355,15960,0.184722222,0.000505742
27:00.0,6674.557128,299.242416,5426.811,16020,0.185416667,0.000507643
28:00.0,6674.844976,298.89515,5427.162,16080,0.186111111,0.000509544
29:00.0,6675.042282,298.441989,5427.402,16140,0.186805556,0.000511446
30:00.0,6675.146653,297.885548,5427.53,16200,0.1875,0.000513347
31:00.0,6675.156913,297.242278,5427.542,16260,0.188194444,0.000515248
32:00.0,6675.073238,297.423035,5427.44,16320,0.188888889,0.00051715
33:00.0,6674.898278,297.917168,5427.227,16380,0.189583333,0.000519051
34:00.0,6674.636893,298.324731,5426.908,16440,0.190277778,0.000520952
35:00.0,6674.29377,298.643264,5426.489,16500,0.190972222,0.000522853
36:00.0,6673.871747,298.871487,5425.975,16560,0.191666667,0.000524755
37:00.0,6673.373905,299.007367,5425.368,16620,0.192361111,0.000526656
38:00.0,6672.807769,299.051494,5424.677,16680,0.193055556,0.000528557
39:00.0,6672.186591,299.009504,5423.92,16740,0.19375,0.000530459
40:00.0,6671.525811,298.890358,5423.114,16800,0.194444444,0.00053236
41:00.0,6670.838819,298.702451,5422.276,16860,0.195138889,0.000534261
42:00.0,6670.136923,298.451992,5421.421,16920,0.195833333,0.000536162
43:00.0,6669.43283,298.144968,5420.562,16980,0.196527778,0.000538064
44:00.0,6668.742577,297.789674,5419.721,17040,0.197222222,0.000539965
45:00.0,6668.083298,297.396665,5418.917,17100,0.197916667,0.000541866
46:00.0,6667.469632,296.976559,5418.169,17160,0.198611111,0.000543768
47:00.0,6666.912665,296.538488,5417.49,17220,0.199305556,0.000545669
48:00.0,6666.421486,296.090571,5416.891,17280,0.2,0.00054757
49:00.0,6666.004551,295.641317,5416.383,17340,0.200694444,0.000549471
50:00.0,6665.669234,295.200315,5415.975,17400,0.201388889,0.000551373
51:00.0,6665.420436,294.777939,5415.671,17460,0.202083333,0.000553274
52:00.0,6665.259802,294.384723,5415.476,17520,0.202777778,0.000555175
53:00.0,6665.186264,294.031178,5415.386,17580,0.203472222,0.000557077
54:00.0,6665.197967,293.728864,5415.4,17640,0.204166667,0.000558978
55:00.0,6665.294657,293.493354,5415.518,17700,0.204861111,0.000560879
56:00.0,6665.478301,293.348041,5415.742,17760,0.205555556,0.00056278
57:00.0,6665.750414,293.325511,5416.074,17820,0.20625,0.000564682
58:00.0,6666.10802,293.463286,5416.509,17880,0.206944444,0.000566583
59:00.0,6666.542442,293.794695,5417.039,17940,0.207638889,0.000568484
00:00.0,6667.042286,294.339936,5417.648,18000,0.208333333,0.000570386
01:00.0,6667.597046,295.101743,5418.324,18060,0.209027778,0.000572287
02:00.0,6668.197324,296.064685,5419.056,18120,0.209722222,0.000574188
03:00.0,6668.832521,297.196173,5419.83,18180,0.210416667,0.000576089
04:00.0,6669.489934,298.451596,5420.632,18240,0.211111111,0.000577991
05:00.0,6670.156341,299.783665,5421.444,18300,0.211805556,0.000579892
06:00.0,6670.819206,301.149035,5422.252,18360,0.2125,0.000581793
07:00.0,6671.465708,302.507873,5423.041,18420,0.213194444,0.000583695
08:00.0,6672.081727,303.821355,5423.792,18480,0.213888889,0.000585596
09:00.0,6672.652978,305.053011,5424.488,18540,0.214583333,0.000587497
10:00.0,6673.166772,306.171657,5425.115,18600,0.215277778,0.000589398
11:00.0,6673.611951,307.150829,5425.658,18660,0.215972222,0.0005913
12:00.0,6673.978194,307.966898,5426.105,18720,0.216666667,0.000593201
13:00.0,6674.257596,308.601762,5426.445,18780,0.217361111,0.000595102
14:00.0,6674.447352,309.048086,5426.677,18840,0.218055556,0.000597004
15:00.0,6674.548997,309.3078,5426.801,18900,0.21875,0.000598905
16:00.0,6674.563525,309.382258,5426.818,18960,0.219444444,0.000600806
17:00.0,6674.488146,309.265482,5426.726,19020,0.220138889,0.000602707
18:00.0,6674.319252,308.949899,5426.52,19080,0.220833333,0.000604609
19:00.0,6674.057948,308.437466,5426.202,19140,0.221527778,0.00060651
20:00.0,6673.710994,307.741684,5425.779,19200,0.222222222,0.000608411
21:00.0,6673.286442,306.878969,5425.261,19260,0.222916667,0.000610313
22:00.0,6672.790432,305.862364,5424.656,19320,0.223611111,0.000612214
23:00.0,6672.22932,304.706038,5423.972,19380,0.224305556,0.000614115
24:00.0,6671.613235,303.432745,5423.221,19440,0.225,0.000616016
25:00.0,6670.955783,302.073518,5422.419,19500,0.225694444,0.000617918
26:00.0,6670.270688,300.66142,5421.584,19560,0.226388889,0.000619819
27:00.0,6669.570203,299.229225,5420.73,19620,0.227083333,0.00062172
28:00.0,6668.866602,297.813561,5419.872,19680,0.227777778,0.000623622
29:00.0,6668.173438,296.458316,5419.027,19740,0.228472222,0.000625523
30:00.0,6667.504625,295.212816,5418.212,19800,0.229166667,0.000627424
31:00.0,6666.873317,294.127672,5417.442,19860,0.229861111,0.000629325
32:00.0,6666.29227,293.249298,5416.734,19920,0.230555556,0.000631227
33:00.0,6665.774006,292.609154,5416.102,19980,0.23125,0.000633128
34:00.0,6665.329283,292.211634,5415.56,20040,0.231944444,0.000635029
35:00.0,6664.965797,292.034031,5415.117,20100,0.232638889,0.000636931
36:00.0,6664.689315,292.040173,5414.78,20160,0.233333333,0.000638832
37:00.0,6664.505411,292.193497,5414.556,20220,0.234027778,0.000640733
38:00.0,6664.418476,292.461271,5414.45,20280,0.234722222,0.000642634
39:00.0,6664.429085,292.814671,5414.463,20340,0.235416667,0.000644536
40:00.0,6664.534179,293.230282,5414.591,20400,0.236111111,0.000646437
41:00.0,6664.730742,293.69173,5414.831,20460,0.236805556,0.000648338
42:00.0,6665.01782,294.187634,5415.181,20520,0.2375,0.00065024
43:00.0,6665.393353,294.706683,5415.638,20580,0.238194444,0.000652141
44:00.0,6665.849611,295.234924,5416.194,20640,0.238888889,0.000654042
45:00.0,6666.373341,295.757807,5416.833,20700,0.239583333,0.000655943
46:00.0,6666.95037,296.263625,5417.536,20760,0.240277778,0.000657845
47:00.0,6667.568726,296.743838,5418.29,20820,0.240972222,0.000659746
48:00.0,6668.21734,297.1905,5419.08,20880,0.241666667,0.000661647
49:00.0,6668.883903,297.594778,5419.893,20940,0.242361111,0.000663549
50:00.0,6669.555594,297.94816,5420.712,21000,0.243055556,0.00066545
51:00.0,6670.221033,298.24362,5421.523,21060,0.24375,0.000667351
52:00.0,6670.869847,298.47445,5422.314,21120,0.244444444,0.000669252
53:00.0,6671.490482,298.632582,5423.071,21180,0.245138889,0.000671154
54:00.0,6672.069932,298.709251,5423.777,21240,0.245833333,0.000673055
55:00.0,6672.59603,298.697216,5424.419,21300,0.246527778,0.000674956
56:00.0,6673.058934,298.591332,5424.983,21360,0.247222222,0.000676858
57:00.0,6673.449965,298.386899,5425.46,21420,0.247916667,0.000678759
58:00.0,6673.760183,298.078736,5425.839,21480,0.248611111,0.00068066
59:00.0,6673.981308,297.66291,5426.108,21540,0.249305556,0.000682561
00:00.0,6674.107558,297.139468,5426.262,21600,0.25,0.000684463
01:00.0,6674.135917,296.519982,5426.297,21660,0.250694444,0.000686364
02:00.0,6674.065274,296.186529,5426.211,21720,0.251388889,0.000688265
03:00.0,6673.896684,296.639191,5426.005,21780,0.252083333,0.000690167
04:00.0,6673.634543,297.042695,5425.685,21840,0.252777778,0.000692068
05:00.0,6673.286256,297.357463,5425.261,21900,0.253472222,0.000693969
06:00.0,6672.860176,297.583513,5424.741,21960,0.254166667,0.00069587
07:00.0,6672.364653,297.723347,5424.137,22020,0.254861111,0.000697772
08:00.0,6671.809402,297.780592,5423.46,22080,0.255555556,0.000699673
09:00.0,6671.206391,297.760899,5422.725,22140,0.25625,0.000701574
10:00.0,6670.567697,297.670992,5421.946,22200,0.256944444,0.000703476
11:00.0,6669.902665,297.516175,5421.135,22260,0.257638889,0.000705377
12:00.0,6669.218609,297.299531,5420.301,22320,0.258333333,0.000707278
13:00.0,6668.524857,297.024249,5419.455,22380,0.259027778,0.000709179
14:00.0,6667.835259,296.69645,5418.615,22440,0.259722222,0.000711081
