Time (UTCG),Semi-major Axis (km),Apogee Altitude (km),Period (sec),,,
43:00.0,6777.2913,411.609342,5552.585,2580,0.029861111,8.17553E-05
44:00.0,6777.542004,412.159425,5552.893,2640,0.030555556,8.36566E-05
45:00.0,6777.697165,412.509122,5553.084,2700,0.03125,8.55578E-05
46:00.0,6777.751938,412.648053,5553.151,2760,0.031944444,8.74591E-05
47:00.0,6777.707578,412.578215,5553.097,2820,0.032638889,8.93604E-05
48:00.0,6777.5695,412.310123,5552.927,2880,0.033333333,9.12617E-05
49:00.0,6777.343765,411.855786,5552.649,2940,0.034027778,9.3163E-05
50:00.0,6777.035069,411.224697,5552.27,3000,0.034722222,9.50643E-05
51:00.0,6776.647527,410.42546,5551.794,3060,0.035416667,9.69655E-05
52:00.0,6776.186866,409.470305,5551.228,3120,0.036111111,9.88668E-05
53:00.0,6775.661558,408.377506,5550.582,3180,0.036805556,0.000100768
54:00.0,6775.08247,407.170883,5549.871,3240,0.0375,0.000102669
55:00.0,6774.460761,405.875872,5549.107,3300,0.038194444,0.000104571
56:00.0,6773.806965,404.518202,5548.303,3360,0.038888889,0.000106472
57:00.0,6773.131825,403.126295,5547.474,3420,0.039583333,0.000108373
58:00.0,6772.447798,401.73507,5546.634,3480,0.040277778,0.000110275
59:00.0,6771.769234,400.386783,5545.8,3540,0.040972222,0.000112176
00:00.0,6771.110429,399.127028,5544.991,3600,0.041666667,0.000114077
01:00.0,6770.483138,397.998883,5544.22,3660,0.042361111,0.000115978
02:00.0,6769.896004,397.039435,5543.499,3720,0.043055556,0.00011788
03:00.0,6769.3565,396.278319,5542.836,3780,0.04375,0.000119781
04:00.0,6768.873373,395.733825,5542.243,3840,0.044444444,0.000121682
05:00.0,6768.457112,395.40638,5541.732,3900,0.045138889,0.000123584
06:00.0,6768.118045,395.276546,5541.315,3960,0.045833333,0.000125485
07:00.0,6767.863918,395.311701,5541.003,4020,0.046527778,0.000127386
08:00.0,6767.698926,395.476382,5540.801,4080,0.047222222,0.000129287
09:00.0,6767.624502,395.739577,5540.709,4140,0.047916667,0.000131189
10:00.0,6767.640713,396.077073,5540.729,4200,0.048611111,0.00013309
11:00.0,6767.746999,396.470484,5540.86,4260,0.049305556,0.000134991
12:00.0,6767.941868,396.905125,5541.099,4320,0.05,0.000136893
13:00.0,6768.222008,397.368185,5541.443,4380,0.050694444,0.000138794
14:00.0,6768.581758,397.847881,5541.885,4440,0.051388889,0.000140695
15:00.0,6769.013494,398.333488,5542.415,4500,0.052083333,0.000142596
16:00.0,6769.508618,398.815549,5543.023,4560,0.052777778,0.000144498
17:00.0,6770.058135,399.285581,5543.698,4620,0.053472222,0.000146399
18:00.0,6770.65234,399.735317,5544.428,4680,0.054166667,0.0001483
19:00.0,6771.28029,400.15621,5545.199,4740,0.054861111,0.000150202
20:00.0,6771.930019,400.53964,5545.998,4800,0.055555556,0.000152103
21:00.0,6772.589313,400.877301,5546.807,4860,0.05625,0.000154004
22:00.0,6773.245958,401.161082,5547.614,4920,0.056944444,0.000155905
23:00.0,6773.887274,401.382717,5548.402,4980,0.057638889,0.000157807
24:00.0,6774.500248,401.534261,5549.155,5040,0.058333333,0.000159708
25:00.0,6775.073116,401.609538,5549.859,5100,0.059027778,0.000161609
26:00.0,6775.597004,401.604879,5550.503,5160,0.059722222,0.000163511
27:00.0,6776.065265,401.51762,5551.078,5220,0.060416667,0.000165412
28:00.0,6776.470501,401.343256,5551.576,5280,0.061111111,0.000167313
29:00.0,6776.802655,401.07459,5551.984,5340,0.061805556,0.000169214
30:00.0,6777.050535,400.704448,5552.289,5400,0.0625,0.000171116
31:00.0,6777.205362,400.23032,5552.479,5460,0.063194444,0.000173017
32:00.0,6777.263221,399.664305,5552.55,5520,0.063888889,0.000174918
33:00.0,6777.2243,399.334503,5552.503,5580,0.064583333,0.00017682
34:00.0,6777.091065,399.777579,5552.339,5640,0.065277778,0.000178721
35:00.0,6776.868008,400.190603,5552.065,5700,0.065972222,0.000180622
36:00.0,6776.562599,400.518709,5551.689,5760,0.066666667,0.000182523
37:00.0,6776.184936,400.76241,5551.225,5820,0.067361111,0.000184425
38:00.0,6775.745276,400.926782,5550.685,5880,0.068055556,0.000186326
39:00.0,6775.251752,401.016304,5550.079,5940,0.06875,0.000188227
40:00.0,6774.710693,401.033706,5549.414,6000,0.069444444,0.000190129
41:00.0,6774.128922,400.981301,5548.699,6060,0.070138889,0.00019203
42:00.0,6773.515331,400.862672,5547.945,6120,0.070833333,0.000193931
43:00.0,6772.880255,400.682849,5547.165,6180,0.071527778,0.000195832
44:00.0,6772.23398,400.447277,5546.371,6240,0.072222222,0.000197734
45:00.0,6771.586342,400.161135,5545.575,6300,0.072916667,0.000199635
46:00.0,6770.947606,399.82976,5544.791,6360,0.073611111,0.000201536
47:00.0,6770.329176,399.459481,5544.031,6420,0.074305556,0.000203438
48:00.0,6769.743145,399.05786,5543.311,6480,0.075,0.000205339
49:00.0,6769.201181,398.633228,5542.646,6540,0.075694444,0.00020724
50:00.0,6768.713791,398.194185,5542.047,6600,0.076388889,0.000209141
51:00.0,6768.290292,397.749555,5541.527,6660,0.077083333,0.000211043
52:00.0,6767.938934,397.308698,5541.095,6720,0.077777778,0.000212944
53:00.0,6767.666618,396.881766,5540.761,6780,0.078472222,0.000214845
54:00.0,6767.478294,396.47971,5540.53,6840,0.079166667,0.000216747
55:00.0,6767.376656,396.114337,5540.405,6900,0.079861111,0.000218648
56:00.0,6767.362572,395.798968,5540.388,6960,0.080555556,0.000220549
57:00.0,6767.435873,395.549895,5540.478,7020,0.08125,0.00022245
58:00.0,6767.595545,395.388035,5540.674,7080,0.081944444,0.000224352
59:00.0,6767.838889,395.339374,5540.973,7140,0.082638889,0.000226253
00:00.0,6768.160587,395.433098,5541.368,7200,0.083333333,0.000228154
01:00.0,6768.553142,395.697535,5541.85,7260,0.084027778,0.000230056
02:00.0,6769.008694,396.155158,5542.409,7320,0.084722222,0.000231957
03:00.0,6769.520226,396.817385,5543.037,7380,0.085416667,0.000233858
04:00.0,6770.080412,397.679116,5543.726,7440,0.086111111,0.000235759
05:00.0,6770.679146,398.715018,5544.461,7500,0.086805556,0.000237661
06:00.0,6771.302798,399.882372,5545.227,7560,0.0875,0.000239562
07:00.0,6771.93657,401.131728,5546.006,7620,0.088194444,0.000241463
08:00.0,6772.56765,402.418554,5546.781,7680,0.088888889,0.000243365
09:00.0,6773.185855,403.707439,5547.54,7740,0.089583333,0.000245266
10:00.0,6773.781592,404.968285,5548.272,7800,0.090277778,0.000247167
11:00.0,6774.344223,406.171961,5548.964,7860,0.090972222,0.000249068
12:00.0,6774.863089,407.291294,5549.601,7920,0.091666667,0.00025097
13:00.0,6775.32966,408.304866,5550.174,7980,0.092361111,0.000252871
14:00.0,6775.737698,409.197157,5550.676,8040,0.093055556,0.000254772
15:00.0,6776.081008,409.953785,5551.098,8100,0.09375,0.000256674
16:00.0,6776.351589,410.557409,5551.43,8160,0.094444444,0.000258575
17:00.0,6776.540471,410.989096,5551.662,8220,0.095138889,0.000260476
18:00.0,6776.640171,411.233077,5551.785,8280,0.095833333,0.000262377
19:00.0,6776.646066,411.279478,5551.792,8340,0.096527778,0.000264279
20:00.0,6776.556031,411.123575,5551.681,8400,0.097222222,0.00026618
21:00.0,6776.370154,410.765208,5551.453,8460,0.097916667,0.000268081
22:00.0,6776.091778,410.21087,5551.111,8520,0.098611111,0.000269983
23:00.0,6775.728496,409.4758,5550.664,8580,0.099305556,0.000271884
24:00.0,6775.291001,408.581774,5550.127,8640,0.1,0.000273785
25:00.0,6774.789954,407.550965,5549.511,8700,0.100694444,0.000275686
26:00.0,6774.233893,406.401935,5548.828,8760,0.101388889,0.000277588
27:00.0,6773.630206,405.151977,5548.086,8820,0.102083333,0.000279489
28:00.0,6772.987965,403.823307,5547.297,8880,0.102777778,0.00028139
29:00.0,6772.320185,402.448123,5546.477,8940,0.103472222,0.000283292
30:00.0,6771.642784,401.066903,5545.645,9000,0.104166667,0.000285193
31:00.0,6770.971075,399.7217,5544.82,9060,0.104861111,0.000287094
32:00.0,6770.316779,398.450718,5544.016,9120,0.105555556,0.000288995
33:00.0,6769.68814,397.289195,5543.244,9180,0.10625,0.000290897
34:00.0,6769.092978,396.274584,5542.513,9240,0.106944444,0.000292798
35:00.0,6768.54171,395.446971,5541.836,9300,0.107638889,0.000294699
36:00.0,6768.047283,394.837923,5541.228,9360,0.108333333,0.000296601
37:00.0,6767.621831,394.454789,5540.706,9420,0.109027778,0.000298502
38:00.0,6767.273196,394.276949,5540.278,9480,0.109722222,0.000300403
39:00.0,6767.004634,394.268332,5539.948,9540,0.110416667,0.000302304
40:00.0,6766.81773,394.393171,5539.719,9600,0.111111111,0.000304206
41:00.0,6766.715294,394.623335,5539.593,9660,0.111805556,0.000306107
42:00.0,6766.701331,394.937281,5539.576,9720,0.1125,0.000308008
43:00.0,6766.77852,395.316571,5539.67,9780,0.113194444,0.000309909
44:00.0,6766.94604,395.744197,5539.876,9840,0.113888889,0.000311811
45:00.0,6767.199657,396.204988,5540.188,9900,0.114583333,0.000313712
46:00.0,6767.533284,396.68629,5540.597,9960,0.115277778,0.000315613
47:00.0,6767.940167,397.177679,5541.097,10020,0.115972222,0.000317515
48:00.0,6768.412952,397.669979,5541.678,10080,0.116666667,0.000319416
49:00.0,6768.943275,398.154433,5542.329,10140,0.117361111,0.000321317
50:00.0,6769.521575,398.622336,5543.039,10200,0.118055556,0.000323218
51:00.0,6770.137175,399.064959,5543.795,10260,0.11875,0.00032512
52:00.0,6770.778526,399.473633,5544.583,10320,0.119444444,0.000327021
53:00.0,6771.433633,399.839959,5545.388,10380,0.120138889,0.000328922
54:00.0,6772.090515,400.155911,5546.195,10440,0.120833333,0.000330824
55:00.0,6772.737186,400.413515,5546.989,10500,0.121527778,0.000332725
56:00.0,6773.361175,400.604385,5547.756,10560,0.122222222,0.000334626
57:00.0,6773.949424,400.719912,5548.478,10620,0.122916667,0.000336527
58:00.0,6774.489333,400.752426,5549.142,10680,0.123611111,0.000338429
59:00.0,6774.970318,400.696432,5549.733,10740,0.124305556,0.00034033
00:00.0,6775.384445,400.548709,5550.242,10800,0.125,0.000342231
01:00.0,6775.725514,400.307185,5550.661,10860,0.125694444,0.000344133
02:00.0,6775.988507,399.970694,5550.984,10920,0.126388889,0.000346034
03:00.0,6776.169091,399.539525,5551.206,10980,0.127083333,0.000347935
04:00.0,6776.264426,399.019117,5551.323,11040,0.127777778,0.000349836
05:00.0,6776.27312,398.456883,5551.334,11100,0.128472222,0.000351738
06:00.0,6776.19412,398.530605,5551.237,11160,0.129166667,0.000353639
07:00.0,6776.025909,398.972268,5551.03,11220,0.129861111,0.00035554
08:00.0,6775.767373,399.347922,5550.712,11280,0.130555556,0.000357442
09:00.0,6775.420016,399.63442,5550.285,11340,0.13125,0.000359343
10:00.0,6774.989737,399.828809,5549.757,11400,0.131944444,0.000361244
11:00.0,6774.486909,399.934047,5549.139,11460,0.132638889,0.000363145
12:00.0,6773.924966,399.956534,5548.448,11520,0.133333333,0.000365047
13:00.0,6773.318535,399.90433,5547.703,11580,0.134027778,0.000366948
14:00.0,6772.681863,399.785746,5546.921,11640,0.134722222,0.000368849
15:00.0,6772.027873,399.608411,5546.118,11700,0.135416667,0.000370751
16:00.0,6771.368005,399.37896,5545.307,11760,0.136111111,0.000372652
17:00.0,6770.712822,399.103357,5544.502,11820,0.136805556,0.000374553
18:00.0,6770.07286,398.787596,5543.716,11880,0.1375,0.000376454
19:00.0,6769.458881,398.438235,5542.962,11940,0.138194444,0.000378356
20:00.0,6768.88123,398.062322,5542.253,12000,0.138888889,0.000380257
21:00.0,6768.348811,397.666817,5541.599,12060,0.139583333,0.000382158
22:00.0,6767.868627,397.258041,5541.009,12120,0.140277778,0.00038406
23:00.0,6767.44638,396.841688,5540.491,12180,0.140972222,0.000385961
24:00.0,6767.087759,396.4236,5540.05,12240,0.141666667,0.000387862
25:00.0,6766.799418,396.010995,5539.696,12300,0.142361111,0.000389763
26:00.0,6766.588758,395.61351,5539.437,12360,0.143055556,0.000391665
27:00.0,6766.462489,395.243572,5539.282,12420,0.14375,0.000393566
28:00.0,6766.424973,394.916167,5539.236,12480,0.144444444,0.000395467
29:00.0,6766.477469,394.648686,5539.301,12540,0.145138889,0.000397369
30:00.0,6766.61846,394.461418,5539.474,12600,0.145833333,0.00039927
31:00.0,6766.844318,394.378367,5539.751,12660,0.146527778,0.000401171
32:00.0,6767.149723,394.427286,5540.126,12720,0.147222222,0.000403072
33:00.0,6767.528118,394.637745,5540.591,12780,0.147916667,0.000404974
34:00.0,6767.9725,395.036715,5541.137,12840,0.148611111,0.000406875
35:00.0,6768.475815,395.641738,5541.755,12900,0.149305556,0.000408776
36:00.0,6769.029962,396.452948,5542.435,12960,0.15,0.000410678
37:00.0,6769.624022,397.44791,5543.165,13020,0.150694444,0.000412579
38:00.0,6770.244007,398.584664,5543.926,13080,0.151388889,0.00041448
39:00.0,6770.875308,399.81347,5544.702,13140,0.152083333,0.000416381
40:00.0,6771.505797,401.089696,5545.476,13200,0.152777778,0.000418283
41:00.0,6772.126248,402.378499,5546.239,13260,0.153472222,0.000420184
42:00.0,6772.727558,403.649898,5546.977,13320,0.154166667,0.000422085
43:00.0,6773.298036,404.872147,5547.678,13380,0.154861111,0.000423987
44:00.0,6773.824004,406.011552,5548.324,13440,0.155555556,0.000425888
45:00.0,6774.293009,407.038222,5548.901,13500,0.15625,0.000427789
46:00.0,6774.696155,407.930568,5549.396,13560,0.156944444,0.00042969
47:00.0,6775.027585,408.674178,5549.803,13620,0.157638889,0.000431592
48:00.0,6775.282715,409.258015,5550.117,13680,0.158333333,0.000433493
49:00.0,6775.457611,409.672875,5550.332,13740,0.159027778,0.000435394
50:00.0,6775.549637,409.912479,5550.445,13800,0.159722222,0.000437296
51:00.0,6775.55772,409.97393,5550.455,13860,0.160416667,0.000439197
52:00.0,6775.481599,409.856178,5550.361,13920,0.161111111,0.000441098
53:00.0,6775.321221,409.558754,5550.164,13980,0.161805556,0.000442999
54:00.0,6775.077206,409.082694,5549.864,14040,0.1625,0.000444901
55:00.0,6774.751804,408.432497,5549.464,14100,0.163194444,0.000446802
56:00.0,6774.349331,407.617072,5548.97,14160,0.163888889,0.000448703
57:00.0,6773.876091,406.649724,5548.388,14220,0.164583333,0.000450605
58:00.0,6773.340287,405.548171,5547.73,14280,0.165277778,0.000452506
59:00.0,6772.752572,404.335906,5547.008,14340,0.165972222,0.000454407
00:00.0,6772.12496,403.040376,5546.237,14400,0.166666667,0.000456308
01:00.0,6771.469881,401.691541,5545.432,14460,0.167361111,0.00045821
02:00.0,6770.799532,400.321287,5544.609,14520,0.168055556,0.000460111
03:00.0,6770.126114,398.964779,5543.782,14580,0.16875,0.000462012
04:00.0,6769.462195,397.661974,5542.966,14640,0.169444444,0.000463914
05:00.0,6768.820468,396.457268,5542.178,14700,0.170138889,0.000465815
06:00.0,6768.213241,395.396934,5541.432,14760,0.170833333,0.000467716
07:00.0,6767.652243,394.523809,5540.743,14820,0.171527778,0.000469617
08:00.0,6767.148322,393.86801,5540.124,14880,0.172222222,0.000471519
09:00.0,6766.710488,393.437023,5539.587,14940,0.172916667,0.00047342
10:00.0,6766.345054,393.214167,5539.138,15000,0.173611111,0.000475321
11:00.0,6766.056379,393.168547,5538.784,15060,0.174305556,0.000477223
12:00.0,6765.84898,393.267555,5538.529,15120,0.175,0.000479124
13:00.0,6765.728499,393.482747,5538.381,15180,0.175694444,0.000481025
14:00.0,6765.699805,393.78928,5538.346,15240,0.176388889,0.000482926
15:00.0,6765.763907,394.164312,5538.424,15300,0.177083333,0.000484828
16:00.0,6765.917167,394.587702,5538.613,15360,0.177777778,0.000486729
17:00.0,6766.153718,395.043801,5538.903,15420,0.178472222,0.00048863
18:00.0,6766.46828,395.521581,5539.289,15480,0.179166667,0.000490532
19:00.0,6766.856364,396.012392,5539.766,15540,0.179861111,0.000492433
20:00.0,6767.312261,396.507427,5540.326,15600,0.180555556,0.000494334
21:00.0,6767.827637,396.997043,5540.959,15660,0.18125,0.000496235
22:00.0,6768.392245,397.471731,5541.652,15720,0.181944444,0.000498137
23:00.0,6768.995406,397.92294,5542.393,15780,0.182638889,0.000500038
24:00.0,6769.626436,398.342729,5543.168,15840,0.183333333,0.000501939
25:00.0,6770.274042,398.722984,5543.963,15900,0.184027778,0.000503841
26:00.0,6770.926068,399.05532,5544.764,15960,0.184722222,0.000505742
27:00.0,6771.570149,399.331668,5545.555,16020,0.185416667,0.000507643
28:00.0,6772.194515,399.544699,5546.322,16080,0.186111111,0.000509544
29:00.0,6772.78814,399.687607,5547.052,16140,0.186805556,0.000511446
30:00.0,6773.340322,399.753606,5547.73,16200,0.1875,0.000513347
31:00.0,6773.840317,399.735722,5548.344,16260,0.188194444,0.000515248
32:00.0,6774.277493,399.627168,5548.882,16320,0.188888889,0.00051715
33:00.0,6774.64199,399.422191,5549.329,16380,0.189583333,0.000519051
34:00.0,6774.926107,399.117466,5549.679,16440,0.190277778,0.000520952
35:00.0,6775.124907,398.712908,5549.923,16500,0.190972222,0.000522853
36:00.0,6775.235844,398.21265,5550.059,16560,0.191666667,0.000524755
37:00.0,6775.257861,397.637096,5550.086,16620,0.192361111,0.000526656
38:00.0,6775.191015,397.350057,5550.004,16680,0.193055556,0.000528557
39:00.0,6775.037135,397.749003,5549.815,16740,0.19375,0.000530459
40:00.0,6774.800232,398.133727,5549.524,16800,0.194444444,0.00053236
41:00.0,6774.485287,398.443828,5549.137,16860,0.195138889,0.000534261
42:00.0,6774.096374,398.673975,5548.659,16920,0.195833333,0.000536162
43:00.0,6773.636687,398.821999,5548.094,16980,0.196527778,0.000538064
44:00.0,6773.111234,398.887082,5547.449,17040,0.197222222,0.000539965
45:00.0,6772.529459,398.871794,5546.734,17100,0.197916667,0.000541866
46:00.0,6771.904646,398.782526,5545.966,17160,0.198611111,0.000543768
47:00.0,6771.250566,398.627248,5545.163,17220,0.199305556,0.000545669
48:00.0,6770.579126,398.412956,5544.338,17280,0.2,0.00054757
49:00.0,6769.90134,398.145347,5543.506,17340,0.200694444,0.000549471
50:00.0,6769.229804,397.830533,5542.681,17400,0.201388889,0.000551373
51:00.0,6768.579255,397.476412,5541.882,17460,0.202083333,0.000553274
52:00.0,6767.964475,397.092184,5541.127,17520,0.202777778,0.000555175
53:00.0,6767.397975,396.686853,5540.431,17580,0.203472222,0.000557077
54:00.0,6766.889602,396.268449,5539.807,17640,0.204166667,0.000558978
55:00.0,6766.447576,395.844504,5539.264,17700,0.204861111,0.000560879
56:00.0,6766.079155,395.422928,5538.812,17760,0.205555556,0.00056278
57:00.0,6765.790185,395.012396,5538.457,17820,0.20625,0.000564682
58:00.0,6765.584244,394.622194,5538.204,17880,0.206944444,0.000566583
59:00.0,6765.462267,394.261937,5538.054,17940,0.207638889,0.000568484
00:00.0,6765.42311,393.941671,5538.006,18000,0.208333333,0.000570386
01:00.0,6765.465051,393.672971,5538.058,18060,0.209027778,0.000572287
02:00.0,6765.58751,393.47141,5538.208,18120,0.209722222,0.000574188
03:00.0,6765.791336,393.359566,5538.458,18180,0.210416667,0.000576089
04:00.0,6766.076717,393.367983,5538.809,18240,0.211111111,0.000577991
05:00.0,6766.440187,393.531484,5539.255,18300,0.211805556,0.000579892
06:00.0,6766.873733,393.880956,5539.787,18360,0.2125,0.000581793
07:00.0,6767.366995,394.434516,5540.393,18420,0.213194444,0.000583695
08:00.0,6767.910092,395.192775,5541.06,18480,0.213888889,0.000585596
09:00.0,6768.494019,396.138805,5541.777,18540,0.214583333,0.000587497
10:00.0,6769.108916,397.240575,5542.532,18600,0.215277778,0.000589398
11:00.0,6769.743039,398.45588,5543.311,18660,0.215972222,0.0005913
12:00.0,6770.383808,399.739929,5544.098,18720,0.216666667,0.000593201
13:00.0,6771.019178,401.051536,5544.879,18780,0.217361111,0.000595102
14:00.0,6771.637468,402.354057,5545.638,18840,0.218055556,0.000597004
15:00.0,6772.22646,403.613252,5546.362,18900,0.21875,0.000598905
16:00.0,6772.773638,404.796882,5547.034,18960,0.219444444,0.000600806
17:00.0,6773.267397,405.876443,5547.641,19020,0.220138889,0.000602707
18:00.0,6773.697476,406.827575,5548.169,19080,0.220833333,0.000604609
19:00.0,6774.05453,407.628802,5548.608,19140,0.221527778,0.00060651
20:00.0,6774.330773,408.262412,5548.947,19200,0.222222222,0.000608411
21:00.0,6774.522018,408.718345,5549.182,19260,0.222916667,0.000610313
22:00.0,6774.628382,408.995595,5549.313,19320,0.223611111,0.000612214
23:00.0,6774.651582,409.09681,5549.341,19380,0.224305556,0.000614115
24:00.0,6774.591291,409.020848,5549.267,19440,0.225,0.000616016
25:00.0,6774.445043,408.762374,5549.087,19500,0.225694444,0.000617918
26:00.0,6774.212031,408.319388,5548.801,19560,0.226388889,0.000619819
27:00.0,6773.896139,407.6994,5548.413,19620,0.227083333,0.00062172
28:00.0,6773.504644,406.91696,5547.932,19680,0.227777778,0.000623622
29:00.0,6773.044763,405.986847,5547.367,19740,0.228472222,0.000625523
30:00.0,6772.522638,404.922162,5546.726,19800,0.229166667,0.000627424
31:00.0,6771.945926,403.739777,5546.017,19860,0.229861111,0.000629325
32:00.0,6771.325498,402.464048,5545.255,19920,0.230555556,0.000631227
33:00.0,6770.674148,401.124584,5544.455,19980,0.23125,0.000633128
34:00.0,6770.004273,399.752147,5543.632,20040,0.231944444,0.000635029
35:00.0,6769.327349,398.378459,5542.801,20100,0.232638889,0.000636931
36:00.0,6768.6551,397.039574,5541.975,20160,0.233333333,0.000638832
37:00.0,6768.000007,395.777564,5541.17,20220,0.234027778,0.000640733
38:00.0,6767.374484,394.638472,5540.402,20280,0.234722222,0.000642634
39:00.0,6766.790268,393.668254,5539.685,20340,0.235416667,0.000644536
40:00.0,6766.258704,392.906134,5539.032,20400,0.236111111,0.000646437
41:00.0,6765.790623,392.373899,5538.457,20460,0.236805556,0.000648338
42:00.0,6765.395156,392.067482,5537.972,20520,0.2375,0.00065024
43:00.0,6765.078952,391.960658,5537.583,20580,0.238194444,0.000652141
44:00.0,6764.847056,392.018171,5537.299,20640,0.238888889,0.000654042
45:00.0,6764.703983,392.206273,5537.123,20700,0.239583333,0.000655943
46:00.0,6764.652914,392.495746,5537.06,20760,0.240277778,0.000657845
47:00.0,6764.693902,392.86158,5537.111,20820,0.240972222,0.000659746
48:00.0,6764.824052,393.283525,5537.27,20880,0.241666667,0.000661647
49:00.0,6765.040079,393.746904,5537.536,20940,0.242361111,0.000663549
50:00.0,6765.339876,394.241135,5537.904,21000,0.243055556,0.00066545
51:00.0,6765.720555,394.756191,5538.371,21060,0.24375,0.000667351
52:00.0,6766.175175,395.280233,5538.929,21120,0.244444444,0.000669252
53:00.0,6766.692336,395.800555,5539.565,21180,0.245138889,0.000671154
54:00.0,6767.259127,396.306068,5540.261,21240,0.245833333,0.000673055
55:00.0,6767.86375,396.78807,5541.003,21300,0.246527778,0.000674956
56:00.0,6768.495263,397.238781,5541.779,21360,0.247222222,0.000676858
57:00.0,6769.142154,397.650022,5542.573,21420,0.247916667,0.000678759
58:00.0,6769.792511,398.013741,5543.372,21480,0.248611111,0.00068066
59:00.0,6770.435415,398.323017,5544.162,21540,0.249305556,0.000682561
00:00.0,6771.061072,398.57159,5544.93,21600,0.25,0.000684463
01:00.0,6771.659324,398.752464,5545.665,21660,0.250694444,0.000686364
02:00.0,6772.218887,398.857796,5546.352,21720,0.251388889,0.000688265
03:00.0,6772.728635,398.880456,5546.979,21780,0.252083333,0.000690167
04:00.0,6773.179142,398.815116,5547.532,21840,0.252777778,0.000692068
05:00.0,6773.562376,398.65743,5548.003,21900,0.253472222,0.000693969
06:00.0,6773.870423,398.402897,5548.381,21960,0.254166667,0.00069587
07:00.0,6774.09575,398.048022,5548.658,22020,0.254861111,0.000697772
08:00.0,6774.232382,397.593171,5548.826,22080,0.255555556,0.000699673
09:00.0,6774.277041,397.050056,5548.881,22140,0.25625,0.000701574
10:00.0,6774.228674,396.504711,5548.822,22200,0.256944444,0.000703476
11:00.0,6774.087883,396.503189,5548.649,22260,0.257638889,0.000705377
12:00.0,6773.857472,396.836894,5548.365,22320,0.258333333,0.000707278
13:00.0,6773.543075,397.134351,5547.979,22380,0.259027778,0.000709179
14:00.0,6773.152343,397.359482,5547.499,22440,0.259722222,0.000711081
