"Time (UTCG)","Semi-parameter (km)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","Arg of Perigee (deg)","RAAN (deg)","Height of Apogee (km)","Height of Perigee (km)","Sidereal Period (sec)","Orbit Count"
28 Jul 2025 05:28:30.883,7060.491319,7060.556766,0.00304457,44.982329,22.425701,187.887896,703.916108,660.923423,5904.313434,510
28 Jul 2025 21:50:14.607,7060.156348,7060.223857,0.00309222,44.982056,25.135591,184.507126,703.918603,660.255111,5903.895852,520
29 Jul 2025 14:11:54.161,7059.822726,7059.892251,0.00313813,44.981691,27.855119,181.126004,703.910135,659.600367,5903.479914,530
30 Jul 2025 06:33:29.397,7059.464095,7059.535587,0.00318231,44.981245,30.615817,177.744506,703.864229,658.932946,5903.032556,540
30 Jul 2025 22:55:00.146,7059.103478,7059.176947,0.00322608,44.980740,33.397405,174.362584,703.813415,658.266480,5902.582732,550
31 Jul 2025 15:16:26.450,7058.751238,7058.826649,0.00326853,44.980201,36.184723,170.980225,703.761651,657.617647,5902.143380,560
1 Aug 2025 07:37:48.235,7058.378863,7058.456159,0.00330921,44.979656,39.007602,167.597433,703.677049,656.961269,5901.678716,570
1 Aug 2025 23:59:05.338,7058.000507,7058.079691,0.00334948,44.979134,41.856140,164.214190,703.583607,656.301775,5901.206567,580
2 Aug 2025 16:20:17.804,7057.635119,7057.716167,0.00338874,44.978663,44.709603,160.830501,703.495963,655.662371,5900.750663,590
3 Aug 2025 08:41:25.639,7057.257347,7057.340191,0.00342619,44.978262,47.592206,157.446397,703.382970,655.023413,5900.279156,600
4 Aug 2025 01:02:28.697,7056.868751,7056.953375,0.00346290,44.977946,50.506395,154.061888,703.253902,654.378849,5899.794067,610
4 Aug 2025 17:23:27.007,7056.495292,7056.581674,0.00349877,44.977721,53.427241,150.676985,703.134040,653.755309,5899.327946,620
5 Aug 2025 09:44:20.646,7056.118809,7056.206875,0.00353280,44.977582,56.370520,147.291729,702.998023,653.141727,5898.857951,630
6 Aug 2025 02:05:09.514,7055.729239,7055.818943,0.00356559,44.977514,59.349256,143.906133,702.840123,652.523763,5898.371503,640
6 Aug 2025 18:25:53.604,7055.351495,7055.442800,0.00359737,44.977499,62.341795,140.520195,702.686862,651.924739,5897.899849,650
7 Aug 2025 10:46:33.026,7054.979496,7055.072320,0.00362727,44.977510,65.352255,137.133933,702.525978,651.344663,5897.435309,660
8 Aug 2025 03:07:07.737,7054.594610,7054.688870,0.00365532,44.977521,68.400093,133.747345,702.338996,650.764744,5896.954518,670
8 Aug 2025 19:27:37.687,7054.214709,7054.310339,0.00368188,44.977507,71.472178,130.360401,702.146432,650.200246,5896.479908,680
9 Aug 2025 11:48:02.979,7053.846222,7053.943127,0.00370643,44.977453,74.562395,126.973085,701.951073,649.661181,5896.019502,690
10 Aug 2025 04:08:23.621,7053.467663,7053.565720,0.00372850,44.977352,77.690371,123.585386,701.727954,649.129485,5895.546326,700
10 Aug 2025 20:28:39.528,7053.085834,7053.184934,0.00374840,44.977212,80.853661,120.197271,701.486068,648.609800,5895.068928,710
11 Aug 2025 12:48:50.760,7052.716601,7052.816631,0.00376603,44.977055,84.040300,116.808726,701.240741,648.118520,5894.607190,720
12 Aug 2025 05:08:57.359,7052.342061,7052.442863,0.00378064,44.976910,87.265020,113.419768,700.968580,647.643146,5894.138615,730
12 Aug 2025 21:28:59.224,7051.956618,7052.058037,0.00379229,44.976810,90.534885,110.030409,700.664468,647.177606,5893.656189,740
13 Aug 2025 13:48:56.344,7051.580476,7051.682371,0.00380129,44.976785,93.836464,106.640672,700.350887,646.739855,5893.185259,750
14 Aug 2025 06:08:48.778,7051.204817,7051.307007,0.00380688,44.976853,97.177745,103.250612,700.013514,646.326500,5892.714720,760
14 Aug 2025 22:28:36.424,7050.812657,7050.914945,0.00380880,44.977014,100.573018,99.860269,699.633475,645.922414,5892.223263,770
15 Aug 2025 14:48:19.191,7050.422599,7050.524816,0.00380760,44.977251,104.009836,96.469662,699.233392,645.542241,5891.734243,780
16 Aug 2025 07:07:57.128,7050.038635,7050.140586,0.00380275,44.977534,107.490061,93.078813,698.813492,645.193680,5891.252630,790
16 Aug 2025 23:27:30.152,7049.635795,7049.737256,0.00379370,44.977821,111.034039,89.687723,698.344845,644.855666,5890.747089,800
17 Aug 2025 15:46:58.092,7049.225003,7049.325782,0.00378103,44.978075,114.630917,86.296348,697.842476,644.535088,5890.231356,810
18 Aug 2025 08:06:20.957,7048.824015,7048.923913,0.00376458,44.978269,118.277226,82.904647,697.323159,644.250667,5889.727677,820
19 Aug 2025 00:25:38.682,7048.403475,7048.502254,0.00374355,44.978384,122.000142,79.512587,696.751700,643.978809,5889.199210,830
19 Aug 2025 16:44:51.040,7047.966747,7048.064210,0.00371865,44.978422,125.790402,76.120106,696.136523,643.717897,5888.650223,840
20 Aug 2025 09:03:57.987,7047.539971,7047.635931,0.00368996,44.978397,129.638243,72.727165,695.504448,643.493413,5888.113491,850
21 Aug 2025 01:22:59.494,7047.099234,7047.193470,0.00365679,44.978327,133.578580,69.333757,694.826559,643.286381,5887.559003,860
21 Aug 2025 17:41:55.316,7046.634025,7046.726351,0.00361968,44.978234,137.606348,65.939868,694.096211,643.082491,5886.973633,870
22 Aug 2025 10:00:45.338,7046.175338,7046.265596,0.00357901,44.978141,141.702171,62.545486,693.347230,642.909962,5886.396256,880
23 Aug 2025 02:19:29.558,7045.710556,7045.798571,0.00353437,44.978060,145.907571,59.150637,692.564029,642.759113,5885.811042,890
23 Aug 2025 18:38:07.755,7045.217317,7045.302945,0.00348625,44.977997,150.225274,55.755333,691.727653,642.604238,5885.190011,900
24 Aug 2025 10:56:39.757,7044.725617,7044.808757,0.00343534,44.977951,154.624845,52.359567,690.873049,642.470465,5884.570803,910
25 Aug 2025 03:15:05.589,7044.236794,7044.317347,0.00338160,44.977915,159.148745,48.963352,690.001436,642.359259,5883.955097,920
25 Aug 2025 19:33:25.093,7043.720411,7043.798311,0.00332556,44.977878,163.809270,45.566696,689.085900,642.236722,5883.304800,930
26 Aug 2025 11:51:38.066,7043.199852,7043.275073,0.00326799,44.977826,168.567234,42.169568,688.155441,642.120704,5882.649263,940
27 Aug 2025 04:09:44.553,7042.691035,7042.763580,0.00320945,44.977750,173.458059,38.771954,687.229978,642.023181,5882.008465,950
27 Aug 2025 20:27:44.497,7042.161526,7042.231436,0.00315075,44.977639,178.500999,35.373850,686.282731,641.906141,5881.341820,960
28 Aug 2025 12:45:37.685,7041.619279,7041.686598,0.00309192,44.977488,183.650647,31.975213,685.321941,641.777254,5880.659298,970
29 Aug 2025 05:03:24.139,7041.093691,7041.158510,0.00303410,44.977301,188.927770,28.576013,684.385088,641.657932,5879.997785,980
29 Aug 2025 21:21:03.912,7040.559827,7040.622312,0.00297908,44.977082,194.354617,25.176249,683.459906,641.510719,5879.326138,990
30 Aug 2025 13:38:36.809,7040.003455,7040.063709,0.00292554,44.976838,199.879479,21.775894,682.522687,641.330732,5878.626454,1000
31 Aug 2025 05:56:02.787,7039.462668,7039.520837,0.00287458,44.976586,205.501736,18.374919,681.619498,641.148177,5877.946500,1010
31 Aug 2025 22:13:21.969,7038.926032,7038.982374,0.00282917,44.976340,211.242857,14.973340,680.759878,640.930870,5877.272093,1020
1 Sep 2025 14:30:34.210,7038.361979,7038.416662,0.00278734,44.976112,217.046226,11.571166,679.898098,640.661227,5876.563587,1030
2 Sep 2025 06:47:39.407,7037.808948,7037.862147,0.00274937,44.975916,222.890693,8.168380,679.074809,640.375485,5875.869131,1040
2 Sep 2025 23:04:37.714,7037.269020,7037.321033,0.00271864,44.975760,228.785718,4.765016,678.315950,640.052117,5875.191485,1050
3 Sep 2025 15:21:29.050,7036.703029,7036.754080,0.00269349,44.975644,234.678210,1.361106,677.570476,639.663684,5874.481508,1060
4 Sep 2025 07:38:13.270,7036.139251,7036.189519,0.00267286,44.975565,240.544608,357.956642,676.859236,639.245801,5873.774555,1070
4 Sep 2025 23:54:50.489,7035.591785,7035.641562,0.00265989,44.975518,246.368301,354.551647,676.218597,638.790527,5873.088421,1080
5 Sep 2025 16:11:20.718,7035.028871,7035.078420,0.00265388,44.975486,252.106616,351.146147,675.611657,638.271183,5872.383300,1090
6 Sep 2025 08:27:43.797,7034.455501,7034.504973,0.00265194,44.975455,257.758589,347.740124,675.023024,637.712922,5871.665306,1100
7 Sep 2025 00:43:59.804,7033.904804,7033.954476,0.00265741,44.975414,263.287612,344.333563,674.509563,637.125389,5870.976074,1110
7 Sep 2025 17:00:08.845,7033.347524,7033.397653,0.00266969,44.975355,268.662459,340.926470,674.037626,636.483679,5870.278949,1120
8 Sep 2025 09:16:10.749,7032.769232,7032.819934,0.00268500,44.975275,273.908018,337.518812,673.566064,635.799804,5869.555692,1130
9 Sep 2025 01:32:05.521,7032.212402,7032.263907,0.00270629,44.975185,279.000441,334.110551,673.158253,635.095561,5868.859620,1140
9 Sep 2025 17:47:53.327,7031.659767,7031.712301,0.00273333,44.975100,283.902120,330.701697,672.795290,634.355313,5868.169110,1150
10 Sep 2025 10:03:34.019,7031.079108,7031.132760,0.00276237,44.975040,288.661531,327.292249,672.418316,633.573205,5867.443659,1160
11 Sep 2025 02:19:07.501,7030.510436,7030.565371,0.00279530,44.975024,293.281299,323.882194,672.080878,632.775863,5866.733448,1170
11 Sep 2025 18:34:33.938,7029.955929,7030.012330,0.00283246,44.975067,297.705564,320.471576,671.787555,631.963105,5866.041224,1180
12 Sep 2025 10:49:53.218,7029.368621,7029.426545,0.00287057,44.975168,302.002539,317.060443,671.467974,631.111115,5865.308047,1190
13 Sep 2025 03:05:05.120,7028.778533,7028.838075,0.00291051,44.975318,306.194013,313.648799,671.158589,630.243561,5864.571539,1200
13 Sep 2025 19:20:09.767,7028.210431,7028.271728,0.00295322,44.975498,310.205448,310.236677,670.890778,629.378679,5863.862749,1210
14 Sep 2025 11:35:07.076,7027.606894,7027.669961,0.00299568,44.975678,314.113866,306.824113,670.585617,628.480305,5863.109661,1220
15 Sep 2025 03:49:56.706,7026.983678,7027.048547,0.00303831,44.975834,317.955156,303.411068,670.261894,627.561201,5862.332020,1230
15 Sep 2025 20:04:38.699,7026.386830,7026.453597,0.00308258,44.975945,321.643318,299.997511,669.976169,626.657026,5861.587528,1240
16 Sep 2025 12:19:12.999,7025.754285,7025.822910,0.00312531,44.975998,325.249003,296.583439,669.643776,625.728044,5860.798350,1250
17 Sep 2025 04:33:39.154,7025.085163,7025.155623,0.00316697,44.975991,328.823084,293.168781,669.267102,624.770144,5859.963415,1260
17 Sep 2025 20:47:57.099,7024.441984,7024.514343,0.00320950,44.975937,332.278133,289.753473,668.922548,623.832139,5859.161057,1270
18 Sep 2025 13:02:06.792,7023.765790,7023.839948,0.00324932,44.975847,335.664194,286.337519,668.525659,622.880237,5858.317306,1280
19 Sep 2025 05:16:07.703,7023.038157,7023.114044,0.00328716,44.975737,339.047929,282.920868,668.063144,621.890944,5857.409156,1290
19 Sep 2025 21:29:59.639,7022.330686,7022.408338,0.00332531,44.975627,342.350419,279.503470,667.623019,620.919656,5856.526319,1300
20 Sep 2025 13:43:42.558,7021.596238,7021.675503,0.00335986,44.975524,345.591883,276.085354,667.130380,619.946626,5855.609593,1310
21 Sep 2025 05:57:15.902,7020.799540,7020.880311,0.00339180,44.975433,348.851932,272.666503,666.556709,618.929912,5854.614915,1320
21 Sep 2025 22:10:39.342,7020.012419,7020.094701,0.00342358,44.975355,352.067550,269.246872,665.991543,617.923859,5853.632278,1330
22 Sep 2025 14:23:52.828,7019.207448,7019.291060,0.00345133,44.975278,355.227173,265.826490,665.379932,616.928187,5852.627146,1340
23 Sep 2025 06:36:55.827,7018.335131,7018.419937,0.00347612,44.975188,358.417285,262.405350,664.679773,615.886101,5851.537677,1350
23 Sep 2025 22:49:47.893,7017.458863,7017.544849,0.00350041,44.975072,1.594029,258.983389,663.972143,614.843554,5850.443317,1360
24 Sep 2025 15:02:28.962,7016.575943,7016.662918,0.00352074,44.974913,4.719019,255.560607,663.229765,613.822072,5849.340469,1370
25 Sep 2025 07:14:58.577,7015.626900,7015.714724,0.00353811,44.974694,7.879026,252.136987,662.400079,612.755370,5848.154837,1380
25 Sep 2025 23:27:16.217,7014.660228,7014.748876,0.00355490,44.974409,11.048199,248.712444,661.548616,611.675136,5846.947211,1390
26 Sep 2025 15:39:21.803,7013.698615,7013.787915,0.00356822,44.974053,14.170371,245.286945,660.677627,610.624203,5845.745780,1400
27 Sep 2025 07:51:14.996,7012.677588,7012.767405,0.00357878,44.973627,17.327856,241.860470,659.727529,609.533280,5844.469987,1410
28 Sep 2025 00:02:55.201,7011.620785,7011.711089,0.00358874,44.973143,20.514634,238.432931,658.737321,608.410857,5843.149530,1420
28 Sep 2025 16:14:22.334,7010.586143,7010.676810,0.00359620,44.972622,23.653395,235.004271,657.751621,607.327999,5841.856716,1430
29 Sep 2025 08:25:36.230,7009.502702,7009.593599,0.00360105,44.972081,26.825960,231.574497,656.698492,606.214707,5840.502841,1440
30 Sep 2025 00:36:36.314,7008.375897,7008.467019,0.00360579,44.971551,30.034327,228.143543,655.601066,605.058972,5839.094871,1450
30 Sep 2025 16:47:22.493,7007.277420,7007.368673,0.00360865,44.971060,33.200731,224.711366,654.518786,603.944560,5837.722297,1460
1 Oct 2025 08:57:54.726,7006.143642,7006.234887,0.00360880,44.970629,36.397910,221.278004,653.382008,602.813767,5836.305547,1470
2 Oct 2025 01:08:12.488,7004.961154,7005.052403,0.00360918,44.970279,39.633058,217.843436,652.197898,601.632907,5834.828067,1480
2 Oct 2025 17:18:15.658,7003.807463,7003.898643,0.00360811,44.970020,42.833671,214.407638,651.032494,600.490792,5833.386598,1490
3 Oct 2025 09:28:04.296,7002.634422,7002.725383,0.00360407,44.969847,46.059842,210.970673,649.826720,599.350046,5831.920887,1500
4 Oct 2025 01:37:37.955,7001.408894,7001.499641,0.00360016,44.969743,49.324441,207.532548,648.569156,598.156127,5830.389744,1510
4 Oct 2025 17:46:56.449,7000.205813,7000.296281,0.00359491,44.969687,52.563891,204.093235,647.324744,596.993817,5828.886689,1520
5 Oct 2025 09:55:59.905,6999.000542,6999.090566,0.00358641,44.969640,55.822122,200.652780,646.055169,595.851964,5827.380823,1530
6 Oct 2025 02:04:47.974,6997.741200,6997.830757,0.00357742,44.969568,59.118022,197.211179,644.727911,594.659603,5825.807535,1540
6 Oct 2025 18:13:20.380,6996.491571,6996.580583,0.00356681,44.969447,62.399255,193.768368,643.399075,593.488091,5824.246420,1550
7 Oct 2025 10:21:37.267,6995.255269,6995.343563,0.00355273,44.969260,65.692976,190.324340,642.059121,592.354006,5822.701868,1560
8 Oct 2025 02:29:38.389,6993.966336,6994.053839,0.00353708,44.969011,69.021745,186.879083,640.655383,591.178294,5821.091653,1570
8 Oct 2025 18:37:23.373,6992.670035,6992.756637,0.00351917,44.968725,72.344614,183.432514,639.228369,590.010905,5819.472253,1580
9 Oct 2025 10:44:52.324,6991.397838,6991.483367,0.00349762,44.968439,75.675771,179.984618,637.799911,588.892822,5817.882875,1590
10 Oct 2025 02:52:05.090,6990.077562,6990.161883,0.00347314,44.968195,79.037185,176.535417,636.302725,587.747041,5816.233466,1600
10 Oct 2025 18:59:01.210,6988.731065,6988.814032,0.00344550,44.968034,82.396689,173.084870,634.756972,586.597093,5814.551309,1610
11 Oct 2025 11:05:40.697,6987.413340,6987.494784,0.00341405,44.967984,85.762624,169.632986,633.213424,585.502145,5812.905005,1620
12 Oct 2025 03:12:03.476,6986.054530,6986.134261,0.00337827,44.968050,89.153255,166.179826,631.598334,584.396189,5811.207357,1630
12 Oct 2025 19:18:09.003,6984.650022,6984.727860,0.00333825,44.968220,92.541221,162.725375,629.907654,583.274065,5809.452635,1640
13 Oct 2025 11:23:57.164,6983.272959,6983.348742,0.00329425,44.968467,95.935895,159.269615,628.216611,582.206874,5807.732127,1650
14 Oct 2025 03:29:27.928,6981.863429,6981.936933,0.00324465,44.968750,99.353218,155.812591,626.453907,581.145959,5805.971010,1660
14 Oct 2025 19:34:40.674,6980.387540,6980.458557,0.00318961,44.969028,102.767153,152.354259,624.586490,580.056623,5804.127047,1670
15 Oct 2025 11:39:35.114,6978.931647,6979.000031,0.00313026,44.969267,106.189861,148.894544,622.709091,579.016970,5802.308035,1680
16 Oct 2025 03:44:11.227,6977.453059,6977.518579,0.00306435,44.969440,109.641807,145.433449,620.763138,578.000020,5800.460625,1690
16 Oct 2025 19:48:28.323,6975.886747,6975.949184,0.00299170,44.969530,113.096859,141.970920,618.682121,576.942247,5798.503761,1700
17 Oct 2025 11:52:25.887,6974.325842,6974.385070,0.00291414,44.969541,116.563564,138.506845,616.572404,575.923736,5796.553701,1710
18 Oct 2025 03:56:03.868,6972.751761,6972.807581,0.00282937,44.969478,120.077999,135.041219,614.399255,574.941906,5794.587186,1720
18 Oct 2025 19:59:21.510,6971.070123,6971.122330,0.00273663,44.969353,123.617550,131.574007,612.062685,573.907976,5792.486582,1730
19 Oct 2025 12:02:18.041,6969.372283,6969.420788,0.00263811,44.969186,127.174256,128.105095,609.669888,572.897688,5790.365928,1740
20 Oct 2025 04:04:53.322,6967.668647,6967.713317,0.00253201,44.968994,130.811335,124.634475,607.218637,571.933998,5788.238146,1750
20 Oct 2025 20:07:06.549,6965.842172,6965.882866,0.00241700,44.968787,134.523364,121.162139,604.582424,570.909308,5785.957399,1760
21 Oct 2025 12:08:56.704,6963.975090,6964.011786,0.00229552,44.968578,138.274645,117.687970,601.860842,569.888731,5783.626339,1770
22 Oct 2025 04:10:23.523,6962.106650,6962.139327,0.00216645,44.968370,142.160699,114.211945,599.085471,568.919182,5781.293873,1780
22 Oct 2025 20:11:26.175,6960.105661,6960.134293,0.00202822,44.968155,146.224498,110.734066,596.113944,567.880642,5778.796612,1790
23 Oct 2025 12:12:03.455,6958.043822,6958.068509,0.00188362,44.967928,150.408506,107.254200,593.037856,566.825162,5776.224062,1800
24 Oct 2025 04:12:14.982,6955.981519,6956.002388,0.00173209,44.967676,154.839452,103.772288,589.913790,565.816985,5773.651475,1810
24 Oct 2025 20:11:59.891,6953.780130,6953.797320,0.00157228,44.967379,159.675896,100.288320,586.593609,564.727031,5770.906303,1820
25 Oct 2025 12:11:16.842,6951.502227,6951.515990,0.00140708,44.967025,164.893635,96.802127,583.160319,563.597661,5768.066647,1830
26 Oct 2025 04:10:05.312,6949.216174,6949.226797,0.00123642,44.966603,170.684264,93.313610,579.681939,562.497655,5765.217672,1840
26 Oct 2025 20:08:24.320,6946.779450,6946.787257,0.00106009,44.966099,177.497137,89.822735,576.014463,561.286051,5762.182101,1850
27 Oct 2025 12:06:12.250,6944.233145,6944.238514,0.00087922,44.965515,185.595875,86.329303,572.207032,559.995995,5759.011216,1860
28 Oct 2025 04:03:28.205,6941.650948,6941.654317,0.00069663,44.964865,195.605797,82.833174,568.353093,558.681541,5755.796818,1870
28 Oct 2025 20:00:10.922,6938.900137,6938.902002,0.00051837,44.964160,209.185010,79.334294,564.361949,557.168055,5752.373960,1880
29 Oct 2025 11:56:18.657,6936.036015,6936.036891,0.00035556,44.963436,228.959474,75.832471,560.366051,555.433732,5748.811548,1890
30 Oct 2025 03:51:51.086,6933.231018,6933.231408,0.00023736,44.962728,261.377218,72.327611,556.740046,553.448770,5745.323988,1900
30 Oct 2025 19:46:47.197,6930.201778,6930.202046,0.00019649,44.962039,313.241878,68.819815,553.426790,550.703301,5741.558911,1910
31 Oct 2025 11:41:05.065,6927.084472,6927.085197,0.00032348,44.961332,348.854236,65.308875,551.188947,546.707447,5737.685959,1920
1 Nov 2025 03:34:44.079,6923.954625,6923.956333,0.00049665,44.960651,352.694206,61.794630,549.258081,542.380584,5733.798954,1930
1 Nov 2025 19:27:43.447,6920.707630,6920.710721,0.00066835,44.960031,355.699061,58.277141,547.199160,537.948283,5729.767840,1940
2 Nov 2025 11:20:01.448,6917.298212,6917.303089,0.00083969,44.959472,358.629009,54.756309,544.974468,533.357710,5725.536510,1950
3 Nov 2025 03:11:36.688,6913.824735,6913.831772,0.00100887,44.958969,2.198849,51.231988,542.669928,528.719616,5721.227174,1960
3 Nov 2025 19:02:27.946,6910.215820,6910.225372,0.00117571,44.958496,5.422904,47.704144,540.212804,523.963939,5716.751289,1970
4 Nov 2025 10:52:33.166,6906.408621,6906.421058,0.00134197,44.958029,8.486819,44.172622,537.552237,519.015880,5712.031040,1980
5 Nov 2025 02:41:50.450,6902.491293,6902.506978,0.00150746,44.957553,12.072687,40.637198,534.775219,513.964738,5707.175954,1990
5 Nov 2025 18:30:18.097,6898.406936,6898.426119,0.00166757,44.957043,15.508583,37.097751,531.792724,508.785515,5702.115459,2000
